codigo_ine,nombre,nombre_oficial,provincia_codigo,activo
25036,Aspa,Aspa,25,True
25037,"Avellanes i Santa Linya, Les","Avellanes i Santa Linya, Les",25,True
25038,Aitona,Aitona,25,True
25039,Baix Pallars,Baix Pallars,25,True
25040,Balaguer,Balaguer,25,True
25041,Barbens,Barbens,25,True
25042,"Baronia de Rialb, La","Baronia de Rialb, La",25,True
25043,"Vall de Boí, La","Vall de Boí, La",25,True
25044,Bassella,Bassella,25,True
25045,Bausen,Bausen,25,True
25046,Belianes,Belianes,25,True
25047,Bellcaire d'Urgell,Bellcaire d'Urgell,25,True
25048,Bell-lloc d'Urgell,Bell-lloc d'Urgell,25,True
25049,Bellmunt d'Urgell,Bellmunt d'Urgell,25,True
25050,Bellpuig,Bellpuig,25,True
25051,Bellver de Cerdanya,Bellver de Cerdanya,25,True
25052,Bellvís,Bellvís,25,True
25053,Benavent de Segrià,Benavent de Segrià,25,True
25055,Biosca,Biosca,25,True
25056,Bovera,Bovera,25,True
25057,"Bòrdes, Es","Bòrdes, Es",25,True
25058,"Borges Blanques, Les","Borges Blanques, Les",25,True
25059,Bossòst,Bossòst,25,True
25060,Cabanabona,Cabanabona,25,True
25061,Cabó,Cabó,25,True
25062,Camarasa,Camarasa,25,True
25063,Canejan,Canejan,25,True
25064,Castellar de la Ribera,Castellar de la Ribera,25,True
25067,Castelldans,Castelldans,25,True
25068,Castellnou de Seana,Castellnou de Seana,25,True
25069,Castelló de Farfanya,Castelló de Farfanya,25,True
25070,Castellserà,Castellserà,25,True
25071,Cava,Cava,25,True
25072,Cervera,Cervera,25,True
25073,Cervià de les Garrigues,Cervià de les Garrigues,25,True
25074,Ciutadilla,Ciutadilla,25,True
25075,Clariana de Cardener,Clariana de Cardener,25,True
25076,"Cogul, El","Cogul, El",25,True
25077,Coll de Nargó,Coll de Nargó,25,True
25078,Corbins,Corbins,25,True
25079,Cubells,Cubells,25,True
25081,"Espluga Calba, L'","Espluga Calba, L'",25,True
25082,Espot,Espot,25,True
25085,Estaràs,Estaràs,25,True
25086,Esterri d'Àneu,Esterri d'Àneu,25,True
25087,Esterri de Cardós,Esterri de Cardós,25,True
25088,Estamariu,Estamariu,25,True
25089,Farrera,Farrera,25,True
25092,"Floresta, La","Floresta, La",25,True
25093,Fondarella,Fondarella,25,True
25094,Foradada,Foradada,25,True
25096,"Fuliola, La","Fuliola, La",25,True
25097,Fulleda,Fulleda,25,True
25098,Gavet de la Conca,Gavet de la Conca,25,True
25099,Golmés,Golmés,25,True
25100,Gósol,Gósol,25,True
25101,"Granadella, La","Granadella, La",25,True
25102,"Granja d'Escarp, La","Granja d'Escarp, La",25,True
25103,Granyanella,Granyanella,25,True
25104,Granyena de Segarra,Granyena de Segarra,25,True
25105,Granyena de les Garrigues,Granyena de les Garrigues,25,True
25109,Guimerà,Guimerà,25,True
25110,Guissona,Guissona,25,True
25111,Guixers,Guixers,25,True
25112,Ivars de Noguera,Ivars de Noguera,25,True
25113,Ivars d'Urgell,Ivars d'Urgell,25,True
25114,Ivorra,Ivorra,25,True
25115,Isona i Conca Dellà,Isona i Conca Dellà,25,True
25118,Juncosa,Juncosa,25,True
25119,Juneda,Juneda,25,True
25120,Lleida,Lleida,25,True
25121,Les,Les,25,True
25122,Linyola,Linyola,25,True
25123,Lladorre,Lladorre,25,True
25124,Lladurs,Lladurs,25,True
25125,Llardecans,Llardecans,25,True
25126,Llavorsí,Llavorsí,25,True
25127,Lles de Cerdanya,Lles de Cerdanya,25,True
25128,Llimiana,Llimiana,25,True
25129,Llobera,Llobera,25,True
25130,Maldà,Maldà,25,True
25131,Massalcoreig,Massalcoreig,25,True
25132,Massoteres,Massoteres,25,True
25133,Maials,Maials,25,True
25134,Menàrguens,Menàrguens,25,True
25135,Miralcamp,Miralcamp,25,True
25136,"Molsosa, La","Molsosa, La",25,True
25137,Mollerussa,Mollerussa,25,True
25138,Montgai,Montgai,25,True
25139,Montellà i Martinet,Montellà i Martinet,25,True
25140,Montferrer i Castellbò,Montferrer i Castellbò,25,True
25141,Montoliu de Segarra,Montoliu de Segarra,25,True
25142,Montoliu de Lleida,Montoliu de Lleida,25,True
25143,Montornès de Segarra,Montornès de Segarra,25,True
25145,Nalec,Nalec,25,True
25146,Navès,Navès,25,True
25148,Odèn,Odèn,25,True
25149,Oliana,Oliana,25,True
25150,Oliola,Oliola,25,True
25151,Olius,Olius,25,True
25152,"Oluges, Les","Oluges, Les",25,True
25153,"Omellons, Els","Omellons, Els",25,True
25154,"Omells de na Gaia, Els","Omells de na Gaia, Els",25,True
25155,Organyà,Organyà,25,True
25156,Os de Balaguer,Os de Balaguer,25,True
25157,Ossó de Sió,Ossó de Sió,25,True
25158,"Palau d'Anglesola, El","Palau d'Anglesola, El",25,True
25161,Conca de Dalt,Conca de Dalt,25,True
25163,"Coma i la Pedra, La","Coma i la Pedra, La",25,True
25164,Penelles,Penelles,25,True
25165,Peramola,Peramola,25,True
25166,Pinell de Solsonès,Pinell de Solsonès,25,True
25167,Pinós,Pinós,25,True
25168,"Poal, El","Poal, El",25,True
25169,"Pobla de Cérvoles, La","Pobla de Cérvoles, La",25,True
25170,Bellaguarda,Bellaguarda,25,True
25171,"Pobla de Segur, La","Pobla de Segur, La",25,True
25172,Ponts,Ponts,25,True
25173,"Pont de Suert, El","Pont de Suert, El",25,True
25174,"Portella, La","Portella, La",25,True
25175,Prats i Sansor,Prats i Sansor,25,True
25176,Preixana,Preixana,25,True
25177,Preixens,Preixens,25,True
25179,Prullans,Prullans,25,True
25180,Puiggròs,Puiggròs,25,True
25181,Puigverd d'Agramunt,Puigverd d'Agramunt,25,True
25182,Puigverd de Lleida,Puigverd de Lleida,25,True
25183,Rialp,Rialp,25,True
25185,Ribera d'Urgellet,Ribera d'Urgellet,25,True
25186,Riner,Riner,25,True
25189,Rosselló,Rosselló,25,True
25190,Salàs de Pallars,Salàs de Pallars,25,True
25191,Sanaüja,Sanaüja,25,True
25192,Sant Guim de Freixenet,Sant Guim de Freixenet,25,True
25193,Sant Llorenç de Morunys,Sant Llorenç de Morunys,25,True
25194,Sant Ramon,Sant Ramon,25,True
25196,Sant Esteve de la Sarga,Sant Esteve de la Sarga,25,True
25197,Sant Guim de la Plana,Sant Guim de la Plana,25,True
25200,Sarroca de Lleida,Sarroca de Lleida,25,True
25201,Sarroca de Bellera,Sarroca de Bellera,25,True
25202,Senterada,Senterada,25,True
25203,"Seu d'Urgell, La","Seu d'Urgell, La",25,True
25204,Seròs,Seròs,25,True
25205,Sidamon,Sidamon,25,True
25206,"Soleràs, El","Soleràs, El",25,True
25207,Solsona,Solsona,25,True
25208,Soriguera,Soriguera,25,True
25209,Sort,Sort,25,True
25210,Soses,Soses,25,True
25211,Sudanell,Sudanell,25,True
25212,Sunyer,Sunyer,25,True
25215,Talarn,Talarn,25,True
25216,Talavera,Talavera,25,True
25217,Tàrrega,Tàrrega,25,True
25218,Tarrés,Tarrés,25,True
25219,Tarroja de Segarra,Tarroja de Segarra,25,True
25220,Térmens,Térmens,25,True
25221,Tírvia,Tírvia,25,True
25222,Tiurana,Tiurana,25,True
25223,Torà,Torà,25,True
25224,"Torms, Els","Torms, Els",25,True
25225,Tornabous,Tornabous,25,True
25226,Torrebesses,Torrebesses,25,True
25227,"Torre de Cabdella, La","Torre de Cabdella, La",25,True
25228,Torrefarrera,Torrefarrera,25,True
25230,Torregrossa,Torregrossa,25,True
25231,Torrelameu,Torrelameu,25,True
25232,Torres de Segre,Torres de Segre,25,True
25233,Torre-serona,Torre-serona,25,True
25234,Tremp,Tremp,25,True
25238,Vallbona de les Monges,Vallbona de les Monges,25,True
25239,"Valls de Valira, Les","Valls de Valira, Les",25,True
25240,Vallfogona de Balaguer,Vallfogona de Balaguer,25,True
25242,Verdú,Verdú,25,True
25243,Vielha e Mijaran,Vielha e Mijaran,25,True
25244,Vilagrassa,Vilagrassa,25,True
25245,Vilaller,Vilaller,25,True
25247,Vilamòs,Vilamòs,25,True
25248,Vilanova de Bellpuig,Vilanova de Bellpuig,25,True
25249,Vilanova de l'Aguda,Vilanova de l'Aguda,25,True
25250,Vilanova de Meià,Vilanova de Meià,25,True
25251,Vilanova de Segrià,Vilanova de Segrià,25,True
25252,Vila-sana,Vila-sana,25,True
25253,"Vilosell, El","Vilosell, El",25,True
25254,Vilanova de la Barca,Vilanova de la Barca,25,True
25255,Vinaixa,Vinaixa,25,True
25901,Vall de Cardós,Vall de Cardós,25,True
25902,Sant Martí de Riucorb,Sant Martí de Riucorb,25,True
25903,"Guingueta d'Àneu, La","Guingueta d'Àneu, La",25,True
25904,Castell de Mur,Castell de Mur,25,True
25905,Ribera d'Ondara,Ribera d'Ondara,25,True
25906,"Valls d'Aguilar, Les","Valls d'Aguilar, Les",25,True
25907,Torrefeta i Florejacs,Torrefeta i Florejacs,25,True
25908,Fígols i Alinyà,Fígols i Alinyà,25,True
25909,"Vansa i Fórnols, La","Vansa i Fórnols, La",25,True
25910,Josa i Tuixén,Josa i Tuixén,25,True
25911,"Plans de Sió, Els","Plans de Sió, Els",25,True
25912,Gimenells i el Pla de la Font,Gimenells i el Pla de la Font,25,True
25913,Riu de Cerdanya,Riu de Cerdanya,25,True
26001,Ábalos,Ábalos,26,True
26002,Agoncillo,Agoncillo,26,True
26003,Aguilar del Río Alhama,Aguilar del Río Alhama,26,True
26004,Ajamil de Cameros,Ajamil de Cameros,26,True
26005,Albelda de Iregua,Albelda de Iregua,26,True
26006,Alberite,Alberite,26,True
26007,Alcanadre,Alcanadre,26,True
26008,Aldeanueva de Ebro,Aldeanueva de Ebro,26,True
26009,Alesanco,Alesanco,26,True
26010,Alesón,Alesón,26,True
26011,Alfaro,Alfaro,26,True
26012,Almarza de Cameros,Almarza de Cameros,26,True
26013,Anguciana,Anguciana,26,True
26014,Anguiano,Anguiano,26,True
26015,Arenzana de Abajo,Arenzana de Abajo,26,True
26016,Arenzana de Arriba,Arenzana de Arriba,26,True
26017,Arnedillo,Arnedillo,26,True
26018,Arnedo,Arnedo,26,True
26019,Arrúbal,Arrúbal,26,True
26020,Ausejo,Ausejo,26,True
26021,Autol,Autol,26,True
26022,Azofra,Azofra,26,True
26023,Badarán,Badarán,26,True
26024,Bañares,Bañares,26,True
26025,Baños de Rioja,Baños de Rioja,26,True
26026,Baños de Río Tobía,Baños de Río Tobía,26,True
26027,Berceo,Berceo,26,True
26028,Bergasa,Bergasa,26,True
26029,Bergasillas Bajera,Bergasillas Bajera,26,True
26030,Bezares,Bezares,26,True
26031,Bobadilla,Bobadilla,26,True
26032,Brieva de Cameros,Brieva de Cameros,26,True
26033,Briñas,Briñas,26,True
26034,Briones,Briones,26,True
26035,Cabezón de Cameros,Cabezón de Cameros,26,True
26036,Calahorra,Calahorra,26,True
26037,Camprovín,Camprovín,26,True
26038,Canales de la Sierra,Canales de la Sierra,26,True
26039,Canillas de Río Tuerto,Canillas de Río Tuerto,26,True
26040,Cañas,Cañas,26,True
26041,Cárdenas,Cárdenas,26,True
26042,Casalarreina,Casalarreina,26,True
26043,Castañares de Rioja,Castañares de Rioja,26,True
26044,Castroviejo,Castroviejo,26,True
26045,Cellorigo,Cellorigo,26,True
26046,Cenicero,Cenicero,26,True
26047,Cervera del Río Alhama,Cervera del Río Alhama,26,True
26048,Cidamón,Cidamón,26,True
26049,Cihuri,Cihuri,26,True
26050,Cirueña,Cirueña,26,True
26051,Clavijo,Clavijo,26,True
26052,Cordovín,Cordovín,26,True
26053,Corera,Corera,26,True
26054,Cornago,Cornago,26,True
26055,Corporales,Corporales,26,True
26056,Cuzcurrita de Río Tirón,Cuzcurrita de Río Tirón,26,True
26057,Daroca de Rioja,Daroca de Rioja,26,True
26058,Enciso,Enciso,26,True
26059,Entrena,Entrena,26,True
26060,Estollo,Estollo,26,True
26061,Ezcaray,Ezcaray,26,True
26062,Foncea,Foncea,26,True
26063,Fonzaleche,Fonzaleche,26,True
26064,Fuenmayor,Fuenmayor,26,True
26065,Galbárruli,Galbárruli,26,True
26066,Galilea,Galilea,26,True
26067,Gallinero de Cameros,Gallinero de Cameros,26,True
26068,Gimileo,Gimileo,26,True
26069,Grañón,Grañón,26,True
26070,Grávalos,Grávalos,26,True
26071,Haro,Haro,26,True
26072,Herce,Herce,26,True
26073,Herramélluri,Herramélluri,26,True
26074,Hervías,Hervías,26,True
26075,Hormilla,Hormilla,26,True
26076,Hormilleja,Hormilleja,26,True
26077,Hornillos de Cameros,Hornillos de Cameros,26,True
26078,Hornos de Moncalvillo,Hornos de Moncalvillo,26,True
26079,Huércanos,Huércanos,26,True
26080,Igea,Igea,26,True
26081,Jalón de Cameros,Jalón de Cameros,26,True
26082,Laguna de Cameros,Laguna de Cameros,26,True
26083,Lagunilla del Jubera,Lagunilla del Jubera,26,True
26084,Lardero,Lardero,26,True
26086,Ledesma de la Cogolla,Ledesma de la Cogolla,26,True
26087,Leiva,Leiva,26,True
26088,Leza de Río Leza,Leza de Río Leza,26,True
26089,Logroño,Logroño,26,True
26091,Lumbreras de Cameros,Lumbreras de Cameros,26,True
26092,Manjarrés,Manjarrés,26,True
26093,Mansilla de la Sierra,Mansilla de la Sierra,26,True
26094,Manzanares de Rioja,Manzanares de Rioja,26,True
26095,Matute,Matute,26,True
26096,Medrano,Medrano,26,True
26098,Munilla,Munilla,26,True
26099,Murillo de Río Leza,Murillo de Río Leza,26,True
26100,Muro de Aguas,Muro de Aguas,26,True
26101,Muro en Cameros,Muro en Cameros,26,True
26102,Nájera,Nájera,26,True
26103,Nalda,Nalda,26,True
26104,Navajún,Navajún,26,True
26105,Navarrete,Navarrete,26,True
26106,Nestares,Nestares,26,True
26107,Nieva de Cameros,Nieva de Cameros,26,True
26108,Ocón,Ocón,26,True
26109,Ochánduri,Ochánduri,26,True
26110,Ojacastro,Ojacastro,26,True
26111,Ollauri,Ollauri,26,True
26112,Ortigosa de Cameros,Ortigosa de Cameros,26,True
26113,Pazuengos,Pazuengos,26,True
26114,Pedroso,Pedroso,26,True
26115,Pinillos,Pinillos,26,True
26117,Pradejón,Pradejón,26,True
26118,Pradillo,Pradillo,26,True
26119,Préjano,Préjano,26,True
26120,Quel,Quel,26,True
26121,Rabanera,Rabanera,26,True
26122,"Rasillo de Cameros, El","Rasillo de Cameros, El",26,True
26123,"Redal, El","Redal, El",26,True
26124,Ribafrecha,Ribafrecha,26,True
26125,Rincón de Soto,Rincón de Soto,26,True
26126,Robres del Castillo,Robres del Castillo,26,True
26127,Rodezno,Rodezno,26,True
26128,Sajazarra,Sajazarra,26,True
26129,San Asensio,San Asensio,26,True
26130,San Millán de la Cogolla,San Millán de la Cogolla,26,True
26131,San Millán de Yécora,San Millán de Yécora,26,True
26132,San Román de Cameros,San Román de Cameros,26,True
26134,Santa Coloma,Santa Coloma,26,True
26135,Santa Engracia del Jubera,Santa Engracia del Jubera,26,True
26136,Santa Eulalia Bajera,Santa Eulalia Bajera,26,True
26138,Santo Domingo de la Calzada,Santo Domingo de la Calzada,26,True
26139,San Torcuato,San Torcuato,26,True
26140,Santurde de Rioja,Santurde de Rioja,26,True
26141,Santurdejo,Santurdejo,26,True
26142,San Vicente de la Sonsierra,San Vicente de la Sonsierra,26,True
26143,Sojuela,Sojuela,26,True
26144,Sorzano,Sorzano,26,True
26145,Sotés,Sotés,26,True
26146,Soto en Cameros,Soto en Cameros,26,True
26147,Terroba,Terroba,26,True
26148,Tirgo,Tirgo,26,True
26149,Tobía,Tobía,26,True
26150,Tormantos,Tormantos,26,True
26151,Torrecilla en Cameros,Torrecilla en Cameros,26,True
26152,Torrecilla sobre Alesanco,Torrecilla sobre Alesanco,26,True
26153,Torre en Cameros,Torre en Cameros,26,True
26154,Torremontalbo,Torremontalbo,26,True
26155,Treviana,Treviana,26,True
26157,Tricio,Tricio,26,True
26158,Tudelilla,Tudelilla,26,True
26160,Uruñuela,Uruñuela,26,True
26161,Valdemadera,Valdemadera,26,True
26162,Valgañón,Valgañón,26,True
26163,Ventosa,Ventosa,26,True
26164,Ventrosa,Ventrosa,26,True
26165,Viguera,Viguera,26,True
26166,Villalba de Rioja,Villalba de Rioja,26,True
26167,Villalobar de Rioja,Villalobar de Rioja,26,True
26168,Villamediana de Iregua,Villamediana de Iregua,26,True
26169,Villanueva de Cameros,Villanueva de Cameros,26,True
26170,"Villar de Arnedo, El","Villar de Arnedo, El",26,True
26171,Villar de Torre,Villar de Torre,26,True
26172,Villarejo,Villarejo,26,True
26173,Villarroya,Villarroya,26,True
26174,Villarta-Quintana,Villarta-Quintana,26,True
26175,Villavelayo,Villavelayo,26,True
26176,Villaverde de Rioja,Villaverde de Rioja,26,True
26177,Villoslada de Cameros,Villoslada de Cameros,26,True
26178,Viniegra de Abajo,Viniegra de Abajo,26,True
26179,Viniegra de Arriba,Viniegra de Arriba,26,True
26180,Zarratón,Zarratón,26,True
26181,Zarzosa,Zarzosa,26,True
26183,Zorraquín,Zorraquín,26,True
27001,Abadín,Abadín,27,True
27002,Alfoz,Alfoz,27,True
27003,Antas de Ulla,Antas de Ulla,27,True
27004,Baleira,Baleira,27,True
27005,Barreiros,Barreiros,27,True
27006,Becerreá,Becerreá,27,True
27007,Begonte,Begonte,27,True
27008,Bóveda,Bóveda,27,True
27009,Carballedo,Carballedo,27,True
27010,Castro de Rei,Castro de Rei,27,True
27011,Castroverde,Castroverde,27,True
27012,Cervantes,Cervantes,27,True
27013,Cervo,Cervo,27,True
27014,"Corgo, O","Corgo, O",27,True
27015,Cospeito,Cospeito,27,True
27016,Chantada,Chantada,27,True
27017,Folgoso do Courel,Folgoso do Courel,27,True
27018,"Fonsagrada, A","Fonsagrada, A",27,True
27019,Foz,Foz,27,True
27020,Friol,Friol,27,True
27021,Xermade,Xermade,27,True
27022,Guitiriz,Guitiriz,27,True
27023,Guntín,Guntín,27,True
27024,"Incio, O","Incio, O",27,True
27025,Xove,Xove,27,True
27026,Láncara,Láncara,27,True
27027,Lourenzá,Lourenzá,27,True
27028,Lugo,Lugo,27,True
27029,Meira,Meira,27,True
27030,Mondoñedo,Mondoñedo,27,True
27031,Monforte de Lemos,Monforte de Lemos,27,True
27032,Monterroso,Monterroso,27,True
27033,Muras,Muras,27,True
27034,Navia de Suarna,Navia de Suarna,27,True
27035,Negueira de Muñiz,Negueira de Muñiz,27,True
27037,"Nogais, As","Nogais, As",27,True
27038,Ourol,Ourol,27,True
27039,Outeiro de Rei,Outeiro de Rei,27,True
27040,Palas de Rei,Palas de Rei,27,True
27041,Pantón,Pantón,27,True
27042,Paradela,Paradela,27,True
27043,"Páramo, O","Páramo, O",27,True
27044,"Pastoriza, A","Pastoriza, A",27,True
27045,Pedrafita do Cebreiro,Pedrafita do Cebreiro,27,True
27046,Pol,Pol,27,True
27047,"Pobra do Brollón, A","Pobra do Brollón, A",27,True
27048,"Pontenova, A","Pontenova, A",27,True
27049,Portomarín,Portomarín,27,True
27050,Quiroga,Quiroga,27,True
27051,Ribadeo,Ribadeo,27,True
27052,Ribas de Sil,Ribas de Sil,27,True
27053,Ribeira de Piquín,Ribeira de Piquín,27,True
27054,Riotorto,Riotorto,27,True
27055,Samos,Samos,27,True
27056,Rábade,Rábade,27,True
27057,Sarria,Sarria,27,True
27058,"Saviñao, O","Saviñao, O",27,True
27059,Sober,Sober,27,True
27060,Taboada,Taboada,27,True
27061,Trabada,Trabada,27,True
27062,Triacastela,Triacastela,27,True
27063,"Valadouro, O","Valadouro, O",27,True
27064,"Vicedo, O","Vicedo, O",27,True
27065,Vilalba,Vilalba,27,True
27066,Viveiro,Viveiro,27,True
27901,Baralla,Baralla,27,True
27902,Burela,Burela,27,True
28001,"Acebeda, La","Acebeda, La",28,True
28002,Ajalvir,Ajalvir,28,True
28003,Alameda del Valle,Alameda del Valle,28,True
28004,"Álamo, El","Álamo, El",28,True
28005,Alcalá de Henares,Alcalá de Henares,28,True
28006,Alcobendas,Alcobendas,28,True
28007,Alcorcón,Alcorcón,28,True
28008,Aldea del Fresno,Aldea del Fresno,28,True
28009,Algete,Algete,28,True
28010,Alpedrete,Alpedrete,28,True
28011,Ambite,Ambite,28,True
28012,Anchuelo,Anchuelo,28,True
28013,Aranjuez,Aranjuez,28,True
28014,Arganda del Rey,Arganda del Rey,28,True
28015,Arroyomolinos,Arroyomolinos,28,True
28016,"Atazar, El","Atazar, El",28,True
28017,Batres,Batres,28,True
28018,Becerril de la Sierra,Becerril de la Sierra,28,True
28019,Belmonte de Tajo,Belmonte de Tajo,28,True
28020,Berzosa del Lozoya,Berzosa del Lozoya,28,True
28021,"Berrueco, El","Berrueco, El",28,True
28022,Boadilla del Monte,Boadilla del Monte,28,True
28023,"Boalo, El","Boalo, El",28,True
28024,Braojos,Braojos,28,True
28025,Brea de Tajo,Brea de Tajo,28,True
28026,Brunete,Brunete,28,True
28027,Buitrago del Lozoya,Buitrago del Lozoya,28,True
28028,Bustarviejo,Bustarviejo,28,True
28029,Cabanillas de la Sierra,Cabanillas de la Sierra,28,True
28030,"Cabrera, La","Cabrera, La",28,True
28031,Cadalso de los Vidrios,Cadalso de los Vidrios,28,True
28032,Camarma de Esteruelas,Camarma de Esteruelas,28,True
28033,Campo Real,Campo Real,28,True
28034,Canencia,Canencia,28,True
28035,Carabaña,Carabaña,28,True
28036,Casarrubuelos,Casarrubuelos,28,True
28037,Cenicientos,Cenicientos,28,True
28038,Cercedilla,Cercedilla,28,True
28039,Cervera de Buitrago,Cervera de Buitrago,28,True
28040,Ciempozuelos,Ciempozuelos,28,True
28041,Cobeña,Cobeña,28,True
28042,Colmenar del Arroyo,Colmenar del Arroyo,28,True
28043,Colmenar de Oreja,Colmenar de Oreja,28,True
28044,Colmenarejo,Colmenarejo,28,True
28045,Colmenar Viejo,Colmenar Viejo,28,True
28046,Collado Mediano,Collado Mediano,28,True
28047,Collado Villalba,Collado Villalba,28,True
28048,Corpa,Corpa,28,True
28049,Coslada,Coslada,28,True
28050,Cubas de la Sagra,Cubas de la Sagra,28,True
28051,Chapinería,Chapinería,28,True
28052,Chinchón,Chinchón,28,True
28053,Daganzo de Arriba,Daganzo de Arriba,28,True
28054,"Escorial, El","Escorial, El",28,True
28055,Estremera,Estremera,28,True
28056,Fresnedillas de la Oliva,Fresnedillas de la Oliva,28,True
28057,Fresno de Torote,Fresno de Torote,28,True
28058,Fuenlabrada,Fuenlabrada,28,True
28059,Fuente el Saz de Jarama,Fuente el Saz de Jarama,28,True
28060,Fuentidueña de Tajo,Fuentidueña de Tajo,28,True
28061,Galapagar,Galapagar,28,True
28062,Garganta de los Montes,Garganta de los Montes,28,True
28063,Gargantilla del Lozoya y Pinilla de Buitrago,Gargantilla del Lozoya y Pinilla de Buitrago,28,True
28064,Gascones,Gascones,28,True
28065,Getafe,Getafe,28,True
28066,Griñón,Griñón,28,True
28067,Guadalix de la Sierra,Guadalix de la Sierra,28,True
28068,Guadarrama,Guadarrama,28,True
28069,"Hiruela, La","Hiruela, La",28,True
28070,Horcajo de la Sierra-Aoslos,Horcajo de la Sierra-Aoslos,28,True
28071,Horcajuelo de la Sierra,Horcajuelo de la Sierra,28,True
28072,Hoyo de Manzanares,Hoyo de Manzanares,28,True
28073,Humanes de Madrid,Humanes de Madrid,28,True
28074,Leganés,Leganés,28,True
28075,Loeches,Loeches,28,True
28076,Lozoya,Lozoya,28,True
28078,Madarcos,Madarcos,28,True
28079,Madrid,Madrid,28,True
28080,Majadahonda,Majadahonda,28,True
28082,Manzanares el Real,Manzanares el Real,28,True
28083,Meco,Meco,28,True
28084,Mejorada del Campo,Mejorada del Campo,28,True
28085,Miraflores de la Sierra,Miraflores de la Sierra,28,True
28086,"Molar, El","Molar, El",28,True
28087,"Molinos, Los","Molinos, Los",28,True
28088,Montejo de la Sierra,Montejo de la Sierra,28,True
28089,Moraleja de Enmedio,Moraleja de Enmedio,28,True
28090,Moralzarzal,Moralzarzal,28,True
28091,Morata de Tajuña,Morata de Tajuña,28,True
28092,Móstoles,Móstoles,28,True
28093,Navacerrada,Navacerrada,28,True
28094,Navalafuente,Navalafuente,28,True
28095,Navalagamella,Navalagamella,28,True
28096,Navalcarnero,Navalcarnero,28,True
28097,Navarredonda y San Mamés,Navarredonda y San Mamés,28,True
28099,Navas del Rey,Navas del Rey,28,True
28100,Nuevo Baztán,Nuevo Baztán,28,True
28101,Olmeda de las Fuentes,Olmeda de las Fuentes,28,True
28102,Orusco de Tajuña,Orusco de Tajuña,28,True
28104,Paracuellos de Jarama,Paracuellos de Jarama,28,True
28106,Parla,Parla,28,True
28107,Patones,Patones,28,True
28108,Pedrezuela,Pedrezuela,28,True
28109,Pelayos de la Presa,Pelayos de la Presa,28,True
28110,Perales de Tajuña,Perales de Tajuña,28,True
28111,Pezuela de las Torres,Pezuela de las Torres,28,True
28112,Pinilla del Valle,Pinilla del Valle,28,True
28113,Pinto,Pinto,28,True
28114,Piñuécar-Gandullas,Piñuécar-Gandullas,28,True
28115,Pozuelo de Alarcón,Pozuelo de Alarcón,28,True
28116,Pozuelo del Rey,Pozuelo del Rey,28,True
28117,Prádena del Rincón,Prádena del Rincón,28,True
28118,Puebla de la Sierra,Puebla de la Sierra,28,True
28119,Quijorna,Quijorna,28,True
28120,Rascafría,Rascafría,28,True
28121,Redueña,Redueña,28,True
28122,Ribatejada,Ribatejada,28,True
28123,Rivas-Vaciamadrid,Rivas-Vaciamadrid,28,True
28124,Robledillo de la Jara,Robledillo de la Jara,28,True
28125,Robledo de Chavela,Robledo de Chavela,28,True
28126,Robregordo,Robregordo,28,True
28127,"Rozas de Madrid, Las","Rozas de Madrid, Las",28,True
28128,Rozas de Puerto Real,Rozas de Puerto Real,28,True
28129,San Agustín del Guadalix,San Agustín del Guadalix,28,True
28130,San Fernando de Henares,San Fernando de Henares,28,True
28131,San Lorenzo de El Escorial,San Lorenzo de El Escorial,28,True
28132,San Martín de la Vega,San Martín de la Vega,28,True
28133,San Martín de Valdeiglesias,San Martín de Valdeiglesias,28,True
28134,San Sebastián de los Reyes,San Sebastián de los Reyes,28,True
28135,Santa María de la Alameda,Santa María de la Alameda,28,True
28136,Santorcaz,Santorcaz,28,True
28137,"Santos de la Humosa, Los","Santos de la Humosa, Los",28,True
28138,"Serna del Monte, La","Serna del Monte, La",28,True
28140,Serranillos del Valle,Serranillos del Valle,28,True
28141,Sevilla la Nueva,Sevilla la Nueva,28,True
28143,Somosierra,Somosierra,28,True
28144,Soto del Real,Soto del Real,28,True
28145,Talamanca de Jarama,Talamanca de Jarama,28,True
28146,Tielmes,Tielmes,28,True
28147,Titulcia,Titulcia,28,True
28148,Torrejón de Ardoz,Torrejón de Ardoz,28,True
28149,Torrejón de la Calzada,Torrejón de la Calzada,28,True
28150,Torrejón de Velasco,Torrejón de Velasco,28,True
28151,Torrelaguna,Torrelaguna,28,True
28152,Torrelodones,Torrelodones,28,True
28153,Torremocha de Jarama,Torremocha de Jarama,28,True
28154,Torres de la Alameda,Torres de la Alameda,28,True
28155,Valdaracete,Valdaracete,28,True
28156,Valdeavero,Valdeavero,28,True
28157,Valdelaguna,Valdelaguna,28,True
28158,Valdemanco,Valdemanco,28,True
28159,Valdemaqueda,Valdemaqueda,28,True
28160,Valdemorillo,Valdemorillo,28,True
28161,Valdemoro,Valdemoro,28,True
28162,Valdeolmos-Alalpardo,Valdeolmos-Alalpardo,28,True
28163,Valdepiélagos,Valdepiélagos,28,True
28164,Valdetorres de Jarama,Valdetorres de Jarama,28,True
28165,Valdilecha,Valdilecha,28,True
28166,Valverde de Alcalá,Valverde de Alcalá,28,True
28167,Velilla de San Antonio,Velilla de San Antonio,28,True
28168,"Vellón, El","Vellón, El",28,True
28169,Venturada,Venturada,28,True
28170,Villaconejos,Villaconejos,28,True
28171,Villa del Prado,Villa del Prado,28,True
