Número de Inscripción,Número de Inscripción Antiguo,Sección,Nombre,Nombre Genérico,Fecha de Inscripción,Tipo de Entidad,Confesión,Subconfesión,Ámbito,Domicilio,Poblacion,Provincia,Codigo Postal,Comunidad Autónoma,Web,Representantes legales,Federaciones
7941,1245-b/1-SE/B,Sección Especial (Católicas),	ASILO DE ANCIANOS	,	HERMANITAS DE LOS POBRES	,19820719,CASA,CATÓLICOS, ,MADRID,"JUANA JUGAN, 1",VITORIA,ÁLAVA,0.0,PAIS VASCO,www.hermanitasdelospobres.es,"CELESTE DA CONCEIÇAO DOS SANTOS FERNANDES, ANTONIA CASTILLO MOLINA, GLORIA MARLENE BASCUR ERICES, SOLEDAD RODRIGUEZ RUIZ",
7653,1231-/1-SE/B,Sección Especial (Católicas),	CASA C. INMACULADA CONCEPCION	,	HIJAS DE LA INMACULADA CONCEPCION DE BUENOS AIRES	,19820712,CASA,CATÓLICOS, ,PAIS VASCO,"PLAZA UNO DE MAYO, 3",VITORIA-GASTEIZ,ÁLAVA,1013.0,PAIS VASCO,,MARIA DOLORES PÉREZ DE ANUNCIATA BALZA DE VALLEJO,
9095,1336-a/3-SE/B,Sección Especial (Católicas),	CASA COLEGIO DE LA VERA CRUZ	,	MERCEDARIAS MISIONERAS DE BERRIZ	,19900628,CASA,CATÓLICOS, ,MADRID,"FRAY FRANCISCO, 15",VITORIA,ÁLAVA,0.0,PAIS VASCO,,"ICIAR ALFARO MERUELO, MARIA REYES RODRIGUEZ GARCIA, MERCEDES LASARTE BILBAO",
3999,915-d/2-SE/B,Sección Especial (Católicas),	CASA DE LA CONGREGACION	,	CONGREGACION DE LA PASION DE JESUCRISTO (PP. PASIONISTAS)	,19820505,CASA,CATÓLICOS, ,MADRID,SANTUARIO DE NUESTRA SEÑORA DE ANGOSTO,VILLANAÑE,ÁLAVA,0.0,PAIS VASCO,,"PABLO GONZALO HERNANDEZ, JUAN MANUEL BENITO MARTIN, MIKEL GOTZON AZAOLA LOPEZ DE GEREÑO",
4004,915-d/1-SE/B,Sección Especial (Católicas),	CASA DE LA CONGREGACION	,	CONGREGACION DE LA PASION DE JESUCRISTO (PP. PASIONISTAS)	,19820505,CASA,CATÓLICOS, ,MADRID,"NIEVES CANO, 55",VITORIA,ÁLAVA,0.0,PAIS VASCO,,"JOSE MARIA ARZALLUZ, RAMON GURTUBAY ZUAZO",
8881,1334-i/16-SE/B,Sección Especial (Católicas),	CASA DE LA CONGREGACION	,	HERMANITOS DE MARIA O  HERMANOS MARISTAS DE LA ENSEÑANZA (HH. MARISTAS)	,20040130,CASA,CATÓLICOS, ,MADRID,"ARTEA, 1 (MENDIETA)",ARTZINIEGA,ÁLAVA,1474.0,PAIS VASCO,,"JOSE ABEL MUÑOZ GUTIERREZ, ALFONSO FERNANDEZ GARCIA, JAIME COMABELLA CALLIZO, EDUARDO LOPEZ GALLO, ALEJANDRO MENA GOLDARAZ",
3502,816-/1-SE/B,Sección Especial (Católicas),	CASA DE LA CONGREGACION	,	PRESENTACION DE MARIA	,19820414,CASA,CATÓLICOS, ,PAIS VASCO,"CRUZ BLANCA, 6",VITORIA,ÁLAVA,0.0,PAIS VASCO,,"MARIA DEL MAR FERNANDEZ CAVADA, MARIA TERESA FERNANDEZ DOMINGUEZ, MARIA JESUS MOLINA CASTILLEJO",
9741,1399-/3-SE/B,Sección Especial (Católicas),	CASA DE LA CONGREGACION	,	SIERVAS DE JESUS DE LA CARIDAD	,19820915,CASA,CATÓLICOS, ,PAIS VASCO,"FUNDADORA DE LAS SIERVAS DE JESUS, 21",VITORIA,ÁLAVA,0.0,PAIS VASCO,,"ROSALINA SANCHEZ GUTIERREZ, LEONOR ANTON POZA, SOCORRO MARTINEZ ROMO",
10220,1432-d/27-SE/B,Sección Especial (Católicas),	CASA DE NUESTRA SEÑORA DE LOS ANGELES	,	ORDEN DE PREDICADORES (PADRES DOMINICOS)	,20040721,CASA,CATÓLICOS, ,MADRID,"BASTITURRI, 4",VITORIA,ÁLAVA,0.0,PAIS VASCO,,"CARLOS OLORIZ LARRAGUETA, HILARIO PROVECHO ALVAREZ",
11274,1541-/19-SE/B,Sección Especial (Católicas),	CASA DEL INSTITUTO	,	INSTITUTO SECULAR ALIANZA EN JESUS POR MARIA	,19901212,CASA,CATÓLICOS, ,MADRID,"FLORIDA, 53 B, 2º",VITORIA,ÁLAVA,0.0,PAIS VASCO,,,
7995,1259-c/11-SE/B,Sección Especial (Católicas),	CASA SAGRADA FAMILIA	,	HIJAS DE MARIA RELIGIOSAS DE LAS ESCUELAS PIAS (MM. ESCOLAPIAS)	,19820726,CASA,CATÓLICOS, ,MADRID,"ALONSO SARRIA, 2",VITORIA,ÁLAVA,0.0,PAIS VASCO,,"AMELIA RAMIREZ DE NICOLAS, Mª DOLORES IBORRA GARRIDO, MAXIMINA LACRUZ ALFARO",
5002,954-b/20-SE/B,Sección Especial (Católicas),	CASA VIRGEN DE ESTIBALIZ	,	ORDEN DE LAS ESCUELAS PIAS (PP. ESCOLAPIOS)	,19820517,CASA,CATÓLICOS, ,MADRID,"FEDERICO BARAIBAR, 36",VITORIA,ÁLAVA,1003.0,PAIS VASCO,,"JUAN CARLOS DE LA RIVA DE LAS HERAS, BERNARDINO ARRABAL URIETA, JESUS ELIZARI DIEZ",
3655,853-/11-SE/B,Sección Especial (Católicas),	CASA-COMUNIDAD COLEGIO SAN VIATOR	,	CLERIGOS DE SAN VIATOR	,19820414,CASA,CATÓLICOS, ,MADRID,"SAN VIATOR, 13-15",VITORIA,ÁLAVA,0.0,PAIS VASCO,,,
3654,853-/15-SE/B,Sección Especial (Católicas),	CASA-COMUNIDAD PADRE QUERBES	,	CLERIGOS DE SAN VIATOR	,19820414,CASA,CATÓLICOS, ,MADRID,"COFRADIA DE ARRIAGA, 2, 1° A-D",VITORIA,ÁLAVA,0.0,PAIS VASCO,,,
1361,561-a/1-SE/B,Sección Especial (Católicas),	COLEGIO MISIONAL SAGRADA FAMILIA	,	MISIONEROS DE LA SAGRADA FAMILIA	,19811120,CASA,CATÓLICOS, ,MADRID,"BARRIO DE SAGARRIBAY, S/N",AMURRIO,ÁLAVA,1470.0,PAIS VASCO,,"GABINO FERNANDEZ DEL CAMPO, MIGUEL ANGEL FERNANDEZ SASTRE",
2211,702-/1-SE/B,Sección Especial (Católicas),	COMUNIDAD COLEGIO	,	INSTITUTO DE HERMANOS DEL SAGRADO CORAZON	,19820324,CASA,CATÓLICOS, ,MADRID,"PASEO FRAY FRANCISCO, 1",VITORIA,ÁLAVA,1007.0,PAIS VASCO,,"EDUARDO SALAZAR DIAZ DE OTAZU, ILDEFONSO ORTEGA LAS HERAS, JOSE ANTON GARCIA",
10568,1442-a/34-SE/B,Sección Especial (Católicas),	COMUNIDAD DE LA CONGREGACION	,	CONGREGACION DE MARIA REPARADORA O RELIGIOSAS DE MARIA REPARADORA	,20080205,CASA,CATÓLICOS, ,MADRID,"BARCELONA, 5 (LAKUA)",VITORIA,ÁLAVA,0.0,PAIS VASCO,,"AURELIA SANTA CRUZ LOZANO, MARIA LUISA ANTOLIN CABALLERO",
6598,1161-/6-SE/B,Sección Especial (Católicas),	COMUNIDAD DE LA CONGREGACION	,	COOPERADORAS DE BETANIA	,19820621,CASA,CATÓLICOS, ,COMUNIDAD VALENCIANA,"PLAZA DEL GENERAL LOMA, 9",VITORIA,ÁLAVA,1005.0,PAIS VASCO,,ESPERANZA SOTO CANALES,
14202,2075-/1-SE/B,Sección Especial (Católicas),	COMUNIDAD DE LA CONGREGACION EN COLEGIO VIRGEN NIÑA	,	HERMANAS DE LA CARIDAD DE LAS SANTAS BARTOLOMEA CAPITANIO Y VICENTA GEROSA (HERMANAS DE LA VIRGEN NIÑA)	,19850426,CASA,CATÓLICOS, ,PAIS VASCO,"DIONISIO ALDAMA, 20",AMURRIO,ÁLAVA,1470.0,PAIS VASCO,,,
5188,957-c/45-SE/B,Sección Especial (Católicas),"	COMUNIDAD DE LA RESIDENCIA SACERDOTAL ""JOAQUIN GOICOECHEAUNDIA""	",	HERMANAS DE LA  CARIDAD DE SANTA ANA	,19820521,CASA,CATÓLICOS, ,ARAGÓN,"CAMINO DE SANTA TERESA, 3",VITORIA,ÁLAVA,1008.0,PAIS VASCO,,"MARIA JESUS ZURIMENDI SAUTO, ANA FELISA PABLO BERNAL",
5917,1144-/5-SE/B,Sección Especial (Católicas),	COMUNIDAD DE LAKUA	,	HERMANAS DE LA CARIDAD Y DE LA INSTRUCCION CRISTIANA DE NEVERS	,19820614,CASA,CATÓLICOS, ,MADRID,"JORGE GUILLEN, 1, 1º DCHA",VITORIA,ÁLAVA,0.0,PAIS VASCO,,"MARIA EUGENIA GOITIA BARAINCA, BENEDICTA BERGARECHE ABARRATEGUI",
6303,1153-d/12-SE/B,Sección Especial (Católicas),	COMUNIDAD DE PP. PAULES DE MURGUIA	,	CONGREGACION DE LA MISION (PP. PAULES)	,19820621,CASA,CATÓLICOS, ,MADRID,"SAUTU, 24",MURGUIA,ÁLAVA,0.0,PAIS VASCO,,,
11400,1553-/13-SE/B,Sección Especial (Católicas),	COMUNIDAD DE SAN MARTIN	,	HERMANAS DE LA PROVIDENCIA DE GAP	,19821026,CASA,CATÓLICOS, ,PAIS VASCO,"PINTOR ORTIZ DE URBINA, 10, 3º A",VITORIA,ÁLAVA,0.0,PAIS VASCO,,"LIRIA IBAÑEZ DE OPACUA LADRON DE GUEVARA, CRISTINA  MILAGROS BELTRAN DE HEREDIA BEOVIDE",
7129,1196-/1-SE/B,Sección Especial (Católicas),	COMUNIDAD DE SAN MARTIN	,	URSULINAS DE JESUS	,19820705,CASA,CATÓLICOS, ,MADRID,"JOSE MIGUEL DE BARANDIARAN, 4, 2º I",VITORIA,ÁLAVA,0.0,PAIS VASCO,,MARIA JESUS LOPEZ ECHARRI,
13943,1963-a/52-SE/B,Sección Especial (Católicas),	COMUNIDAD EN COLEGIO SANTA MARIA	,	COMPAÑIA DE MARIA (MARIANISTAS)	,20120628,CASA,CATÓLICOS, ,MADRID,"LUIS HEINTZ, 5",VITORIA,ÁLAVA,1008.0,PAIS VASCO,,"MIGUEL ANGEL CORTES SORIANO, VALERIANO SARTO FRAJ, HUGO DIEGO AKAITURRI",
9740,1399-/4-SE/B,Sección Especial (Católicas),	COMUNIDAD EN RESIDENCIA DE ANCIANOS	,	SIERVAS DE JESUS DE LA CARIDAD	,19820915,CASA,CATÓLICOS, ,PAIS VASCO,"PORTAL DE LASARTE, 91",VITORIA,ÁLAVA,1007.0,PAIS VASCO,,"ROSALINA SANCHEZ GUTIERREZ, SOCORRO MARTINEZ ROMO, MELIDA MERCEDES SOZORANGA MOROCHO, MARTHA YESENIA MENDEZ GOMEZ",
2594,715-a/8-SE/B,Sección Especial (Católicas),	COMUNIDAD ESCLAVAS DEL AMOR MISERICORDIOSO	,	ESCLAVAS DEL AMOR MISERICORDIOSO	,19970714,CASA,CATÓLICOS, ,PAIS VASCO,"BARRIO MENDIETA, S/N",MENAGARAY,ÁLAVA,1475.0,PAIS VASCO,,"ELISA PELAZ BAÑOS, CARMEN ARDURA BARRAL, MARIA PILAR LEON RODRIGUEZ",
11390,1553-/26-SE/B,Sección Especial (Católicas),	COMUNIDAD HEGALPE-HERMANAS DE LA PROVIDENCIA	,	HERMANAS DE LA PROVIDENCIA DE GAP	,20020125,CASA,CATÓLICOS, ,PAIS VASCO,"ANTONIO MACHADO, 9",VITORIA,ÁLAVA,0.0,PAIS VASCO,,"ROSALIA BARRON ABECIA, MARGARITA MADINA ALZOLA, JUANA MARIA GARCIA URBISTONDO",
5920,1144-/11-SE/B,Sección Especial (Católicas),	COMUNIDAD HERMANAS DE LA CARIDAD Y DE LA INSTRUCCION CRISTIANA DE NEVERS	,	HERMANAS DE LA CARIDAD Y DE LA INSTRUCCION CRISTIANA DE NEVERS	,19901108,CASA,CATÓLICOS, ,MADRID,"JACINTO BENAVENTE,  Nº 6,  7º  C",VITORIA - GASTEIZ,ÁLAVA,0.0,PAIS VASCO,,"MARIA EUGENIA GOITIA BARAINCA, EVARISTA GARRO ABARRATEGUI",
13952,1963-a/44-SE/B,Sección Especial (Católicas),	COMUNIDAD MARIANISTA	,	COMPAÑIA DE MARIA (MARIANISTAS)	,20120628,CASA,CATÓLICOS, ,MADRID,"PLAZA LOVAINA, 3",VITORIA,ÁLAVA,1008.0,PAIS VASCO,,"MIGUEL ANGEL CORTES SORIANO, VALERIANO SARTO FRAJ, JAVIER SANZ SENDRA",
8370,1326-d/62-SE/B,Sección Especial (Católicas),	COMUNIDAD MATER CARMELI	,	CARMELITAS MISIONERAS	,20090724,CASA,CATÓLICOS, ,MADRID,"PEDRO DE ASUA, 10",VITORIA,ÁLAVA,1008.0,PAIS VASCO,CARMISEUROPA.ORG,"MARIA VICTORIA DEL ROSARIO ALONSO DOMINGUEZ, MARIA JOSE GALLARDO MARZAN, MARIA VICTORIA DEL ROSARIO ALONSO DOMINGO, MARIA JOSE GALLARDO MARZAN",
3806,862-a/40-SE/B,Sección Especial (Católicas),	COMUNIDAD NUESTRA SEÑORA DE NAZARETH	,	HIJAS DE MARIA AUXILIADORA (SALESIANAS DE SAN JUAN BOSCO)	,20021031,CASA,CATÓLICOS, ,MADRID,"ALAVA, 35",VITORIA,ÁLAVA,0.0,PAIS VASCO,,"Mª DEL PILAR PRIETO ZURITA, MARIA ROSARIO TEN SORIANO, ADORACION MARTIN CASADO",
7118,1196-/38-SE/B,Sección Especial (Católicas),	COMUNIDAD SANSOMENDI	,	URSULINAS DE JESUS	,19950410,CASA,CATÓLICOS, ,MADRID,"AVENIDA DE LOS HUETOS, 34, 6º A",VITORIA,ÁLAVA,0.0,PAIS VASCO,,MARIA JESUS LOPEZ ECHARRI,
11932,1638-i/107-SE/B,Sección Especial (Católicas),	COMUNIDAD SANTA JOAQUINA	,	HERMANAS CARMELITAS DE LA CARIDAD	,19821111,CASA,CATÓLICOS, ,MADRID,"MANUEL IRADIER, 31, 3º Y 4º",VITORIA,ÁLAVA,0.0,PAIS VASCO,,"MARIA DEL CARMEN NAVARRO HERRERO, MARÍA DOLORES SITJES VILA, MARÍA OLIVA PEDRAYES FRESNO",
3494,816-/0-SE/B,Sección Especial (Católicas),"	CONGREGACION ""PRESENTACION DE MARIA""-PROVINCIA DE ESPAÑA	",	PRESENTACION DE MARIA	,19820414,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"CRUZ BLANCA, 6",VITORIA,ÁLAVA,1012.0,PAIS VASCO,,MARIA TERESA FERNANDEZ DOMINGO,
7650,1231-/0-SE/B,Sección Especial (Católicas),	CONGREGACION HIJAS DE LA INMACULADA CONCEPCION DE BUENOS AIRES	,	HIJAS DE LA INMACULADA CONCEPCION DE BUENOS AIRES	,19820712,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,, PLAZA UNO DE MAYO 3,VITORIA-GASTEIZ,ÁLAVA,1013.0,PAIS VASCO,,MARIA DOLORES PÉREZ DE ANUNCITA BALZA DE VALLEJO,
4616,948-e/1-SE/B,Sección Especial (Católicas),	CONVENTO DE NUESTRA SEÑORA DEL CARMEN	,	HERMANOS DESCALZOS DE LA ORDEN DE LA BIENAVENTURADA VIRGEN MARIA DEL MONTE CARMELO (CARMELITAS DESCALZOS)	,19820512,CASA,CATÓLICOS, ,MADRID,"MANUEL IRADIER, 2",VITORIA,ÁLAVA,0.0,PAIS VASCO,,CIPRIANO SANCHEZ CABANILLAS,
3947,894-/0-SE/B,Sección Especial (Católicas),	FRANCISCANAS CLARISAS	,	FRANCISCANAS CLARISAS	,19820505,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"AVENIDA DE NUESTRA SEÑORA DE AYALA, 20",ALEGRIA,ÁLAVA,1240.0,PAIS VASCO,,MARIA TERESA LOPEZ MATEO,
14200,2075-/0-SE/B,Sección Especial (Católicas),	HERMANAS DE LA CARIDAD DE LAS SANTAS BARTOLOMEA CAPITANIO Y VICENTA GEROSA (HERMANAS DE LA VIRGEN NIÑA)	,	HERMANAS DE LA CARIDAD DE LAS SANTAS BARTOLOMEA CAPITANIO Y VICENTA GEROSA (HERMANAS DE LA VIRGEN NIÑA)	,19850426,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"DIONISIO ALDAMA, 16",AMURRIO,ÁLAVA,1007.0,PAIS VASCO,,MIREN ITZIAR GARAY ARAMBURU,
3933,883-/0-SE/B,Sección Especial (Católicas),	MONASTERIO DE LA INMACULADA	,	RR. FRANCISCANAS CLARISAS	,19820505,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"PLAZA GENERAL LOMA, 7",VITORIA,ÁLAVA,0.0,PAIS VASCO,,MARIA DOLORES GUTIERREZ MARTIN,
3930,881-/0-SE/B,Sección Especial (Católicas),	MONASTERIO DE LA VISITACION DE SANTA MARIA	,	RR. SALESAS	,19820505,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"PASEO  MARQUES DE URQUIJO, 4",VITORIA,ÁLAVA,0.0,PAIS VASCO,,MARIA CONCEPCION  GOMEZ RICO,
3937,885-/0-SE/B,Sección Especial (Católicas),	MONASTERIO DE NUESTRA SEÑORA DE LOS REMEDIOS	,	CANONIGAS REGULARES LATERANENSES DE SAN AGUSTIN	,19820505,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"ARRIBA, 2",ARTZINIEGA,ÁLAVA,1474.0,PAIS VASCO,,RACHEL PASTILLO INOT,
3935,884-/0-SE/B,Sección Especial (Católicas),	MONASTERIO DE SAN JOSE	,	RR. CARMELITAS DESCALZAS	,19820505,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"CAMINO DE SANTA TERESA, 2",VITORIA,ÁLAVA,1008.0,PAIS VASCO,,MARIA LOURDES GARCIA ESCARZA,
3931,882-/0-SE/B,Sección Especial (Católicas),	MONASTERIO DE SAN JUAN DE ACRE	,"	COMENDADORAS DE SAN JUAN, (ORDEN HOSPITALARIA DE MALTA)	",19820505,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"C/ CAMINO DE VALDELAGOS, 8",SALINAS DE AÑANA,ÁLAVA,1426.0,PAIS VASCO,,MARIA VIRGINIA CALATAYUD ALEIXANDRE,
3940,888-/0-SE/B,Sección Especial (Católicas),	MONASTERIO DE SAN PEDRO	,	CLARISAS FRANCISCANAS	,19820505,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"CARNICERIAS, 2",SALVATIERRA,ÁLAVA,1200.0,PAIS VASCO,,MARIA INES FERNANDEZ DE QUINCOCES PEREZ DE HEREDIA,
3948,895-/0-SE/B,Sección Especial (Católicas),	MONASTERIO DE SANTA CRUZ	,	RR. DOMINICAS	,19820505,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"CANTON DE SANTA MARIA, S/N",VITORIA,ÁLAVA,1001.0,PAIS VASCO,,MARIA DEL CARMEN FERNANDEZ SALMERON,
20533,7311-/10-SE/B,Sección Especial (Católicas),	MONASTERIO DE SANTA MARIA DE BARRIA	,	CONGREGACION DE LA REGULAR OBSERVANCIA DE SAN BERNARDO O DE CASTILLA DE LA ORDEN CISTERCIENSE	,20090703,CASA,CATÓLICOS, ,CASTILLA LEON,"FELIPE IV, S/N",OYON,ÁLAVA,1320.0,PAIS VASCO,,"Dº FELISA URIBE-ECHEVARRIA, ABADESA",
4942,953-/13-SE/B,Sección Especial (Católicas),	OBRA SOCIAL NUESTRA SEÑORA DE LOS DESEMPARADOS	,	ESCLAVAS DE CRISTO REY	,19820517,CASA,CATÓLICOS, ,NAVARRA,AYALA,VITORIA,ÁLAVA,0.0,PAIS VASCO,,,
4657,948-e/0-SE/B,Sección Especial (Católicas),	PROVINCIA DE SAN JOAQUIN DE NAVARRA	,	HERMANOS DESCALZOS DE LA ORDEN DE LA BIENAVENTURADA VIRGEN MARIA DEL MONTE CARMELO (CARMELITAS DESCALZOS)	,19820512,PROVINCIA,CATÓLICOS, ,MADRID,"MANUEL IRADIER, 2, B",VITORIA,ÁLAVA,1005.0,PAIS VASCO,,JON KORTA ARCELUS,
2943,750-/0-SE/C,Sección Especial (Católicas),ADORACION NOCTURNA ESPAÑOLA CONSEJO DIOCESANO DE VITORIA,,19820331,ASOCIACIÓN,CATÓLICOS, ,,"AVENIDA DE SANTIAGO, 33",VITORIA,ÁLAVA,0.0,PAIS VASCO,,D. JESUS GARAYALDE Y MARTINEZ DE AGUIRRE,
17082,3939-/0-SE/C,Sección Especial (Católicas),ASOCIACION AMIGOS DE NUESTRA SEÑORA DE LA ENCINA,,19960422,ASOCIACIÓN,CATÓLICOS, ,,"SANTUARIO DE LA ENCINA, S/N",ARTZINIEGA,ÁLAVA,1474.0,PAIS VASCO,,Dª MARIA LUISA VILLANUEVA Y RIVACOBA,
15153,2554-/0-SE/C,Sección Especial (Católicas),ASOCIACION CRISTO EL SEÑOR,,19910507,ASOCIACIÓN,CATÓLICOS, ,,"SAN PRUDENCIO, 27 - 4º - 5ª",VITORIA,ÁLAVA,0.0,PAIS VASCO,,,
13752,1851-/0-SE/C,Sección Especial (Católicas),ASOCIACION DE GRUPOS DE TIEMPO LIBRE DE LA DIOCESIS DE VITORIA ATSEDEN TALDEAK,,19831104,ASOCIACIÓN,CATÓLICOS, ,,"VICENTE GOICOECHEA, 3, 1º IZQ.",VITORIA,ÁLAVA,0.0,PAIS VASCO,,D.LUIS MARIA LOSADA IÑURRITEGUI,
18304,5135-/-SE/C,Sección Especial (Católicas),ASOCIACION DE MARIA AUXILIADORA DE VITORIA-RESIDENCIA SAL.,,20020128,ASOCIACIÓN,CATÓLICOS, ,,"FRANCISCO LONGA, 6, 1º",VITORIA,ÁLAVA,0.0,PAIS VASCO,,"D. ANGEL  DE LA LOMA RUIZ, PRESIDENTE",
27758,,Sección Especial (Católicas),"ASOCIACION PUBLICA DE FIELES ""BERAKAH""",,20250326,ASOCIACIÓN,CATÓLICOS, ,,"C/ LAS ESCUELAS, 2, BAJO",VITORIA,ÁLAVA,1001.0,PAIS VASCO,,JUAN ANTONIO ESTEBAN ARRILUCEA ARTECHE,
27834,,Sección Especial (Católicas),"CABILDO DE LA CATEDRAL SANTA MARIA Y DE LA CONCATEDRAL MARIA INMACULADA, MADRE DE LA IGLESIA, DE VITORIA",,20250512,ASOCIACIÓN,CATÓLICOS, ,,"PLAZA SANTA MARIA, S/N",VITORIA,ÁLAVA,1001.0,PAIS VASCO,,JOSÉ MIGUEL LUCAS CANTABRANA,
16856,3718-/0-SE/D,Sección Especial (Católicas),CARITAS DE LA COMUNIDAD AUTONOMA DEL PAIS VASCO,,19950603,FEDERACIÓN,CATÓLICOS, ,,"BEATO TOMAS DE ZUMARRAGA, 67",VITORIA,ÁLAVA,0.0,PAIS VASCO,,CARLOS BARGOS Y CUCO,CARITAS ESPAÑOLA
1103,428-/0-SE/C,Sección Especial (Católicas),CARITAS DIOCESANA DE VITORIA,,19810311,ASOCIACIÓN,CATÓLICOS, ,,"PLAZA DE LOS DESAMPARADOS, 1, 1º",VITORIA,ÁLAVA,0.0,PAIS VASCO,www.caritasvitoria.org,MIREN MAITE SEBAL ARRIEN,CARITAS ESPAÑOLA
4995,954-b/27-SE/B,Sección Especial (Católicas),CASA DE ESCUELAS PÍAS COMUNIDAD `SAN JOSE DE CALASANZ` (PP ESCOLAPIOS),	ORDEN DE LAS ESCUELAS PIAS (PP. ESCOLAPIOS)	,19921015,CASA,CATÓLICOS, ,MADRID,"BENITO GUINEA, 5, 3ºB",VITORIA,ÁLAVA,1003.0,PAIS VASCO,,"JUAN CARLOS DE LA RIVA DE LAS HERAS, BERNARDINO ARRABAL URIETA, JESUS ELIZARI DIEZ",
22356,,Sección Especial (Católicas),CASA DE SANTA JOAQUINA DE VEDRUNA,	HERMANAS CARMELITAS DE LA CARIDAD	,20150212,CASA,CATÓLICOS, ,MADRID,"RAMON Y CAJAL, 11",VITORIA,ÁLAVA,1007.0,PAIS VASCO,,"MARIA DEL CARMEN NAVARRO HERRERO, MARÍA DOLORES SITJES VILA, MARÍA OLIVA PEDRAYES FRESNO",
27264,,Sección Especial (Católicas),CASA SACERDOTAL JOAQUIN GOIKOETXEAUNDIA,,20240509,ASOCIACIÓN,CATÓLICOS, ,,"CAMINO DE SANTA TERESA, 3",VITORIA,ÁLAVA,1008.0,PAIS VASCO,,ENRIQUE BORDA LENIZ,
11234,1537-a/5-SE/B,Sección Especial (Católicas),CASA Y COLEGIO MENESIANO SAN JOSÉ,	HERMANOS DE LA INSTRUCCION CRISTIANA DE PLOERMEL (HERMANOS MENESIANOS)	,19821026,CASA,CATÓLICOS, ,MADRID,AVENIDA LANGRAIZ 2,NANCLARES DE OCA,ÁLAVA,1230.0,PAIS VASCO,,"José Carlos Capellán Repes, Alberto Pardo Castañeda, RAFAEL ALONSO LANTARON",
15399,2679-/0-SE/C,Sección Especial (Católicas),COFRADIA AMIGOS DE SAN PRUDENCIO,,19920619,ASOCIACIÓN,CATÓLICOS, ,,BASILICA DE SAN PRUDENCIO,ARMENTIA,ÁLAVA,1007.0,PAIS VASCO,,JOSÉ RAMÓN MARÍN PIPAÓN,
23736,,Sección Especial (Católicas),COFRADIA DE ANDRA MARI DE IBABE DE ARAMAIO,,20171115,ASOCIACIÓN,CATÓLICOS, ,,BARRIO EGUSKIERRIPA ERMITA ANDRA MARI DE IBABE,ARAMAIO,ÁLAVA,1160.0,PAIS VASCO,,MARIA CRISTINA  ETXENAUSIA IRURE,
24328,,Sección Especial (Católicas),COFRADIA DE NUESTRA SEÑORA DE IBERNALO,,20181016,ASOCIACIÓN,CATÓLICOS, ,,ERMITA DE NUESTRA SEÑORA DE IBERNALO,SANTA CRUZ DE CAMPEZO,ÁLAVA,1110.0,PAIS VASCO,,MIREN GURUTZE BADIOLA SAENZ DE UGARTE,
16923,3780-/0-SE/C,Sección Especial (Católicas),COFRADIA DE NUESTRA SEÑORA DE JUGATXI,,19951127,ASOCIACIÓN,CATÓLICOS, ,,ERMITA DE NUESTRA SEÑORA DE JUGATXI,JUGO,ÁLAVA,0.0,PAIS VASCO,,D. SANTIAGO ANDA MURGUIA,
16232,3158-/0-SE/C,Sección Especial (Católicas),COFRADIA DE NUESTRA SEÑORA DE LA SOLEDAD EN LA VERA CRUZ,,19930419,ASOCIACIÓN,CATÓLICOS, ,,"PLAZA  DE LAS DESAMPARADAS, S/N (PARROQUIA DE NTA. SRA. MADRE DE LOS DESAMPARADOS)",VITORIA,ÁLAVA,0.0,PAIS VASCO,,D. CELESTINO GONZALEZ BARRIO,
27740,,Sección Especial (Católicas),COFRADIA DE NUESTRA SEÑORA DE LOS DOLORES DE VITORIA-GASTEIZ,,20250305,ASOCIACIÓN,CATÓLICOS, ,,"C/ LAS ESCUELAS, 2",VITORIA,ÁLAVA,1001.0,PAIS VASCO,,ALBERTO COBO URQUIOLA,
17793,4623-/0-SE/C,Sección Especial (Católicas),COFRADIA DE NUESTRA SEÑORA DE ORO,,19990416,ASOCIACIÓN,CATÓLICOS, ,,SANTUARIO NUESTRA SEÑORA DE ORO. VALLE DE ZUIA,MURGUIA,ÁLAVA,0.0,PAIS VASCO,,D. JOSE LUIS ORTIZ DE ZARATE ORTIZ DE ZARATE,
14999,2472-/0-SE/C,Sección Especial (Católicas),COFRADIA DE NUESTRA SEÑORA LA VIRGEN BLANCA,,19900711,ASOCIACIÓN,CATÓLICOS, ,,"C/ ZAPATERIA, 35",VITORIA,ÁLAVA,1001.0,PAIS VASCO,,RICARDO SAEZ DE HEREDIA SALAZAR,
