Número de Inscripción,Número de Inscripción Antiguo,Sección,Nombre,Nombre Genérico,Fecha de Inscripción,Tipo de Entidad,Confesión,Subconfesión,Ámbito,Domicilio,Poblacion,Provincia,Codigo Postal,Comunidad Autónoma,Web,Representantes legales,Federaciones
11035,1533-f/2-SE/B,Sección Especial (Católicas),	COLEGIO SALESIANO MARIA AUXILIADORA	,	SOCIEDAD DE SAN FRANCISCO DE SALES O CONGREGACION SALESIANA O SALESIANOS DE DON BOSCO	,19821015,CASA,CATÓLICOS, ,MADRID,"AVENIDA REINA SOFIA, 44",MERIDA,BADAJOZ,0,EXTREMADURA,,"FERNANDO MIRANDA USTERO, MARCO ANTONIO VAZQUEZ FERNANDEZ",
11043,1533-f/1-SE/B,Sección Especial (Católicas),	COLEGIO SALESIANO RAMON IZQUIERDO	,	SOCIEDAD DE SAN FRANCISCO DE SALES O CONGREGACION SALESIANA O SALESIANOS DE DON BOSCO	,19821015,CASA,CATÓLICOS, ,MADRID,"MARIA AUXILIADORA, 4",BADAJOZ,BADAJOZ,0,EXTREMADURA,,"JOSE MIGUEL GAMBIN GALLEGO, FERNANDO MIRANDA USTERO, MARCO ANTONIO VAZQUEZ FERNANDEZ",
8187,1322-a/2-SE/B,Sección Especial (Católicas),	COLEGIO SAN FRANCISCO JAVIER Y PARROQUIA NUESTRA SEÑORA DE LA GRANADA	,	MISIONEROS DE LA PRECIOSA SANGRE	,19820831,CASA,CATÓLICOS, ,EXTREMADURA,"NICOLAS MEGIAS, 33",FUENTE DE CANTOS,BADAJOZ,0,EXTREMADURA,,,
4228,922-d/51-SE/B,Sección Especial (Católicas),	COLEGIO SAN JOSE	,	COMPAÑIA DE JESUS (JESUITAS)	,20040824,CASA,CATÓLICOS, ,MADRID,"SAN IGNACIO, 2",VILLAFRANCA DE LOS BARROS,BADAJOZ,6220,EXTREMADURA,,"PEDRO ARMADA DIEZ DE RIVERA, JAIME Mª BADIOLA VILLA",
6707,1185-c/21-SE/B,Sección Especial (Católicas),	COMUNIDAD	,	HERMANAS DEL ANGEL DE LA GUARDA	,19820628,CASA,CATÓLICOS, ,MADRID,"MARTIN CANSADO, 10",BADAJOZ,BADAJOZ,6001,EXTREMADURA,,"BELEN GONZALEZ LINAZA, MARIA DOLORES BRAVO SANTOS",
6708,1185-c/22-SE/B,Sección Especial (Católicas),	COMUNIDAD	,	HERMANAS DEL ANGEL DE LA GUARDA	,19820628,CASA,CATÓLICOS, ,MADRID,"CAGIGAL, 17, 3º  B-C",ALMENDRALEJO,BADAJOZ,6200,EXTREMADURA,,"ANA BAZAN BEJAR, CORONADA MATEOS ORTIZ",
5449,959-/13-SE/B,Sección Especial (Católicas),	COMUNIDAD BUEN PASTOR	,	CONGREGACION NUESTRA SEÑORA DE LA CARIDAD DEL BUEN PASTOR	,19870702,CASA,CATÓLICOS, ,MADRID,"SAN JUAN, 28",BADAJOZ,BADAJOZ,0,EXTREMADURA,,"Mª CARMEN FERNANDEZ MARTINEZ, MARIA PILAR TORRES CARAVANTES, ROSA MARY CORRAL GARCÍA",
6340,1154-/28-SE/B,Sección Especial (Católicas),"	COMUNIDAD DE HERMANAS HOSPITALARIAS DE JESUS NAZARENO, FRANCISCANAS	","	HERMANAS HOSPITALARIAS DE JESUS NAZARENO,  FRANCISCANAS	",19960722,CASA,CATÓLICOS, ,MADRID,"OCTAVIO AUGUSTO, 43",MERIDA,BADAJOZ,6800,EXTREMADURA,,"RAFAELA ARRIBAS CAMARA, LEONOR COPADO REVALIENTE",
10573,1442-a/28-SE/B,Sección Especial (Católicas),	COMUNIDAD DE LA CONGREGACION	,	CONGREGACION DE MARIA REPARADORA O RELIGIOSAS DE MARIA REPARADORA	,20050323,CASA,CATÓLICOS, ,MADRID,"HUERTAS, 59, BAJO",TALIGA,BADAJOZ,0,EXTREMADURA,,JULIA ESTEBAN MUÑOZ,
2996,762-/22-SE/B,Sección Especial (Católicas),	COMUNIDAD DE LA CONGREGACION	,	HERMANAS MISIONERAS DE LOS SAGRADOS CORAZONES	,19930511,CASA,CATÓLICOS, ,CATALUÑA,"LUIS CHAMIZO, 24",MONESTERIO,BADAJOZ,0,EXTREMADURA,,"MARIA PEANA JIMENEZ MARTINEZ, LILIAN ALTAGRACIA CARRASCO GUZMAN",
4073,920-a/2-SE/B,Sección Especial (Católicas),	COMUNIDAD DE MISIONERAS DE LA DOCTRINA CRISTIANA	,	MISIONERAS DE LA DOCTRINA CRISTIANA	,20011212,CASA,CATÓLICOS, ,MADRID,"CID, 1",FUENTE DE CANTOS,BADAJOZ,0,EXTREMADURA,,,
4078,920-a/1-SE/B,Sección Especial (Católicas),	COMUNIDAD DE MISIONERAS DE LA DOCTRINA CRISTIANA	,	MISIONERAS DE LA DOCTRINA CRISTIANA	,20011212,CASA,CATÓLICOS, ,MADRID,"MEDELLIN, 18",GUAREÑA,BADAJOZ,0,EXTREMADURA,,,
5877,1134-/25-SE/B,Sección Especial (Católicas),	COMUNIDAD DEL COLEGIO SAGRADO CORAZON	,	HIJAS DE MARIA MADRE DE LA IGLESIA	,19820614,CASA,CATÓLICOS, ,MADRID,"MADRE MATILDE, 4",DON BENITO,BADAJOZ,0,EXTREMADURA,,"JULIA TEJEDA BLAZQUEZ, NIEVES GARCIA FERNANDEZ",
5876,1134-/26-SE/B,Sección Especial (Católicas),	COMUNIDAD DEL HOSPITAL DE SAN ANTONIO	,	HIJAS DE MARIA MADRE DE LA IGLESIA	,19820614,CASA,CATÓLICOS, ,MADRID,"CERVANTES, 2",DON BENITO,BADAJOZ,0,EXTREMADURA,,"FRANCISCA PEREZ GARCIA, JULIA TEJEDA BLAZQUEZ",
14619,2296-a/2-SE/B,Sección Especial (Católicas),	COMUNIDAD DOMINICAS HIJAS DE NUESTRA SEÑORA DE NAZARETH	,	DOMINICAS HIJAS DE NUESTRA SEÑORA DE NAZARETH	,20071120,CASA,CATÓLICOS, ,MADRID,"MERCADO,  Nº 10 A",RIBERA DEL FRESNO,BADAJOZ,0,EXTREMADURA,,,
11739,1620-/8-SE/B,Sección Especial (Católicas),	COMUNIDAD EN COLEGIO NUESTRA SEÑORA DEL CARMEN	,	HIJAS DE LA VIRGEN PARA LA FORMACION CRISTIANA (FORMACIONISTAS ESCLAVAS DE MARIA F.C.)	,19821105,CASA,CATÓLICOS, ,EXTREMADURA,"PLAZA DE ESPAÑA, 10",PUEBLA DE LA CALZADA,BADAJOZ,0,EXTREMADURA,,TOMASA CALDERON CUELLAR,
11740,1620-/5-SE/B,Sección Especial (Católicas),	COMUNIDAD EN GUARDERIA INFANTIL VIRGEN DEL ROSARIO	,	HIJAS DE LA VIRGEN PARA LA FORMACION CRISTIANA (FORMACIONISTAS ESCLAVAS DE MARIA F.C.)	,19821105,CASA,CATÓLICOS, ,EXTREMADURA,"AVENIDA ANTONIO MASA, 39",BADAJOZ,BADAJOZ,0,EXTREMADURA,,ROSA CERRATO CACERES,
11738,1620-/9-SE/B,Sección Especial (Católicas),	COMUNIDAD EN HOGAR RESIDENCIA FORMACIONISTA NUESTRA SEÑORA DE LOS ANGELES	,	HIJAS DE LA VIRGEN PARA LA FORMACION CRISTIANA (FORMACIONISTAS ESCLAVAS DE MARIA F.C.)	,19821105,CASA,CATÓLICOS, ,EXTREMADURA,"SANTA JOAQUINA DE VEDRUNA, 4",VILLAFRANCA DE LOS BARROS,BADAJOZ,0,EXTREMADURA,,JOSEFA GONZALEZ SORIANO,
3779,861-/5-SE/B,Sección Especial (Católicas),	COMUNIDAD EN RESIDENCIA HOGAR LISARDO SANCHEZ	,	HERMANITAS DE LOS POBRES DE MAIQUETIA	,19870117,CASA,CATÓLICOS, ,MADRID,CARRETERA SAN VICENTE DE ALCANTARA  KM. 61,VALDEBOTOA,BADAJOZ,6194,EXTREMADURA,,"EMILIA MAZO MAZO, BLANCA ROCIO BOTERO VERA",
6709,1185-c/23-SE/B,Sección Especial (Católicas),	COMUNIDAD NTRA. SRA. DE LA GRANADA	,	HERMANAS DEL ANGEL DE LA GUARDA	,19820628,CASA,CATÓLICOS, ,MADRID,"SANTIAGO, 62",LLERENA,BADAJOZ,6900,EXTREMADURA,,"MARIA BEGOÑA JOSEFA MORAN FERNANDEZ, MARIA DEL CARMEN GOÑI HUARTE",
6672,1185-c/33-SE/B,Sección Especial (Católicas),	COMUNIDAD NTRA. SRA. DE LAS CRUCES	,	HERMANAS DEL ANGEL DE LA GUARDA	,19871104,CASA,CATÓLICOS, ,MADRID,"EDUARDO DATO, 21",DON BENITO,BADAJOZ,6400,EXTREMADURA,,"EMILIA JUAREZ PAJARES, MARIA FRANCISCA CERRATO GALLEGO",
3403,806-a/1-SE/B,Sección Especial (Católicas),	COMUNIDAD SAGRADO CORAZÓN DE JESÚS	,	HERMANAS DE LA CARIDAD DEL SAGRADO CORAZON DE JESUS (CORAZONISTAS)	,19971103,CASA,CATÓLICOS, ,MADRID,"PLAZA DE LA SOLEDAD, 5",BADAJOZ,BADAJOZ,6001,EXTREMADURA,,"ISABEL PELLO FERNANDEZ, LAUDELINA GELADO FERRERO, Mª LUISA RODRIGUEZ FERNANDEZ, Mª ELENA MALLO MALLO",
12478,1639-i/3-SE/B,Sección Especial (Católicas),	COMUNIDAD VIRGEN DE LA ACOGIDA	,	COMPAÑIA DE LAS HIJAS DE LA CARIDAD DE SAN VICENTE DE PAUL	,19821129,CASA,CATÓLICOS, ,MADRID,"MARTIN CANSADO, 40-42, 1º",BADAJOZ,BADAJOZ,0,EXTREMADURA,,"ANTONIA NIETO MARTINEZ, MARIA ANTONIA TORREGROSA PANIAGUA",
11737,1620-/0-SE/B,Sección Especial (Católicas),"	CONGREGACION HIJAS DE LA VIRGEN PARA LA FORMACION CRISTIANA (FORMACIONISTAS ESCLAVAS DE MARIA F.C.),  EN ESPAÑA	",	HIJAS DE LA VIRGEN PARA LA FORMACION CRISTIANA (FORMACIONISTAS ESCLAVAS DE MARIA F.C.)	,19821105,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"SALVADOR DE MADARIAGA, 3",BADAJOZ,BADAJOZ,6011,EXTREMADURA,,Dº MARIA MERCEDES DIAZ TORTONDA,
1351,557-/0-SE/B,Sección Especial (Católicas),	CONVENTO DE LA PURISIMA CONCEPCION	,	RR. CLARISAS FRANCISCANAS	,19811120,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"FLORENCIO MORENO, 4",SIRUELA,BADAJOZ,0,EXTREMADURA,,MIRIAM BEATRIZ SOLIS LEIVA,
7664,1236-/0-SE/B,Sección Especial (Católicas),	CONVENTO DE NUESTRA SEÑORA DE GRACIA	,	RR. CLARISAS FRANCISCANAS	,19820712,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"LAS MONJAS, 11",JEREZ DE LOS CABALLEROS,BADAJOZ,0,EXTREMADURA,,SOR JULIANA CONDADO ALONSO,
11025,1533-f/3-SE/B,Sección Especial (Católicas),"	ESCUELAS SALESIANAS DE LA INMACULADA, FUNDACION GRAGERA	",	SOCIEDAD DE SAN FRANCISCO DE SALES O CONGREGACION SALESIANA O SALESIANOS DE DON BOSCO	,19821015,CASA,CATÓLICOS, ,MADRID,"PARQUE, S/N",PUEBLA DE LA CALZADA,BADAJOZ,0,EXTREMADURA,,"FERNANDO MIRANDA USTERO, MARCO ANTONIO VAZQUEZ FERNANDEZ",
6349,1154-/12-SE/B,Sección Especial (Católicas),	HOGAR DE ANCIANOS JESUS NAZARENO	,"	HERMANAS HOSPITALARIAS DE JESUS NAZARENO,  FRANCISCANAS	",19820621,CASA,CATÓLICOS, ,MADRID,"ZARZA, S/N",CABEZA DEL BUEY,BADAJOZ,0,EXTREMADURA,,"RAFAELA ARRIBAS CAMARA, LUCIANA MONJE VILLARREAL",
3035,772-/0-SE/B,Sección Especial (Católicas),	INSTITUTO SECULAR HOGAR DE NAZARET	,	INSTITUTO SECULAR HOGAR DE NAZARET	,19820412,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"SANTO DOMINGO, 73",BADAJOZ,BADAJOZ,6001,EXTREMADURA,,INES ESCOBAR CALLE,
1214,503-/0-SE/B,Sección Especial (Católicas),	MONASTERIO  DE SANTA TERESA	,	CARMELITAS DESCALZAS	,19811013,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"DONOSO CORTES, 19",DON BENITO,BADAJOZ,0,EXTREMADURA,,Dª MARIA JOSEFA MORENO MARTINEZ,
6611,1163-/0-SE/B,Sección Especial (Católicas),"	MONASTERIO DE JESUS, MARIA Y JOSE	",	CARMELITAS DESCALZAS	,19820621,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"PLAZA SANTA TERESA, 1",FUENTE DE CANTOS,BADAJOZ,6240,EXTREMADURA,,PETRONILA LEON VEGA,
7663,1235-/0-SE/B,Sección Especial (Católicas),	MONASTERIO DE LA ENCARNACION	,	RR. CLARISAS FRANCISCANAS	,19820712,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"24 DE JULIO, 12-A",CAMPANARIO,BADAJOZ,6460,EXTREMADURA,,ASUNCION ROJAS MORGADO,
8122,1276-/0-SE/B,Sección Especial (Católicas),	MONASTERIO DE LA INMACULADA CONCEPCION	,	RR. CARMELITAS DESCALZAS	,19820726,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"SANTA TERESA, 9",TALAVERA LA REAL,BADAJOZ,6140,EXTREMADURA,,YUDIS ISABEL DORIA GUERRA,
8119,1273-/0-SE/B,Sección Especial (Católicas),	MONASTERIO DE LA INMACULADA CONCEPCION	,	RR. CONCEPCIONISTAS FRANCISCANAS	,19820726,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"SANTA BEATRIZ DE SILVA, 1",VALENCIA DEL VENTOSO,BADAJOZ,6330,EXTREMADURA,,Dª EULALIA CANO MOSTAZO,
8109,1265-/0-SE/B,Sección Especial (Católicas),	MONASTERIO DE LA MADRE DE DIOS DE LOS POBRES	,	RR. CLARISAS FRANCISCANAS	,19820726,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"CORREDERA, 19",LLERENA,BADAJOZ,6900,EXTREMADURA,,JUANA FLORES RODRIGUEZ,
8114,1269-/0-SE/B,Sección Especial (Católicas),	MONASTERIO DE LA PURISIMA CONCEPCION	,	RR. CONCEPCIONISTAS FRANCISCANAS	,19820726,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"CONVENTO, 20",CABEZA DEL BUEY,BADAJOZ,6600,EXTREMADURA,,ANA MARIA MIGUELEZ FERNANDEZ,
8116,1271-/0-SE/B,Sección Especial (Católicas),	MONASTERIO DE LA PURISIMA CONCEPCION	,	RR. CONCEPCIONISTAS FRANCISCANAS	,19820726,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"PLAZA CONCEPCION, 34",FUENTE DEL MAESTRE,BADAJOZ,0,EXTREMADURA,,Dª  ROMUALDA TORRES MELENDEZ,
8120,1274-/0-SE/B,Sección Especial (Católicas),	MONASTERIO DE LA PURISIMA CONCEPCION	,	RR. CONCEPCIONISTAS FRANCISCANAS	,19820726,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"SAN BENITO, 14",VILLANUEVA DE LA SERENA,BADAJOZ,6700,EXTREMADURA,,MARIA BRÍGIDA CERRILLO PUERTO,
8115,1270-/0-SE/B,Sección Especial (Católicas),	MONASTERIO DE NUESTRA SEÑORA DE LA PAZ	,	RELIGIOSAS AGUSTINAS	,19820726,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"MARQUES DE RIOCABO, 24",FREGENAL DE LA SIERRA,BADAJOZ,0,EXTREMADURA,,MARIA ROSARIO PARRA VILLAR,
8106,1263-/0-SE/B,Sección Especial (Católicas),	MONASTERIO DE NUESTRA SEÑORA DE LAS MERCEDES	,	RR. CLARISAS FRANCISCANAS `LAS DESCALZAS`	,19820726,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"DE GABRIEL, 1",BADAJOZ,BADAJOZ,6001,EXTREMADURA,,CAROLINA TACO CASTRO,
8112,1267-/0-SE/B,Sección Especial (Católicas),	MONASTERIO DE NUESTRA SEÑORA DE LOS ANGELES	,	RR. CARMELITAS DESCALZAS	,19820726,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"LOPEZ PRUDENCIO, 17 B",BADAJOZ,BADAJOZ,6002,EXTREMADURA,,PATRICIA EUGENIA DEL CARMEN MEJIA LONDOÑO,
7662,1234-/0-SE/B,Sección Especial (Católicas),	MONASTERIO DE NUESTRA SEÑORA DEL AMPARO	,	RR. CLARISAS FRANCISCANAS	,19820712,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"RICARDO ROMERO, 9",ALMENDRALEJO,BADAJOZ,6200,EXTREMADURA,,CATALINA MUDARRA BLANCO,
8121,1275-/0-SE/B,Sección Especial (Católicas),	MONASTERIO DE SANTA TERESA	,	RR. CARMELITAS DESCALZAS	,19820726,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"MARTIRES, 49",ZAFRA,BADAJOZ,0,EXTREMADURA,,Dª MARIA GUILLERMINA GALLO BONET,
7665,1237-/0-SE/B,Sección Especial (Católicas),	MONASTERIO DE SANTO CRISTO DEL PASMO	,	RR. CLARISAS FRANCISCANAS	,19820712,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"SANTA ANA, 2",MONTIJO,BADAJOZ,6480,EXTREMADURA,,MARIA CONCEPCION MORA NAVARRETE,
8108,1264-/0-SE/B,Sección Especial (Católicas),	REAL MONASTERIO DE SANTA ANA	,	RR. CLARISAS FRANCISCANAS	,19820726,"ORDEN, CONGREGACIÓN O INSTITUTO",CATÓLICOS, ,,"DUQUE DE SAN GERMAN, 7",BADAJOZ,BADAJOZ,0,EXTREMADURA,,MARIA TERESA DOMINGUEZ BLANCO,
4128,921-b/15-SE/B,Sección Especial (Católicas),	RELIGIOSAS DE MARIA INMACULADA MISIONERAS CLARETIANAS	,	RELIGIOSAS DE MARIA INMACULADA MISIONERAS CLARETIANAS	,19820505,CASA,CATÓLICOS, ,MADRID,"AVDA. ROSARIO, 28",ZAFRA,BADAJOZ,6300,EXTREMADURA,,"MARIA TERESA GARITAGOITIA PASCUAL, María Guadalupe García Casas, Beatriz Mª Pereiro Acevedo",
4227,922-d/52-SE/B,Sección Especial (Católicas),	RESIDENCIA PADRES JESUITAS	,	COMPAÑIA DE JESUS (JESUITAS)	,20040824,CASA,CATÓLICOS, ,MADRID,"SOLANO DE FIGUEROA, 20",BADAJOZ,BADAJOZ,6008,EXTREMADURA,,"JAIME Mª BADIOLA VILLA, JOAQUIN BARRERO DIAZ, JUAN JOSE AGUADO DE LA OBRA",
24597,,Sección Especial (Católicas),ACCION CATOLICA GENERAL EN LA DIOCESIS MERIDA-BADAJOZ,,20190328,ASOCIACIÓN,CATÓLICOS, ,,MANUEL SAAVEDRA MARTINEZ 2 ,BADAJOZ ,BADAJOZ,6300,EXTREMADURA,,FERNANDA  GARCIA MERINO,
2952,758-/0-SE/C,Sección Especial (Católicas),ADORACION NOCTURNA ESPAÑOLA CONSEJO DIOCESANO DE BADAJOZ,,19820331,ASOCIACIÓN,CATÓLICOS, ,,"OBISPO SAN JUAN DE RIVERA, 13",BADAJOZ,BADAJOZ,0,EXTREMADURA,,D. PEDRO MACIAS PADILLA,
24943,,Sección Especial (Católicas),ANTIGUA Y PONTIFICIA COFRADIA DE NUESTRA SEÑORA DEL ROSARIO Y JESUS ORANDO EN EL HUERTO DE JEREZ DE LOS CABALLEROS,,20191015,ASOCIACIÓN,CATÓLICOS, ,,PARROQUIA DE SAN MIGUEL ARCANGEL PLAZA BEATO PADRE JOSE MARIA RUIZ CANO,JEREZ DE LOS CABALLEROS ,BADAJOZ,6380,EXTREMADURA,,ANTONIO  SALEZAN LOPEZ ,
24490,,Sección Especial (Católicas),ARCHICOFRADIA DEL SAGRADO CORAZON DE JESUS DE GUAREÑA,,20190110,ASOCIACIÓN,CATÓLICOS, ,,DON DIEGO LOPEZ 25 ,GUAREÑA ,BADAJOZ,6470,EXTREMADURA,,MARIA DE LOS ANGELES  GONZALEZ LOPEZ ,
25026,,Sección Especial (Católicas),"ASOCIACION DE LA VIRGEN Y MARTIR SANTA EULALIA, PATRONA DE MERIDA",,20191126,ASOCIACIÓN,CATÓLICOS, ,,RAMBLA DE LA MARTIR SANTA EULALIA 66,MERIDA ,BADAJOZ,6800,EXTREMADURA,,JOSE LUIS MORENO PALMERIN,
14384,2176-/0-SE/C,Sección Especial (Católicas),"ASOCIACION DE MUSEOLOGOS DE LA IGLESIA EN ESPAÑA PARA LA DEFENSA, PROMOCION Y CONSERVACION DE LOS MUSEOS ECLESIASTICOS",,19860703,ASOCIACIÓN,CATÓLICOS, ,,"OBISPO SAN JUAN DE RIBERA, 13 - 3º A",BADAJOZ,BADAJOZ,6002,EXTREMADURA,,FRANCISCO JOSE ALEGRIA RUIZ,
23834,,Sección Especial (Católicas),ASOCIACION DE NUESTRA SEÑORA SANTA MARIA DE LOS REMEDIOS DE FREGENAL DE LA SIERRA,,20180214,ASOCIACIÓN,CATÓLICOS, ,,PASEO DE LA CONSTITUCION  Parroquia Sta. Mª de la Plaza,FREGENAL DE LA SIERRA,BADAJOZ,6340,EXTREMADURA,,LUIS MIGUEL MARTINEZ SANTILLAN,
23880,,Sección Especial (Católicas),ASOCIACION LOCAL DE MARIA AUXILIADORA DE BADAJOZ,,20180222,ASOCIACIÓN,CATÓLICOS, ,,"AVDA. MARIA AUXILIADORA, 4",BADAJOZ,BADAJOZ,6011,EXTREMADURA,,Mª ISABEL CASASECA VAZQUEZ,
14401,2187-/0-SE/C,Sección Especial (Católicas),ASOCIACION PASTORAL JUVENIL,,19860929,ASOCIACIÓN,CATÓLICOS, ,,"SAN JUAN DE RIBERA, 13",BADAJOZ,BADAJOZ,0,EXTREMADURA,,D. LUIS ROMERO RANGEL,
80,28-/0-SE/C,Sección Especial (Católicas),CARITAS DIOCESANA DE MERIDA-BADAJOZ,,19810224,ASOCIACIÓN,CATÓLICOS, ,,"MANUEL SAAVEDRA MARTÍNEZ, 2, 3ª PLANTA. -CASA DE LA IGLESIA-",BADAJOZ,BADAJOZ,0,EXTREMADURA,www.caritasmeba.es,JOSE MANUEL RODRIGUEZ MUÑOZ,CARITAS ESPAÑOLA
65,23-/0-SE/C,Sección Especial (Católicas),CARITAS PARROQUIAL DE LA PARROQUIA DE NUESTRA SEÑORA DEL VALLE,,19810224,ASOCIACIÓN,CATÓLICOS, ,,PARROQUIA DE NUESTRA SEÑORA DEL VALLE,VILLAFRANCA DE LOS BARROS,BADAJOZ,0,EXTREMADURA,,,
18030,4862-/-SE/D,Sección Especial (Católicas),CARITAS REGIONAL DE EXTREMADURA,,20000707,FEDERACIÓN,CATÓLICOS, ,,"SANCHO PEREZ, 4",MERIDA,BADAJOZ,0,EXTREMADURA,,JESUS PÉREZ MAYO,CARITAS ESPAÑOLA
11743,1620-/2-SE/B,Sección Especial (Católicas),CASA DE ESPIRITUALIDAD,	HIJAS DE LA VIRGEN PARA LA FORMACION CRISTIANA (FORMACIONISTAS ESCLAVAS DE MARIA F.C.)	,19821105,CASA,CATÓLICOS, ,EXTREMADURA,"MADRE MARIA, 24",VILLAGONZALO,BADAJOZ,0,EXTREMADURA,,ANGELA CORTES VECINO,
23871,,Sección Especial (Católicas),CASA DE VALENCIA DEL VENTOSO,	MISIONEROS HIJOS DEL INMACULADO CORAZON DE MARIA (CLARETIANOS)	,20180222,CASA,CATÓLICOS, ,MADRID,"CALLE ESPRONCEDA, 7",VALENCIA DEL VENTOSO,BADAJOZ,6330,EXTREMADURA,,"JOSE ANTONIO DE ABAJO VIDAL, MANUEL RICARDO SEGURA GIRALDEZ",
9277,1341-/5-SE/B,Sección Especial (Católicas),CASA SAGRADO CORAZON DE JESUS (COMUNIDAD APOSTOLICA),	HIJAS DE LA VIRGEN DE LOS DOLORES	,19820831,CASA,CATÓLICOS, ,MADRID,"HERMANO FRANCISCO, 10",FERIA,BADAJOZ,6390,EXTREMADURA,,"María de los Ángeles Gamero Guerrero, María del Carmen Álvarez Moreno, Elvira Parra García",
24282,,Sección Especial (Católicas),COFRADIA DE JESUS ORANDO EN EL HUERTO DEL CORAZON DOLOROSO DE MARIA Y ENTRADA TRIUNFAL EN JERUSALEN DE ZAFRA,,20180816,ASOCIACIÓN,CATÓLICOS, ,,AVENIDA DEL ROSARIO 55 ,ZAFRA ,BADAJOZ,6300,EXTREMADURA,,VICTOR GALVAN TOMILLO,
25233,,Sección Especial (Católicas),COFRADIA DE LA VERA-CRUZ HERMANDAD DE NUESTRO PADRE JESUS NAZARENO Y VIRGEN DE LOS DOLORES DE BARCARROTA,,20200601,ASOCIACIÓN,CATÓLICOS, ,,TEMPLO PARROQUIAL DE SANTIAGO APOSTOL,BARCARROTA,BADAJOZ,6160,EXTREMADURA,,AGUSTIN  BLANCO GUERRERO,
23546,,Sección Especial (Católicas),COFRADIA DE NUESTRA SEÑORA DE LA SOLEDAD Y SANTISIMO CRISTO DE LA PAZ DE DON BENITO,,20170614,ASOCIACIÓN,CATÓLICOS, ,,"PARROQUIA DE SANTA MARIA. AVDA. PRIMERO DE MAYO, 34",DON  BENITO,BADAJOZ,6400,EXTREMADURA,,MARIA GUADALUPE CABANILLAS RUIZ,JUNTA DE HERMANDADES Y COFRADIAS PENITENCIALES DE DON BENITO
14371,2169-/0-SE/C,Sección Especial (Católicas),COFRADIA DE NUESTRO PADRE JESUS DE LA ESPINA Y MARIA SANTISIMA DE LA AMARGURA,,19860616,ASOCIACIÓN,CATÓLICOS, ,,"MUÑOZ TORRERO, 19",BADAJOZ,BADAJOZ,0,EXTREMADURA,,Dª JULIA NAVARRETE NAVARRETE,
24934,,Sección Especial (Católicas),COFRADIA DE NUESTRO PADRE JESUS NAZARENO DE JEREZ DE LOS CABALLEROS,,20191015,ASOCIACIÓN,CATÓLICOS, ,,PARROQUIA DE SANTA MARIA DE LA ENCARNACION ,JEREZ DE LOS CABALLEROS ,BADAJOZ,6380,EXTREMADURA,,DOLORES  PEREZ GUERRERO,
16470,3333-/0-SE/C,Sección Especial (Católicas),COFRADIA DE NUESTRO PADRE JESUS NAZARENO SANTISIMO CRISTO DE LOS REMEDIOS Y NUESTRA SEÑORA DEL MAYOR DOLOR,,19940511,ASOCIACIÓN,CATÓLICOS, ,,PARROQUIA DE SANTA EULALIA,MERIDA,BADAJOZ,0,EXTREMADURA,,D. ANDRES CASCO RODRIGUEZ,
24279,,Sección Especial (Católicas),COFRADIA DE NUESTRO PADRE JESUS NAZARENO Y MARIA SANTISIMA DE LA ESPERANZA DE ZAFRA,,20180816,ASOCIACIÓN,CATÓLICOS, ,,CALLE SAN JOSE S/N  CAPILLA DE SAN JOSE,ZAFRA,BADAJOZ,6300,EXTREMADURA,,JESUS FAUSTINO MARTINEZ ORTIZ,
27658,,Sección Especial (Católicas),"COFRADIA DEL SANTISIMO CRISTO DE LA SALUD, DE ORELLANA DE LA SIERRA",,20250120,ASOCIACIÓN,CATÓLICOS, ,,"C/ DE LA IGLESIA, S/N",ORELLANA DE LA SIERRA,BADAJOZ,6750,EXTREMADURA,,AITOR SANCHEZ DIAZ,
