Comunidad Autónoma,Provincia,REGISTRO,Municipio,Descripción,Tipo,Templo y dependencias complementarias,Titular,Título distinto de certificación eclesiástica
Comunidad Valenciana,Valencia,Sagunto Nº 02,Estivella,Templo Parroquial,Templo parroquial,True,Parroquia de los Santos Juanes de Estivella,False
Comunidad Valenciana,Valencia,Sagunto Nº 02,Gilet,Ermita de San Miguel,Ermita,True,Parroquia de San Antonio Abad de Gilet,False
Comunidad Valenciana,Valencia,Sagunto Nº 02,Gilet,Templo Parroquial,Templo parroquial,True,Parroquia de San Antonio Abad de Gilet,False
Comunidad Valenciana,Valencia,Sagunto Nº 02,Gilet,Solar,Solar,False,Parroquia de San Antonio Abad de Gilet,False
Comunidad Valenciana,Valencia,Sagunto Nº 02,Quartell,Templo Parroquial,Templo parroquial,True,Parroquia de Santa Ana de Quartell,False
Comunidad Valenciana,Valencia,Sagunto Nº 02,Quartell,Hogar parroquial,Hogar parroquial,True,Parroquia de Santa Ana de Quartell,False
Comunidad Valenciana,Valencia,Sagunto Nº 02,Quartell,Cementerio parroquial,Cementerio parroquial,True,Parroquia de Santa Ana de Quartell,False
Comunidad Valenciana,Valencia,Sagunto Nº 02,Quart de les Valls,Templo Parroquial,Templo parroquial,True,Parroquia de de San Miguel Arcángel de Quart de Les Valls,False
Comunidad Valenciana,Valencia,Sagunto Nº 02,Petres,Templo Parroquial,Templo parroquial,True,Parroquia de de San Jaime Apóstol de Petres,False
Comunidad Valenciana,Valencia,Sagunto Nº 02,Petres,"Solar, Antiguo cementerio parroquial","Solar, Antiguo cementerio parroquial",True,Parroquia de de San Jaime Apóstol de Petres,False
Comunidad Valenciana,Valencia,Sagunto Nº 02,Torres Torres,Templo Parroquial,Templo parroquial,True,Parroquia de Nuestra Señora de los Angeles de Torres Torres,False
Comunidad Valenciana,Valencia,Sueca,Albalat Ribera,Iglesia San Pedro Apostol,Templo parroquial,True,Parroquia de San Pedro Apostol de Albalat de la Ribera,False
Comunidad Valenciana,Valencia,Sueca,Almussafes,Iglesia San Bartolome Apostol,Templo parroquial,True,Parroquia de San Bartolomé Apostol,False
Comunidad Valenciana,Valencia,Sueca,Almussafes,Cento Parroquial,Centro parroquial,True,Parroquia de San Bartolomé Apostol,False
Comunidad Valenciana,Valencia,Sueca,Sollana,Iglesia Santa Mª Magdalena,Templo parroquial,True,Parroquia de Santa Maria Magdalena de Sollana,False
Comunidad Valenciana,Valencia,Sueca,Sueca,Ermita San Roque -Las Palmeras-,Ermita,True,Parroquia de San Pascual Bailón de El Perello,False
Comunidad Valenciana,Valencia,Sueca,Sueca,Parroquia Nta. Señra de Sales,Templo Parroquial,True,Parroquia de Nuestra Señora de Sales de Sueca,False
Comunidad Valenciana,Valencia,Sueca,Sueca,Iglesia San Pedro Apostol,Templo Parroquial,True,Parroquia de San Pedro Apostol de Sueca,False
Comunidad Valenciana,Valencia,Sueca,Sueca,CAPILLA del Santísimo Cristo del Hospitalet,Capilla,True,Parroquia de San Pedro Apostol de Sueca,False
Comunidad Valenciana,Valencia,Sueca,Sueca,Parcela Terreno,Parcela,False,Parroquia de San Pedro Apostol de Sueca,False
Comunidad Valenciana,Valencia,Sueca,Sueca,Parcela Terreno,Terreno,False,Parroquia de San Pedro Apostol de Sueca,False
Comunidad Valenciana,Valencia,Sueca,Sueca,Parcela Terreno,Terreno,False,Parroquia de San Pedro Apostol de Sueca,False
Comunidad Valenciana,Valencia,Sueca,Sueca,Parcela Terreno,Rustica,False,Parroquia de San Pedro Apostol de Sueca,False
Comunidad Valenciana,Valencia,Sueca,Sueca,Parcela Terreno,Parcela,False,Parroquia de San Pedro Apostol de Sueca,False
Comunidad Valenciana,Valencia,Tavernes de la Valldigna,Tavernes de la Valldigna,Parroquia de San José,Templo parroquial,True,Parroquia de San José,False
Comunidad Valenciana,Valencia,Tavernes de la Valldigna,Tavernes de la Valldigna,Parroquia de San Pedro Apóstol,Templo parroquial,True,Parroquia de San Pedro Apóstol,False
Comunidad Valenciana,Valencia,Torrent Nº 02,Alfafar,Parroquia de Nuestra Señora del Don de Alfafar,Templo parroquial,True,Parroquia de Nuestra Señora de Alfafar,False
Comunidad Valenciana,Valencia,Torrent Nº 02,Catarroja,Parroquia de San Miguel Arcángel de Catarroja,Iglesia,True,Parroquia de San Miguel Arcangel,False
Comunidad Valenciana,Valencia,Torrent Nº 02,Lloc Nou de la Corona,Parroquia de Nuestra Señora del Rosario de Lloc Nou de la Corona,Templo parroquial,True,Parroquia de Nuestra Señora del Rosario de Lloc Nou de la Corona,False
Comunidad Valenciana,Valencia,Torrent Nº 02,Massanassa,Parroquia de San Pedro Apóstol de Massanassa (este templo comparte Ref.Cat. con la casa abadía y demás dependencias parroquiales que ya se inmatricularon con el nº de finca 2342 de Massanassa),Templo parroquial,True,Parroquia de San Pedro Apóstol de Massanassa,False
Comunidad Valenciana,Valencia,Torrent Nº 02,Sedavi,Parroquia de Nuestra Señora del Rosario de Sedaví,Templo parroquial,True,Parroquia de Nuestra Señora del Rosario de Sedaví,False
Comunidad Valenciana,Valencia,Torrent Nº 03,Torrent,Parroquia de la Asunción de Nuestra Señora,Templo Parroquial,True,Parroquia de la Asunción de Nuestra Señora,False
Comunidad Valenciana,Valencia,Valencia Nº 01,Valencia,Parroquia de Nuestra Señora del Pilar,Inmatriculación,True,Parroquia de Nuestra Señora del Pilar - Casas de Barcena -VALENCIA,False
Comunidad Valenciana,Valencia,Valencia Nº 03,Valencia,Templo Parroquial,Templo,True,Parroquia San Juan y San Vicente de Valencia,False
Comunidad Valenciana,Valencia,Valencia Nº 03,Valencia,Templo Parroquial,Templo,True,Parroquia de San Martín Obispo y San Antonio Abad de Valencia,False
Comunidad Valenciana,Valencia,Valencia Nº 03,Valencia,Iglesia de Santa María del Temple…,Iglesia,True,Arzobispado de Valencia,False
Comunidad Valenciana,Valencia,Valencia Nº 03,Valencia,Iglesia de San Juan del Hospital …,Iglesia,True,Arzobispado de Valencia,False
Comunidad Valenciana,Valencia,Valencia Nº 03,Valencia,TEMPLO de Nuestra Señora de los Ángeles …,Templo,True,Parroquia Nuestra Señora de los Ángeles de Valencia,False
Comunidad Valenciana,Valencia,Valencia Nº 03,Valencia,Templo Parroquial,Templo,True,Parroquia Nuestra Señora del Rosario de Valencia,False
Comunidad Valenciana,Valencia,Valencia Nº 04,Valencia,Iglesia de San  Antonio de Padua y dependencias,Iglesia,True,Arzobispado de Valencia,False
Comunidad Valenciana,Valencia,Valencia Nº 04,Valencia,Edificio destinado a Templo Parroquial,Templo parroquial,True,Parroquia de Nuestra Señora de Monteolivete de Valencia,False
Comunidad Valenciana,Valencia,Valencia Nº 05,Valencia-Campanar,Casa Abadia y Templo Parroquial,Urbana,False,Parroquia de Nuestra Señora de la Misericordia de Valencia,False
Comunidad Valenciana,Valencia,Valencia Nº 05,Valencia-Campanar,Casa Abadia,Casa Abadía,True,Parroquia de Santiago Apóstol,False
Comunidad Valenciana,Valencia,Valencia Nº 05,Valencia-Campanar,Templo Parroquial,Templo parroquial,True,Parroquia de Santiago Apóstol,False
Comunidad Valenciana,Valencia,Valencia Nº 08,Valencia,,Templo parroquial,True,Parroquia de San Pedro Martir y San Nicolás,False
Comunidad Valenciana,Valencia,Valencia Nº 08,Valencia,,Templo parroquial,True,Parroquia de Santos Juanes de de Valencia,False
Comunidad Valenciana,Valencia,Valencia Nº 08,Valencia,,Edificio sacristía,True,Parroquia de Santos Juanes de de Valencia,False
Comunidad Valenciana,Valencia,Valencia Nº 08,Valencia,Santa Iglesia Cateral Basílica Metropolitana de Valencia,Catedral,True,Santa Iglesia Catedral,False
Comunidad Valenciana,Valencia,Valencia Nº 08,Valencia,,Templo parroquial,True,Parroquia de Santa Maria de Jesus de Valencia,False
Comunidad Valenciana,Valencia,Valencia Nº 08,Valencia,Iglesia de Santa Catalina,Edificio culto católico,True,Arzobispado de Valencia,False
Comunidad Valenciana,Valencia,Valencia Nº 09,Valencia,Casa abadía y Templo Parroquial,Templo parroquial,True,Parroquia,False
Comunidad Valenciana,Valencia,Valencia Nº 10,Valencia,"Templo Parroquial,",Templo,True,Parroquia de El Salvador y Santa Mónica de Valencia,False
Comunidad Valenciana,Valencia,Valencia Nº 10,Valencia,Templo,Templo,True,Parroquia de San Antonio Abad de Valencia,False
Comunidad Valenciana,Valencia,Valencia Nº 10,Valencia,"Templo Parroquial,",Templo,True,Parroquia de la Santisima Cruz de Valencia,False
Comunidad Valenciana,Valencia,Valencia Nº 10,Valencia,Real Iglesia El Salvador,Iglesia,True,Arzobispado de Valencia,False
Comunidad Valenciana,Valencia,Valencia Nº 10,Valencia,Iglesia de San Lorenzo y Convento,Iglesia-Convento,True,Arzobispado de Valencia,False
Comunidad Valenciana,Valencia,Valencia Nº 11,Valencia,Templo Parroquial,Templo,True,Parroquia San José de Valencia,False
Comunidad Valenciana,Valencia,Valencia Nº 11,Valencia,"Templo, Centro Parroquial y Almacen",Templo,True,Parroquia Niño Jesús del Huerto de El Palmar,False
Comunidad Valenciana,Valencia,Valencia Nº 11,Valencia,Templo Parroquial,Templo,True,Parroquia de Nuestra Señora del Carmen de El Perellonet,False
Comunidad Valenciana,Valencia,Valencia Nº 11,Valencia,Templo Parroquial,Templo,True,Parroquia Nuestra Señora de Lepanto de Valencia,False
Comunidad Valenciana,Valencia,Valencia Nº 11,Valencia,Edificio,Edificio actividades pastorales y almacén,True,Parroquia Nuestra Señora de Lepanto de Valencia,False
Comunidad Valenciana,Valencia,Valencia Nº 12,Valencia,Templo Parroquial,Templo parroquial,True,Parroquia de San Valero Obispo y San Vicente Mártir de Valencia,False
Comunidad Valenciana,Valencia,Valencia Nº 13,Alboraya,Edificio Ermita del Peixets,Ermita,True,Parroquia de la Asunción de Nuestra Señora de Alboraya,False
Comunidad Valenciana,Valencia,Valencia Nº 13,Alboraya,Edificio,Edificio,False,Parroquia de la Santisima Cruz de Valencia,False
Comunidad Valenciana,Valencia,Valencia Nº 13,Alboraya,Edificio,Templo parroquial,True,Parroquia de la Asunción de Nuestra Señora de Alboraya,False
Comunidad Valenciana,Valencia,Valencia Nº 13,Mislata,Edificio,Templo parroquial,True,Parroquia de Nuestra Señora de los Angeles,False
Comunidad Valenciana,Valencia,Valencia Nº 13,Tabernes Blanques,Edificio,Templo parroquial,True,Parroquia de la Santisima Trinidad de Tabernes Blanques,False
Comunidad Valenciana,Valencia,Valencia Nº 16,Valencia,Templo Parroquial,Parroquia,True,Parroquia del Cristo de la Santisima Providencia,True
Comunidad Valenciana,Valencia,Valencia Nº 16,Valencia,Parroquia Santísimo Cristo de la Providencia de Valencia (garaje),Parroquia,True,,True
Comunidad Valenciana,Valencia,Valencia Nº 17,"Benetusser, Partida Micha",Edificio,Edificio,False,Iglesia parroquial de Nuestra Señora del Socorro,True
Comunidad Valenciana,Valencia,Valencia Nº 17,"Partida Cadira, recayente a la calle Cervantes",Edificio,Instituto,False,Arzobispado de Valencia,True
Comunidad Valenciana,Valencia,Valencia Nº 17,Benetusser Calle Cervantes.,Edificio,Casa,False,Arzobispado de Valencia,True
Comunidad Valenciana,Valencia,Valencia Nº 17,"Benetusser, calle Moli 14-16",Edificio,Casa Abadía,True,Parroquia de Nuestra Señora del Socorro de Benetusser,False
Comunidad Valenciana,Valencia,Valencia Nº 17,"Benetussr, calle Doctor Vicente Navarro Soler, s/n",Patio Escolar o Pabellón de uso deportivo,Pabellón deportivo,False,Parroquia de Nuestra Señora del Socorro,True
Comunidad Valenciana,Valencia,Valencia Nº 17,"Benetussr, Plaza Cadernal Benlloch, numero 5",Templo Parrorial,Parroquia,True,Parroquia de Nuestra Señora del Socorro,False
Comunidad Valenciana,Valencia,Valencia Nº 17,"Paiporta, c/ Convento, 40",Colegio Parroquial de Inmaculada,Iglesia,True,Iglesia parroquial de San Jorge Martir de Paiporta,True
Comunidad Valenciana,Valencia,Valencia Nº 17,"Paiporta, c/ San Jose, 54",Casa con corral y un piso alto,Casa,False,Iglesia parroquial de San Jorge Martir de Paiporta,True
Comunidad Valenciana,Valencia,Valencia Nº 17,"Paiporta, c/ Convent, 65","Granero, Corral y Cubierta.",Casa,False,Iglesia parroquial de San Jorge Martir de Paiporta,True
Comunidad Valenciana,Valencia,Valencia Nº 17,"Paiporta, Plaza Pais Valencia, 1-4",Templo Parrorial,Parroquia,True,Iglesia parroquial de San Jorge Martir de Paiporta,False
Comunidad Valenciana,Valencia,Valencia Nº 17,"Paiporta, c/ San Joaquin, 22",Complejo Parroquial,Parroquia,True,Parroquia de San Ramón Non Nato de Paiporta,True
Comunidad Valenciana,Valencia,Valencia Nº 17,"Paiporta, c/ la Iglesia, 11 y c/ Covadonga, 2",complejo Parroquial.,Parroquia,True,Parroquia de San Jorge Martir de Paiporta,True
Comunidad Valenciana,Valencia,Valencia Nº 18,Valencia,Vivienda,Templo,True,Arzobispado de Valencia,False
Comunidad Valenciana,Valencia,Villar del Arzobispo,Alcublas,Templo Parroquial de Alcublas,Templo parroquial,True,Parroquia de San Antonio Abad de Alcublas,False
Comunidad Valenciana,Valencia,Villar del Arzobispo,Andilla,Templo Parroquial de Andilla,Templo parroquial,True,Parroquia de la Asunción de Nuestra Señora de Andilla,False
Comunidad Valenciana,Valencia,Villar del Arzobispo,ANDILLA (Aldea de Osset),Templo Parroquial de Osset (andilla),Templo parroquial,True,Parroquia de la Purísima Concepción de Osset,False
Comunidad Valenciana,Valencia,Villar del Arzobispo,Bugarra,Templo Parroquial de Bugarra,Templo parroquial,True,Parroquia de San Juan Bautista de Bugarra,False
Comunidad Valenciana,Valencia,Villar del Arzobispo,Casinos,Parcela Urbana,Parcela,False,Parroquia de Santa Bárbara de Casinos,False
Comunidad Valenciana,Valencia,Villar del Arzobispo,Chulilla,Templo Parroquial de Chulilla,Templo parroquial,True,Parroquia de Nuestra Señora de los Ángeles de Chulilla,False
Comunidad Valenciana,Valencia,Villar del Arzobispo,Gestalgar,Templo Parroquial de Gestalgar,Templo parroquial,True,Parroquia de la Purísima Concepción de Gestalgar,False
Comunidad Valenciana,Valencia,Villar del Arzobispo,Higueruelas,Templo Parroquial de Higueruelas,Templo parroquial,True,Parroquia de Santa Bárbara de Higueruelas,False
Comunidad Valenciana,Valencia,Villar del Arzobispo,Losa del Obispo,Almacen Parroquial en Losa del Obispo,Almacén,False,Parroquia de San Sebastián Mártir de Losa del Obispo,False
Comunidad Valenciana,Valencia,Villar del Arzobispo,Losa del Obispo,Templo Parroquial de Losa del Obispo,Templo parroquial,True,Parroquia de San Sebastián Mártir de Losa del Obispo,False
Comunidad Valenciana,Valencia,Villar del Arzobispo,Sot de Chera,Templo Parroquial de Sot de Chera,Templo parroquial,True,Parroquia de San Sebastián Mártir,False
Comunidad Valenciana,Valencia,Villar del Arzobispo,Sot de Chera,Ermita San Roque de Sot de Chera,Ermita,True,Parroquia de San Sebastián Mártir,False
Comunidad Valenciana,Valencia,Villar del Arzobispo,Villar del Arzobispo,Templo Parroquial de Villar del Arzobispo,Templo parroquial,True,Parroquia de Nuestra Señora de la Paz de Villar del Arzobispo,False
Comunidad Valenciana,Valencia,Villar del Arzobispo,Villar del Arzobispo,Ermita San Vicente de Villar del Arzobispo,Ermita,True,Parroquia de Nuestra Señora de la Paz de Villar del Arzobispo,False
Comunidad Valenciana,Valencia,Xativa Nº 01,Rotgla-Corbera,Locales parroquiales y vivienda,Locales parroquiales y vivienda,True,Parroquia Santos Juanes Rotgla Corbera,True
Comunidad Valenciana,Valencia,Xativa Nº 01,Rotgla y Corbera,Templo parroquial,Templo parroquial,True,Parroquia Santos Juanes de Rotgla Corbera,False
Comunidad Valenciana,Valencia,Xativa Nº 01,Torrella,Edificio parroquial,Edificio parroquial,True,Parroquia Nuestra Señora Angeles,False
Comunidad Valenciana,Valencia,Xativa Nº 01,Rotgla Corbera,Capilla Virgen del Socorro,Capilla Virgen del Socorro,True,Parroquia Santos Juanes,False
Comunidad Valenciana,Valencia,Xativa Nº 01,Aiacor,Templo parroquial,Templo parroquial,True,Parroquia San Jaime Apostol Aiacor,False
Comunidad Valenciana,Valencia,Xativa Nº 01,Llosa de Ranes,Terreno con Ermita y Casa del ermitaño,Terreno con Ermita y Casa del ermitaño,True,Parroquia Natividad Nuestra Señora,False
Comunidad Valenciana,Valencia,Xativa Nº 01,Llosa de Ranes,Iglesia,Iglesia,True,Parroquia Natividad Nuestra Señora,False
Comunidad Valenciana,Valencia,Xativa Nº 01,Anahuir,Iglesia,Iglesia,True,Parroquia Nuestra Señora del Rosario Novele,False
Comunidad Valenciana,Valencia,Xativa Nº 01,Canals,Templo parroquial,Templo parroquial,True,Parroquia San Antonio Abada Canals,False
Comunidad Valenciana,Valencia,Xativa Nº 01,Canals,Iglesia,Iglesia,True,Parroquia San Antonio Abada,False
Comunidad Valenciana,Valencia,Xativa Nº 01,Genoves,Edificio,Edificio,False,Parroquia Nuestra Señora Dolores Genoves,False
Comunidad Valenciana,Valencia,Xativa Nº 01,Granja de la Costera,Templo parroquial,Templo parroquial,True,Parroquia San Francisco Asis Granja,False
Comunidad Valenciana,Valencia,Xativa Nº 01,Tosalnou,Templo parroquial,Templo parroquial,True,Parroquia San Jose de Tosalnou,False
Comunidad Valenciana,Valencia,Xativa Nº 01,Bellus,Templo parroquial,Templo parroquial,True,Parroquia Santa Ana Bellus,False
Comunidad Valenciana,Valencia,Xativa Nº 01,Alcudia Crespins,Templo parroquial,Templo parroquial,True,Parroquia San Onofre Anacoreta Alcudia,False
Comunidad Valenciana,Valencia,Xativa Nº 01,Barxeta,Templo parroquial,Templo parroquial,True,Parroquia Santos Desposorios de Barxeta,True
Comunidad Valenciana,Valencia,Xativa Nº 01,Novetle,Templo parroquial,Templo parroquial,True,Parroquia Nuestra Señora del Rosario Novele,False
Comunidad Valenciana,Valencia,Xativa Nº 01,Llanera Ranes,Templo parroquial,Templo parroquial,True,Parroquia San Juan Bautista Llanera Ranes,False
Comunidad Valenciana,Valencia,Xativa Nº 01,Llanera de Ranes,Edificio parroquial,Edificio parroquial,True,Parroquia San Juan Bautista,False
Comunidad Valenciana,Valencia,Xativa Nº 01,Lugar Nuevao Fenollet,Templo parroquial,Templo parroquial,True,Parroquia San Diego de Alcala de Lugar Nuevo,False
Comunidad Valenciana,Valencia,Xativa Nº 01,Rafelguaraf,Templo parroquial,Templo parroquial,True,Parroquia Nacimiento del Señor Rafelguaraf,True
Comunidad Valenciana,Valencia,Xativa Nº 01,Cerda,Templo parroquial,Templo parroquial,True,Parroquia San Antonio Abad Cerda,False
Comunidad Valenciana,Valencia,Xativa Nº 01,Valles,Templo parroquial,Templo parroquial,True,Parroquia San Juan Bautista Valles,False
Comunidad Valenciana,Valencia,Xativa Nº 01,Manuel,Templo parroquial,Templo parroquial,True,Parroquia Santa Ana Manuel,False
Comunidad Valenciana,Valencia,Xativa Nº 02,Xativa,Ermita,Ermita,True,Parroquia de la Asunción de Nuestra Señora - Colegiata Santa María - de Játiva,False
Comunidad Valenciana,Valencia,Xativa Nº 02,Xativa,Ermita,Ermita,True,Parroquia de la Asunción Nuestra Señora - Colegiata de Játiva,False
Comunidad Valenciana,Valencia,Xativa Nº 02,Xativa,Templo,Templo,True,Parroquia Nuestra Señora de la Merced y Santa Tecla de Játiva,False
Comunidad Valenciana,Valencia,Xativa Nº 02,Xativa,Colegiata y casa Abadía,Colegiata y casa Abadía,True,Parroquia de la Asunción de Nuestra Señora - Colegiata Santa María - de Játiva,False
Comunidad Valenciana,Valencia,Xativa Nº 02,Xativa,Templo,Templo,True,Parroquia de San Pedro Apóstol Játiva,False
Comunidad Valenciana,Valencia,Xativa Nº 02,Xativa,Templo,Templo,True,Parroquia de los Santos Juanes,False
Comunidad Valenciana,Valencia,Xativa Nº 02,Xativa,Templo,Templo,True,Parroquia Nuestra Señora del Rosario de Játiva,False
Comunidad Valenciana,Valencia,Xirivella,Xirivella,Templo parroquial,Templo parroquial,True,Parroquia de Nuestra Señora de la Salud de Xirivella,True
