Comunidad Autónoma,Provincia,REGISTRO,Municipio,Título,Tipo,Templo y dependencias complementarias,Titular,Título distinto de certificación eclesiástica
Galicia,A Coruna,A Coruna Nº 01,Coruna,"Complejo Parroquial, de la Parroquia de San Pedro de Mezonzo",Complejo Parroquial,True,Parroquia de San Pedro de Mezonzo,True
Galicia,A Coruna,A Coruna Nº 01,Coruna,Templo de San Andres,Templo,True,Parroquia de San Nicolás de A Coruña,True
Galicia,A Coruna,A Coruna Nº 01,Coruna,Templo y Complejo Parroquial de San Nicolas,Templo y Complejo Parroquial,True,Parroquia de San Nicolas de  A Coruña,True
Galicia,A Coruna,A Coruna Nº 02,A Coruna,"Iglesario, rúa Lagares, 2",Iglesia,True,Parroquia de San Pedro de Visma-A Coruña,False
Galicia,A Coruna,A Coruna Nº 02,A Coruna,"Capilla del Santo Cristo, Casa rectorial vieja, Casa coadjutor, Casa del Sacristán, Aula, Salón Parroquial, Alpedre e Iglesario ubicado en calle Río, 1","Capilla, Casa Rectoral",True,Parroquia de San Pedro de Visma-A Coruña,False
Galicia,A Coruna,A Coruna Nº 02,A Coruna,"Templo y Atrio-cementerio parroquial, Casa Rectoral e Iglesario ubicado en San Cristobo das Viñas, 19","Templo, Atrio-cementerio",True,Parroquia de San Cristobo de Coruña-As Viñas,False
Galicia,A Coruna,A Coruna Nº 02,A Coruna,"Templo y Atrio parroquial, ubicado en Feáns, 2, parroquia de San Fernando de Coruña","Templo, Atrio Parroquial",True,Parroquia de San Fernando de Coruña,False
Galicia,A Coruna,A Coruna Nº 02,A Coruna,"Templo, Atrio-Cementerio parroquial y Casa Rectoral uibicado en rúa Iglesia de Elviña, 9","Templo, Atrio-cementerio Parroquial y Casa Rectoral",True,Parroquia de San Vicente de Coruña-Elviña,False
Galicia,A Coruna,Culleredo,Culleredo,Labradío y prado que denominan SUA IGLESIA.,Labradío y prado,False,Arzobispado de Santiago de Compostela,False
Galicia,A Coruna,Culleredo,Culleredo,"Secano sito en Casal, denominado HUERTA DEL CURA.",Secano,False,Arzobispado de Santiago de Compostela,False
Galicia,A Coruna,Culleredo,Culleredo,"Secano sito en Casal, denominado HUERTA DEL CURA.",Secano,False,Arzobispado de Santiago de Compostela,False
Galicia,A Coruna,Culleredo,Culleredo,Parcela en la que radica una casa compuesta de planta baja y piso alto señalada con el número nueve de la Calle San Iago.,Casa,False,Arzobispado de Santiago de Compostela,False
Galicia,A Coruna,Culleredo,Culleredo,"Finca en la cual se encuentra la Iglesia Parroquial, el Atrio y el Cementerio de la Parroquia del Divino Salvador de Orro, situada en el lugar de BARRAL, sin número.","Iglesia, atrio y cementerio",True,Arzobispado de Santiago de Compostela,False
Galicia,A Coruna,Culleredo,Culleredo,"Finca en la cual se encuentran las ruinas de la Casa Rectoral anexa a la Iglesia Parroquial del Salvador de Orro, situada en el lugar de Barral, sin número.",Casa rectoral,True,Arzobispado de Santiago de Compostela,False
Galicia,A Coruna,Culleredo,Culleredo,"CASA RECTORAL e IGLESIARIO, ubicado en Lugar de Choeira, número doce, de la parroquia de San Xulián de Almeiras.",Casa rectoral e iglesario,True,Parroquia de San Julián de Almeiras,False
Galicia,A Coruna,Culleredo,Culleredo,"PARCELA VIGOVIDÍN, ubicada en Vigovidín, de la parroquia de San Xulián de Almeiras.",Parcela urbana,False,Parroquia de San Julián de Almeiras,False
Galicia,A Coruna,Culleredo,Culleredo,"TEMPLO y ATRIO-CEMENTERIO PARROQUIAL, ubicado en VIGOVIDÍN, de la parroquia de San Xulián de Almeiras.","Templo, atrio y cementerio",True,Parroquia de San Julián de Almeiras,False
Galicia,A Coruna,Culleredo,Culleredo,"CEMENTERIO PARROQUIAL, ubicado en PEIRO DE ARRIBA, de la parroquia de San Silvestre de Veiga.",Cementerio,True,Parroquia de San Silvestre de Veiga,False
Galicia,A Coruna,Culleredo,Culleredo,"TEMPLO PARROQUIAL, ubicado en PEIRO DE ARRIBA, de la parroquia de San Silvestre de Veiga.",Templo,True,Parroquia de San Silvestre de Veiga,False
Galicia,A Coruna,Culleredo,Culleredo,"TEMPLO y ATRIO PARROQUIAL, ubicado en Rúa do Concello, de la parroquia de San Esteban de Culleredo.",Templo y atrio,True,Parroquia de San Esteban de Culleredo,False
Galicia,A Coruna,Culleredo,Culleredo,"TEMPLO y ATRIO-CEMENTERIO DE SAN ESTEBAN, ubicado en A Regueira u O Cruce, de la parroquia de San Esteban de Culleredo.",Templo y atrio-cementerio,True,Parroquia de San Esteban de Culleredo,False
Galicia,A Coruna,Culleredo,Culleredo,"CASA RECTORAL e IGLESIARIO, ubicado en el lugar de TARRÍO, de la parroquia de San Esteban de Culleredo.",Casa rectoral e iglesario,True,Parroquia de San Esteban de Culleredo,False
Galicia,A Coruna,Culleredo,Culleredo,"CEMENTERIO PARROQUIAL, ubicado en el lugar de AMEIXÓN, de la parroquia de Santa María de Celas de Peiro.",Cementerio,True,Parroquia de Santa María de Celas de Peiro,False
Galicia,A Coruna,Culleredo,Culleredo,"TEMPLO y ATRIO-CEMENTERIO PARROQUIAL, ubicado en el lugar de Celas, de la parroquia de Santa María de Celas de Peiro.","Templo, atrio y cementerio",True,Parroquia de Santa María de Celas de Peiro,False
Galicia,A Coruna,Culleredo,Culleredo,"CASA RECTORAL e IGLESARIO, ubicado en el lugar de Celas, de la parroquia de Santa María de Celas.",Casa rectoral e iglesario,True,Parroquia de Santa María de Celas de Peiro,False
Galicia,A Coruna,Culleredo,Culleredo,"TEMPLO y ATRIO-CEMENTERIO PARROQUIAL, ubicado en el lugar de Ledoño, de la parroquia de San Pedro de Ledoño.","Templo, atrio y cementerio",True,Parroquia de San Pedro de Ledoño,False
Galicia,A Coruna,Culleredo,Culleredo,"CASA RECTORAL e IGLESARIO, ubicado en el lugar de Ledoño, de la parroquia de San Pedro de Ledoño.",Casa rectoral e iglesario,True,Parroquia de San Pedro de Ledoño,False
Galicia,A Coruna,Culleredo,Culleredo,"TEMPLO y ATRIO-CEMENTERIO PARROQUIAL, ubicado en LUGAR DE OUTEIRO DE ABAIXO, de la parroquia de San Martiño de Sésamo.","Templo, atrio y cementerio",True,Parroquia de San Martiño de Sésamo,False
Galicia,A Coruna,Culleredo,Culleredo,"Ermita de S. Cosme-S. Adrián y Atrio, Ubicado en Lugar de Outeiro de Arriba, de la Parroquia de San Martiño de Sésamo.",Ermita,True,Parroquia de San Martiño de Sésamo,False
Galicia,A Coruna,Culleredo,Culleredo,"TEMPLO y ATRIO PARROQUIAL, ubicado en Rúa Santiago, de la parroquia de Santiago de O Burgo.",Templo y atrio,True,Parroquia de Santiago de O Burgo,False
Galicia,A Coruna,Culleredo,Culleredo,"TEMPLO SANTA MARÍA DE LA O y ATRIO, ubicado en LAXE, de la parroquia de Santa María de la O de Vilaboa-Rutis.",Templo,True,Parroquia de Santa María de la O de Vilaboa-Rutis,False
Galicia,A Coruna,Culleredo,Culleredo,"CEMENTERIO PARROQUIAL, ubicado en LAXE, de la Parroquia de Santa María de la O de Vilaboa-Rutis.",Cementerio,True,Parroquia de Santa María de la O de Vilaboa-Rutis,False
Galicia,A Coruna,Culleredo,Culleredo,"ERMITA DE SAN RAMÓN NONATO, ubicada en el lugar de FOLGUEIRA, de la Parroquia de Santiago de Castelo.",Ermita,True,Parroquia de Santiago de Castelo  -,False
Galicia,A Coruna,Culleredo,Culleredo,"TEMPLO, ATRIO-CEMENTERIO PARROQUIAL, ubicado en el lugar de FOLGUEIRA, de la Parroquia de Santiago de Castelo.","Templo, atrio y cementerio",True,Parroquia de Santiago de Castelo  -,False
Galicia,A Coruna,Culleredo,Culleredo,"CASA RECTORAL, ALPENDRE e IGLESARIO, ubicado en el lugar de FOLGUEIRA, de la Parroquia de Santiago de Castelo.",Casa rectoral,True,Parroquia de Santiago de Castelo  -,False
Galicia,A Coruna,Culleredo,Culleredo,"TEMPLO, ATRIO-CEMENTERIO PARROQUIAL, ubicado en el lugar de BARRIO, de la parroquia de San Esteban de Sueiro.","Templo, atrio y cementerio",True,Parroquia de San Esteban de Sueiro,False
Galicia,A Coruna,Oleiros,Oleiros,"Labradío de tercera clase, denominado DOS BALADOS, y por otro nombre SERRADA, en el lugar de Breijo, parroquia de Dorneda.",Labradío,False,Apostólica y Romana,False
Galicia,A Coruna,Oleiros,Oleiros,"Casa de planta baja y piso alto señalada con el número veintiséis de la Avenida das Mariñas,  Parroquia de San Jorge de Iñás.",Casa,False,Arzobispado de Santiago de Compostela,False
Galicia,A Coruna,Oleiros,Oleiros,"EDIFICACIÓN que comprende la IGLESIA PARROQUIAL y CASA RECTORAL, estando señaladas estas edificaciones con el número 7 de la Avenida República Uruguay, en la parroquia y ayuntamiento de Oleiros.",Iglesia y casa rectoral,True,Arzobispado de Santiago de Compostela,False
Galicia,A Coruna,Oleiros,Oleiros,"TEMPLO y ATRIO-CEMENTERIO PARROQUIAL, ubicado en la calle Doctor Fleming, dos, en la parroquia de San Xulián de Serantes.","Templo, atrio y cementerio",True,Parroquia de San Julián de Serantes,False
Galicia,A Coruna,Oleiros,Oleiros,"TEMPLO, ATRIO-CEMENTERIO PARROQUIAL ubicada en la parroquia de San Cosme de Maianca.","Templo, atrio y cementerio",True,Parroquia de San Cosme de Maianca,False
Galicia,A Coruna,Oleiros,Oleiros,"TEMPLO PARROQUIAL, ubicado en la calle Proba, trescientos tres, en la parroquia de San Martiño de Dorneda.",Templo,True,Parroquia de San Martiño de Dorneda,False
Galicia,A Coruna,Oleiros,Oleiros,"ATRIO-CEMENTERIO PARROQUIAL, ubicado en la calle Proba, O Couto, en la parroquia de San Martiño de Dorneda.",Atrio-cementerio,True,,False
Galicia,A Coruna,Oleiros,Oleiros,"CASA RECTORAL Y ANEXOS -vieja-, ubicada en SOBREVILA, en la parroquia de Santa Baia de Liáns.",Casa rectoral y anexos,True,Parroquia de San Baia de Lians,False
Galicia,A Coruna,Oleiros,Oleiros,"Finca ubicada en la Rúa Dolores Ibarruri, en la parroquia de Santa Baia de Liáns.",Finca urbana,False,Parroquia de San Baia de Lians,False
Galicia,A Coruna,Oleiros,Oleiros,"Parcela número 286 del Polígono 16, conocida como IGLESARIO VIEJO, ubicada en SOBREVILA, en la parroquia de Santa Baia de Liáns.",Parcela urbana,False,Parroquia de San Baia de Lians,False
Galicia,A Coruna,Oleiros,Oleiros,"Finca en parte rústica y en parte  TEMPLO Y ATRIO-CEMENTERIO PARROQUIAL, ubicado en Santaya, en la parroquia de Santa Baia de Liáns.","Templo, atrio y cementerio",True,Parroquia de San Baia de Lians,False
Galicia,A Coruna,Oleiros,Oleiros,"TEMPLO, COMPLEJO PARROQUIAL y ATRIO PARROQUIAL ubicado en Plaza da Canteira, número uno, en la parroquia de Santa Leocadia de Perillo.",Templo y atrio,True,Parroquia de Santa Leocadia de Prillo,False
Galicia,A Coruna,Oleiros,Oleiros,"TEMPLO, ATRIO-CEMENTERIO PARROQUIAL, ubicado en Rúa da Iglesia, dieciocho, en la parroquia de San Xorxe de Iñás.","Templo, atrio y cementerio",True,Parroquia de San Jorge de Iñas,False
Galicia,A Coruna,Oleiros,Oleiros,"CASA RECTORAL e IGLESIARIO DE LORBÉ, ubicado en calle Portelo, catorce, en la parroquia de Santa María de Dexo.",Casa rectoral e iglesario,True,Parroquia de Santa María de Dexo,False
Galicia,A Coruna,Oleiros,Oleiros,"TEMPLO y ATRIO PARROQUIAL DE LORBÉ, ubicado en calle Portelo, doce, en la parroquia de Santa María de Dexo.",Templo y atrio,True,Parroquia de Santa María de Dexo,False
Galicia,A Coruna,Oleiros,Oleiros,"TEMPLO, ATRIO CEMENTERIO DE DEXO, ubicado en Avenida Jiménez Herrero, setenta y seis, en la parroquia de Santa María de Dexo.","Templo, atrio y cementerio",True,Parroquia de Santa María de Dexo,False
Galicia,A Coruna,Oleiros,Oleiros,"TEMPLO PARROQUIAL, ubicado en Avenida Salvador Allende, 489, de la Parroquia de San Pedro de Nos.",Templo,True,Parroquia de San Pedro de Nos,False
Galicia,A Coruna,Oleiros,Oleiros,"ERMITA DE SAN MARCOS y ATRIO, ubicado en Rúa María Pilar Estévez Diéguez, 29, de la Parroquia de San Pedro de Nos.",Ermita,True,,False
Galicia,A Coruna,Oleiros,Oleiros,"CASA RECTORAL e IGLESIARIO, ubicado en calle Subiña 7, de la Parroquia de San Xulián de Serantes.",Casa rectoral e iglesario,True,Parroquia de San Julián de Serantes,False
Galicia,A Coruna,Oleiros,Oleiros,"PARCELA 1271 del POLÍGONO 2, conocida como IGLESIARIO, ubicada en TILLEIRAS, de la Parroquia de San Xulián de Serantes.",Parcela urbana,False,Parroquia de San Julián de Serantes,False
Galicia,A Coruna,A Coruna Nº 04,La Coruna,Templo Parroquial de Santiago,Templo,True,Parroquia de Santa María y Santiago de La Coruña,False
Galicia,A Coruna,A Coruna Nº 04,La Coruna,"colegiata de Santa María, Atrio y Crucero",Colegiata,True,Parroquia de Santa María y Santiago de La Coruña,False
Galicia,A Coruna,A Coruna Nº 04,La Coruna,Museo de Arte Sacro,Museo,False,Parroquia de Santa María y Santiago de La Coruña,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,Mosteiro-Ndup2,Parcela,False,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,"Milladeiras, Gandara y Fontaiña",Monte,False,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,San Lorenzo de Meixigo,Parcela,False,,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,Lugar de San Bartolomeu,Casa rectoral,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,Ermita de San Benito y Campo-Mercuin,Ermita,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,San Bartolomeu 6,Cementerio,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,Lugar de Fabas,Cementerio,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,Lugar Da Iglesia 5,Cementerio,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,Lugar de Seoane de Abaixo 20,Cementerio,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,Luar de Altamira de Abaixo 22,Santuario,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,Lugar de la Iglesia 1,Casa rectoral,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,Lugar de la Iglesia 1,Templo,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,Lugar de San Paio 27,Cementerio,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,Iglesario-Lugar de San Paio,Otras rústicas,False,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,Lugar de San Paio 28,Cementerio,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,"Brille, Lugar de Gosende",Otras rústicas,False,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,"Atrio, Cementerio Parroquial y o Covo-San Roque 1",Cementerio,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,San Roque 9,Ermita,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,Rua Temple 53,Templo,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,A Barcala,Cementerio,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,Rua Lendoiro 18,Solar,False,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,Lugar de Mosteiro,Templo,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,Lugar Da Veiga,Parcela,False,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,Rua Cruceiro 8,Templo,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,Lugar de San Lourenzo,Templo,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,Lugar de Sobreguexe 2,Casa rectoral,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,Lugar de Sobreguexe 20,Templo,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,Lugar de Sobreguexe 26,Iglesario,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,Sigras de Arriba,Casa rectoral,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Cambre,Siobrecarreira 2,Cementerio,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,As Maroñas -Lugar Das Maroñas,Parcela,False,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Iglesario,Templo,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Agriña I - Lugar del Agra,Parcela,False,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Agrña Ii-Lugar del Agra,Parcela,False,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Vilar-Os Vilares,Parcela,False,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Lugar de Beira-Leiriña,Casa rectoral,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Monte del Iglesario-Lugar de la Iglesia,Parcela,False,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Astravesas 15,Ermita,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Luar de la Iglesia,Casa rectoral,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Lugar de la Iglesia 1,Parcela,False,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Iglesario-Lugar de Beira -Leiriña,Parcela,False,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Lugar Da Iglesia,Cementerio,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Lugar de Celas,Prado,False,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Mato Das Pedreiras,Parcela,False,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Das Animas I -Lugar de Herbais,Parcela,False,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Das Animas Ii-Lugar de Herbais Boliña,Parcela,False,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Lugar de Cela 4,Casa rectoral,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Lugar Do Rubieiro 2,Ermita,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Lugar de Prado Do Conde,Parcela,False,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Souto Figueira,Casa rectoral,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Atrio de la Ermita de San Pedro de Rubiero,Parcela,False,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Viñas Souto de Cuarto,Parcela,False,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Patoeira-Lugar de Sumio,Parcela,False,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Lugar de Abrigosa,Casa rectoral,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Lugar de Abrigosa,Campo de las fiestas,False,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Lugar de Abrigosa,Cementerio,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Lugar de Pazo -A Eirexa,Cementerio,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Plaza Campo Da Feira 6,Casa rectoral,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Lugar de Eirexa 4,Templo,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Lugar de Lamelas,Parcela,False,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Lugar de Lourido,Monte,False,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Praza Campo Da Feira 8,Templo,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 05,Carral,Lugar Paleo 36,Templo,True,Arzobispado Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 06,A Coruna,Parroquia de Santa Maria de Coruña-Oza,Templo,True,Arzobispado de Santiago de Compostela,False
Galicia,A Coruna,A Coruna Nº 06,A Coruna,Parroquia de Resurreccion do Señor de Coruña,Complejo parroquial,True,Arzobispado de Santiago de Compostela,False
Galicia,A Coruna,Arteixo,Arteixo,Templo,Templo parroquial,True,Arzobispado de Santiago de Compostela,True
Galicia,A Coruna,Arteixo,Arteixo,Labradío,"Labradío, monte y terreno a cementerio",False,Arzobispado de Santiago de Compostela,False
Galicia,A Coruna,Arteixo,Arteixo,Monte,Monte y tojal,False,Arzobispado de Santiago de Compostela,False
Galicia,A Coruna,Arteixo,Arteixo,Monte,Monte,False,Parroquia de Santa María de Moras,False
Galicia,A Coruna,Arteixo,Arteixo,Monte,Monte,False,Parroquia de Santa María de Moras,False
Galicia,A Coruna,Arteixo,Arteixo,Parcela,Parcela,False,Parroquia de Santa María de Moras,False
Galicia,A Coruna,Arteixo,Arteixo,Labradío,Labradío y pasto,False,Arzobispado de Santiago de Compostela,False
Galicia,A Coruna,Arteixo,Arteixo,cementerio Iglesario 1,Cementerio parroquial,True,Parroquia de Santa Eulalia de Chamín,False
Galicia,A Coruna,Arteixo,Arteixo,Templo,"Templo-atrio, cementerio",True,Parroquia de Santa Eulalia de Chamín,False
Galicia,A Coruna,Arteixo,Arteixo,Cementerio,Cementerio parroquial,True,Parroquia de San Esteban de Larín,False
Galicia,A Coruna,Arteixo,Arteixo,"Casa Rectoral, Templo","Templo y atrio, casa rectoral e iglesario",True,Parroquia de San Esteban de Larín,False
Galicia,A Coruna,Arteixo,Arteixo,Emira de San Roque,Ermita,True,Parroquia de San Esteban de Larín,False
Galicia,A Coruna,Arteixo,Arteixo,Templo y Atrio,Templo y atrio,True,Parroquia de Santo Tomás de Monteagudo,False
Galicia,A Coruna,Arteixo,Arteixo,Cementerio,Cementerio parroquial,True,Parroquia de Santo Tomás de Monteagudo,False
Galicia,A Coruna,Arteixo,Arteixo,"Casa Rectoral, Templo",Casa rectoral e iglesario,True,Parroquia de Santo Tomás de Monteagudo,False
Galicia,A Coruna,Arteixo,Arteixo,Cementerio y Templo,"Templo-atrio, cementerio",True,Parroquia de San Julián de Barrañan,False
Galicia,A Coruna,Arteixo,Arteixo,"Casa Rectoral, Templo",Casa rectoral e iglesario,True,Parroquia de San Pedro de Armentón,False
Galicia,A Coruna,Arteixo,Arteixo,finca llamada San Pedro,Finca,False,Parroquia de San Pedro de Armentón,False
Galicia,A Coruna,Arteixo,Arteixo,Finca Riba Da Iglesia,Finca,False,Parroquia de San Pedro de Armentón,False
Galicia,A Coruna,Arteixo,Arteixo,Cementerio y Templo,"Templo-atrio, cementerio",True,Parroquia de San Pedro de Armentón,False
Galicia,A Coruna,Arteixo,Arteixo,Finca,Finca,False,Parroquia de San Tirso de Oseiro,False
Galicia,A Coruna,Arteixo,Arteixo,Templo y Atrio,Templo y atrio,True,Parroquia de San Tirso de Oseiro,False
Galicia,A Coruna,Arteixo,Arteixo,Cementerio,Cementerio parroquial,True,Parroquia de San Tirso de Oseiro,False
Galicia,A Coruna,Arteixo,Arteixo,"Casa Rectoral, Huerto",Casa rectoral y huerto,True,Parroquia de San Tirso de Oseiro,False
Galicia,A Coruna,Arteixo,Arteixo,Ermita,Ermita,True,Parroquia de San Esteban de Moras,False
Galicia,A Coruna,Arteixo,Arteixo,Templo,"Templo-atrio, cementerio",True,Parroquia de Santa María de Lañas,False
Galicia,A Coruna,Arteixo,Arteixo,Casa Rectoral,Casa rectoral e iglesario,True,Parroquia de Santa María de Lañas,False
Galicia,A Coruna,Arteixo,Arteixo,cementerio y atrio en Iglesario,Prado,False,Parroquia de Santa María de Lañas,False
Galicia,A Coruna,Arteixo,Arteixo,Ermita,Ermita,True,Parroquia de Santa María de Lañas,False
Galicia,A Coruna,Arteixo,Arteixo,Cementerio,"Templo-atrio, cementerio",True,Parroquia de Santiago de Arteixo,False
Galicia,A Coruna,Arteixo,Arteixo,"Casa de Fábria, Atrio y Templo","Templo, casa fábrica y atrio",True,Parroquia de San Pedro de Sorrizo,False
Galicia,A Coruna,Arteixo,Arteixo,Finca Llamada Iglesario,Finca,False,Parroquia de San Pedro de Sorrizo,False
Galicia,A Coruna,Arteixo,Arteixo,Finca Conocida por Iglesario,Finca,False,Parroquia de San Pedro de Sorrizo,False
Galicia,A Coruna,Arteixo,Arteixo,Casa Rectoral,Casa rectoral e iglesario,True,Parroquia de Santa María de Pastoriza,False
Galicia,A Coruna,Arteixo,Arteixo,Vivienda,Vivienda coadjutor,True,Parroquia de Santa María de Pastoriza,False
Galicia,A Coruna,Arteixo,Arteixo,Cementerio y Casa,"Templo-atrio , cementerio y casa coadjutor",True,Parroquia de Santa María de Pastoriza,False
Galicia,A Coruna,Arteixo,Arteixo,Templo,Templo y atrio,True,Parroquia de Santa María de Pastoriza,False
Galicia,A Coruna,Arteixo,Arteixo,Santuario,Santuario,True,Parroquia de Santa María de Pastoriza,False
Galicia,A Coruna,Arteixo,Arteixo,Monte,Monte,False,Parroquia de San Esteban de Moras,False
Galicia,A Coruna,Arteixo,Arteixo,monte iglesario II,Monte,False,Parroquia de San Esteban de Moras,False
Galicia,A Coruna,Arteixo,Arteixo,monte iglesario II,Monte,False,Parroquia de San Esteban de Moras,False
Galicia,A Coruna,Arteixo,Arteixo,Finca,Finca,False,Parroquia de San Esteban de Moras,False
Galicia,A Coruna,Arteixo,Arteixo,Finca,Finca,False,Parroquia de San Esteban de Moras,False
Galicia,A Coruna,Arteixo,Arteixo,Finca del Iglesario,Finca del iglesario,True,Parroquia de San Esteban de Moras,False
Galicia,A Coruna,Arteixo,Arteixo,cruceiro de Morás,Cruceiro,True,Parroquia de San Esteban de Moras,False
Galicia,A Coruna,Arteixo,Arteixo,prado do Cura,Prado,False,Parroquia de San Esteban de Moras,False
Galicia,A Coruna,Arteixo,Arteixo,prado de Ba,Prado,False,Parroquia de San Esteban de Moras,False
Galicia,A Coruna,Arteixo,Arteixo,"Cementerio, Templo, Casa Rectoral…","Templ, atrio-cementerio, casa rectoral e iglesario",True,Parroquia de San Esteban de Moras,False
Galicia,A Coruna,Arteixo,Arteixo,Emirta del Espíritu Santo,Ermita y atrio,True,Parroquia de San Esteban de Moras,False
Galicia,A Coruna,Arteixo,Arteixo,Casa Rectoral e Iglesario,Casa rectoral e iglesario,True,Parroquia de Santa María de Loureda,False
