Comunidad Autónoma,Provincia,REGISTRO,Municipio,Título,Tipo,Templo y dependencias complementarias,Titular,Título distinto de certificación eclesiástica
Cantabria,Cantabria,Soba,Ason- Soba,Cementerio Parroquial de Asón,Cementerio,True,Parroquia de Ason,False
Cantabria,Cantabria,Soba,Revilla de Soba,Ermita de San Lorenzo,Ermita,True,Parroquia de Revilla de Soba,False
Cantabria,Cantabria,Soba,Pilas de Sobas,Iglesia Parroquial de Pilas de Soba,Iglesia,True,Parroquia de Pilas de Soba,False
Cantabria,Cantabria,Soba,Villar de Soba,Ermita de San Miguel,Ermita,True,Parroquia de Villar de Soba,False
Cantabria,Cantabria,Soba,Quintana de Soba,Iglesia Parroquial de San Félix,Iglesia,True,Parroquia de Qintana de Soba,False
Cantabria,Cantabria,Soba,Veguilla de Soba,Iglesia Parroquial de San Mamés,Iglesia,True,Parroquia de Veguilla de Soba,False
Cantabria,Cantabria,Soba,Villar de Soba,Iglesia Parroquial de Villar de Soba,Iglesia,True,Parroquia de Villar de Soba,False
Cantabria,Cantabria,Soba,Villar de Soba,Terreno al sitio de Llano alrededor de la iglesia,Rustica,False,Parroquia de Villar de Soba,False
Cantabria,Cantabria,Campoo de Yuso,Campoo de Yuso,Iglesia de San Juan Bautista de Quintana-Monegro,Iglesia,True,Parroquia de Quintana Monegro,False
Cantabria,Cantabria,Campoo de Yuso,Campoo de Yuso,Iglesia de Santa Cecilia de Monegro,Iglesia,True,Parroquia de Monegro,False
Cantabria,Cantabria,Campoo de Yuso,Campoo de Yuso,Iglesia de Santa Lucia y Cementerio de Villasuso,Cementerio e iglesia,True,Parroquia de Villasuso Yuso,False
Cantabria,Cantabria,Campoo de Yuso,Campoo de Yuso,Cementerio e Iglesia de San Millán de Servillejas,Cementerio e iglesia,True,Parroquia de Servillas de Servillejas,False
Cantabria,Cantabria,Campoo de Yuso,Campoo de Yuso,Iglesia de San Cornelio y Cipriano de Lanchares,Iglesia,True,Parroquia de Lanchares,False
Cantabria,Cantabria,Campoo de Yuso,Campoo de Yuso,Ermita de San Roque de Lanchares,Ermita,True,Parroquia de Lanchares,False
Cantabria,Cantabria,Campoo de Yuso,Campoo de Yuso,Cementerio de Lanchares,Cementerio,True,Parroquia de Lanchares,False
Cantabria,Cantabria,Campoo de Yuso,Campoo de Yuso,Iglesia de San Millán de Aldueso,Iglesia,True,Parroquia de Aldueso Villapaderne,False
Cantabria,Cantabria,Campoo de Yuso,Campoo de Yuso,Iglesia de Nuestra Señora de los Angeles de Corconte,Iglesia,True,Parroquia de Corconte,False
Cantabria,Cantabria,Campoo de Yuso,Campoo de Yuso,Cementerio de Corconte,Cementerio,True,Parroquia de Corconte,False
Cantabria,Cantabria,Campoo de Yuso,Campoo de Yuso,Iglesia de San Andrés,Iglesia,True,Parroquia de Población Yuso,False
Cantabria,Cantabria,Campoo de Yuso,Campoo de Yuso,Ermita Asunción de la Virgen,Ermita,True,Parroquia de Población Yuso,False
Cantabria,Cantabria,Campoo de Yuso,Campoo de Yuso,Cementerio de La Población de Yuso,Cementerio,True,Parroquia de Población Yuso,False
Cantabria,Cantabria,Campoo de Yuso,Campoo de Yuso,Parroquia San Miguel Arcangel,Iglesia,True,Parroquia de Riva,False
Cantabria,Cantabria,Campoo de Yuso,Campoo de Yuso,Cementerio de La Riva,Cementerio,True,Parroquia de Riva,False
Cantabria,Cantabria,Campoo de Yuso,Campoo de Yuso,Parroquia de San Vicente,Iglesia,True,Parroquia de Quintanamanil de Costana,False
Cantabria,Cantabria,Campoo de Yuso,Campoo de Yuso,Parroquia de Santa Agueda,Iglesia,True,Parroquia de Quintanamanil de Costana,False
Cantabria,Cantabria,Campoo de Yuso,Campoo de Yuso,Cementerio de La Costana,Cementerio,True,Parroquia de Quintanamanil de Costana,False
Cantabria,Cantabria,Campoo de Yuso,Campoo de Yuso,Casa rectoral de la Población de Yuso,Casa rectoral,True,Parroquia de Población Yuso,False
Cantabria,Cantabria,Campoo de Yuso,Campoo de Yuso,Parroquia de San Román y ruinas en Orzales,Iglesia,True,Parroquia de Orzales,False
Cantabria,Cantabria,En medio,En medio,Solar sin edificar en Requejo,Terreno,False,Parroquia Requejo,False
Cantabria,Cantabria,En medio,En medio,Iglesia de San Pedro de Requejo,Iglesia,True,Parroquia Requejo,False
Cantabria,Cantabria,En medio,En medio,Cementerio de Requejo,Cementerio,True,Parroquia Requejo,False
Cantabria,Cantabria,En medio,En medio,Terreno en Nestares-San Salvador,Terreno,False,Parroquia de Nestares,False
Cantabria,Cantabria,En medio,En medio,Iglesia San Salvador en Nestares,Iglesia,True,Parroquia de Nestares,False
Cantabria,Cantabria,En medio,En medio,Cementerio de Nestares-San Salvador 13,Cementerio,True,Parroquia de Nestares,False
Cantabria,Cantabria,En medio,En medio,Iglesia Santa María de Retortillo,Iglesia,True,Parroquia de Retortillo,False
Cantabria,Cantabria,En medio,En medio,Iglesia Santa Sofia y Santa Rufina de Horna de Ebro,Iglesia,True,Horna de Ebro,False
Cantabria,Cantabria,En medio,En medio,Terreno en Matamorosa- Páramos 30,Terreno,False,Parroquia de Matamorosa,False
Cantabria,Cantabria,En medio,En medio,Iglesia parroquial San Miguel de Matamorosa,Iglesia,True,Parroquia de Matamorosa,False
Cantabria,Cantabria,En medio,En medio,Cementerio de Matamorosa-San Miguel,Cementerio,True,Parroquia de Matamorosa,False
Cantabria,Cantabria,En medio,En medio,Iglesia San José de Fresno del Rio,Iglesia,True,Fresno del Río,False
Cantabria,Cantabria,En medio,En medio,Cementerio de Fresno del Rio,Cementerio,True,Fresno del Río,False
Cantabria,Cantabria,En medio,En medio,Iglesia de Santa Juliana de Aldueso,Iglesia,True,Parroquia de Aldueso de Villapaderne,False
Cantabria,Cantabria,En medio,En medio,Iglesia San Cipriano de Fontecha,Iglesia,True,Parroquia de Fontecha,False
Cantabria,Cantabria,En medio,En medio,Iglesia de Santiago y Cementerio de Celada Marlantes,Iglesia,True,Parroquia de Celada Marlantes,False
Cantabria,Cantabria,En medio,En medio,Ermita de Santa Barbara en Villafría,Ermita,True,Parroquia de Retortillo,False
Cantabria,Cantabria,En medio,En medio,Cementerio parroquial de Fontecha,Cementerio,True,Parroquia de Fontecha,False
Cantabria,Cantabria,Hermandad,Hermandad,Ermita de San Miguel en Soto,Ermita,True,Obispado de Santander,False
Cantabria,Cantabria,Hermandad,Hermandad,Solar en Salces Polígono 11 Parcela 81,Terreno,False,Obispado de Santander,False
Cantabria,Cantabria,Hermandad,Hermandad,Solar en Salces Polígono 13 Parcela 6,Terreno,False,Obispado de Santander,False
Cantabria,Cantabria,Hermandad,Hermandad,Parroquia de San Miguel y Cementerio de Salces,Iglesia y cementerio,True,Obispado de Santander,False
Cantabria,Cantabria,Hermandad,Hermandad,Iglesia de Santiago en Espinilla,Iglesia,True,Parroquia de Espinilla de Paracuelles,False
Cantabria,Cantabria,Hermandad,Hermandad,Cementerio de Espinilla,Cementerio,True,Parroquia de Espinilla de Paracuelles,False
Cantabria,Cantabria,Hermandad,Hermandad,Iglesia de San Andrés y Cementerio de Paracuelles,Iglesia y cementerio,True,Parroquia de Espinilla de Paracuelles,False
Cantabria,Cantabria,Hermandad,Hermandad,Terreno en Camino Polígono 21 Parcela 172,Terreno,False,Parroquia del Camino,False
Cantabria,Cantabria,Hermandad,Hermandad,"Terreno en Camino, sitio La Lomba, Polígono 21,  Parcela 202",Terreno,False,Parroquia del Camino,False
Cantabria,Cantabria,Hermandad,Hermandad,"Terreno en Camino al sitio del Hoyo, Polígono 21 Parcela 224",Terreno,False,Parroquia del Camino,False
Cantabria,Cantabria,Hermandad,Hermandad,"Terreno en Camino al sitio del Pozo, Polígono 21 Parcela 107",Terreno,False,Parroquia del Camino,False
Cantabria,Cantabria,Hermandad,Hermandad,Terreno en Camino al sitio de La Yosa   Polígono 21  Parcela 266,Terreno,False,Parroquia del Camino,False
Cantabria,Cantabria,Hermandad,Hermandad,Parroquia de San Miguel de Camino,Iglesia,True,Parroquia del Camino,False
Cantabria,Cantabria,Hermandad,Hermandad,Parroquia de Santa Maria en Serna de Argueso,Iglesia,True,Parroquia de Serna Argueso,False
Cantabria,Cantabria,Hermandad,Hermandad,Terreno en La Miña al sitio de Praonuevo poligono 17 Parcela 51,Terreno,False,Parroquia de La Miña,False
Cantabria,Cantabria,Hermandad,Hermandad,Terreno en La Miña al sitio de La Iglesia Polígono 17 Parcela 76,Terreno,False,Parroquia de La Miña,False
Cantabria,Cantabria,Hermandad,Hermandad,Terreno en la Miña al sitio de Las Hoyas Polígono 17 Parcela 83,Terreno,False,Parroquia de La Miña,False
Cantabria,Cantabria,Hermandad,Hermandad,Iglesia Santa Cecilia en La Miña,Iglesia,True,Parroquia de La Miña,False
Cantabria,Cantabria,Hermandad,Hermandad,Iglesia San Pelayo de Naveda,Iglesia,True,Parroquia de Naveda,False
Cantabria,Cantabria,Hermandad,Hermandad,Cementerio en Naveda,Cementerio,True,Parroquia de Naveda,False
Cantabria,Cantabria,Hermandad,Hermandad,Terreno en Ormas al sitio de Lidota Polígono 45 Parcela 156,Terreno,False,Parroquia de Ormas,False
Cantabria,Cantabria,Hermandad,Hermandad,Iglesia de San Andrés en Ormas,Iglesia,True,Parroquia de Ormas,False
Cantabria,Cantabria,Hermandad,Hermandad,"Terreno en Izara al sitio de Praomayor, Polígono 1 Parcela 49",Terreno,False,Parroquia de Izara,False
Cantabria,Cantabria,Hermandad,Hermandad,"Terreno en Izara al sitio de Praos Arroyo, Polígono 1 Parcela 217",Terreno,False,Parroquia de Izara,False
Cantabria,Cantabria,Hermandad,Hermandad,"Terreno en Izara al sitio de Soto, Polígono 2 Parcela 462",Terreno,False,Parroquia de Izara,False
Cantabria,Cantabria,Hermandad,Hermandad,Iglesia de San Andrés de Izara,Iglesia,True,Parroquia de Izara,False
Cantabria,Cantabria,Hermandad,Hermandad,Cementerio de Izara Polígono 3 Parcela 122,Cementerio,True,Parroquia de Izara,False
Cantabria,Cantabria,Hermandad,Hermandad,Terreno en Entrambasaguas al sitio de Las Lanchas Polígono 64 Parcela 100,Terreno,False,Parroquia de Entrambasaguas,False
Cantabria,Cantabria,Hermandad,Hermandad,Terreno en Entrambasaguas al sitio de Riaño Polígono 64 Parcela 151,Terreno,False,Parroquia de Entrambasaguas,False
Cantabria,Cantabria,Hermandad,Hermandad,Terreno en Entrambasaguas al sitio de Riaño poligono 64 Parcela 155,Terreno,False,Parroquia de Entrambasaguas,False
Cantabria,Cantabria,Hermandad,Hermandad,Iglesia de San Andrés de Entrambasaguas,Iglesia,True,Parroquia de Entrambasaguas,False
Cantabria,Cantabria,Hermandad,Hermandad,Cementerio de Entrambasaguas Polígono 62 Parcela 329,Cementerio,True,Parroquia de Entrambasaguas,False
Cantabria,Cantabria,Hermandad,Hermandad,Iglesia de San Román de Celada de los Calderones,Iglesia,True,Parroquia de Celada Calderones,False
Cantabria,Cantabria,Hermandad,Hermandad,Cementerio de Celada de los Calderones 72,Cementerio,True,Parroquia de Celada Calderones,False
Cantabria,Cantabria,Hermandad,Proano,Terreno  al sitio de Praolama  Polígono 45 Parcela 139,Terreno,False,Parroquia de Proaño,False
Cantabria,Cantabria,Hermandad,Proano,Terreno  al sitio de Lanchona  Polígono 46 Parcela 115,Terreno,False,Parroquia de Proaño,False
Cantabria,Cantabria,Hermandad,Proano,Terreno  al sitio de Solinde  Polígono 46 Parcela 164,Terreno,False,Parroquia de Proaño,False
Cantabria,Cantabria,Hermandad,Proano,Terreno  al sitio de Solinde  Polígono 46 Parcela 169,Terreno,False,Parroquia de Proaño,False
Cantabria,Cantabria,Hermandad,Proano,Terreno  al sitio de La Planchada  Polígono 47 Parcela 73,Terreno,False,Parroquia de Proaño,False
Cantabria,Cantabria,Hermandad,Proano,Terreno  al sitio de Huertos  Polígono 46 Parcela 87,Terreno,False,Parroquia de Proaño,False
Cantabria,Cantabria,Hermandad,Proano,Terreno  al sitio de Eros  Polígono 47 Parcela 97,Terreno,False,Parroquia de Proaño,False
Cantabria,Cantabria,Hermandad,Proano,Terreno  al sitio de Pastor  Polígono 47 Parcela 162,Terreno,False,Parroquia de Proaño,False
Cantabria,Cantabria,Hermandad,Proano,Terreno  al sitio de Las Cuartas  Polígono 47 Parcela 182,Terreno,False,Parroquia de Proaño,False
Cantabria,Cantabria,Hermandad,Proano,Terreno  al sitio de Jardín  Polígono 47 Parcela 231,Terreno,False,Parroquia de Proaño,False
Cantabria,Cantabria,Hermandad,Proano,Terreno  al sitio de Praolumbre  Polígono 47 Parcela 234,Terreno,False,Parroquia de Proaño,False
Cantabria,Cantabria,Hermandad,Proano,Terreno  al sitio de San Roque  Polígono 47 Parcela 241,Terreno,False,Parroquia de Proaño,False
Cantabria,Cantabria,Hermandad,Proano,Terreno  al sitio de Coterón Polígono 47 Parcela 246,Terreno,False,Parroquia de Proaño,False
Cantabria,Cantabria,Hermandad,Proano,Terreno  al sitio de Suertes  Polígono 47 Parcela 250,Terreno,False,Parroquia de Proaño,False
Cantabria,Cantabria,Hermandad,Proano,Terreno  al sitio de Planchada Abajo  Polígono 47 Parcela 273,Terreno,False,Parroquia de Proaño,False
Cantabria,Cantabria,Hermandad,Proano,Terreno  al sitio de Coteras  Polígono 47 Parcela 277,Terreno,False,Parroquia de Proaño,False
Cantabria,Cantabria,Hermandad,Proano,Terreno  al sitio del Hortal  Polígono 47 Parcela 313,Terreno,False,Parroquia de Proaño,False
Cantabria,Cantabria,Hermandad,Proano,Terreno  al sitio de El Pontón Polígono 48 Parcela 193,Terreno,False,Parroquia de Proaño,False
Cantabria,Cantabria,Hermandad,Proano,Terreno  al sitio de Badillo  Polígono 48 Parcela 233,Terreno,False,Parroquia de Proaño,False
Cantabria,Cantabria,Hermandad,Proano,Terreno  al sitio de Pelilla Polígono 48 Parcela 264,Terreno,False,Parroquia de Proaño,False
Cantabria,Cantabria,Hermandad,Proano,Terreno  al sitio de Prao Verde Polígono 47 Parcela 356,Terreno,False,Parroquia de Proaño,False
Cantabria,Cantabria,Hermandad,Proano,Iglesia de San Cipriano,Iglesia,True,Parroquia de Proaño,False
Cantabria,Cantabria,Hermandad,Proano,Cementerio,Cementerio,True,Parroquia de Proaño,False
Cantabria,Cantabria,Hermandad,Suano,Terreno al sitio de Cuesta  Polígono 5 Parcela 73,Terreno,False,Parroquia de Suano,False
Cantabria,Cantabria,Hermandad,Suano,Iglesia de San Justo y Pastor,Iglesia,True,Parroquia de Suano,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno  al sitio de Sosa  Polígono 16 Parcela 158,Terreno,False,Parroquia de Fontibre,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno  al sitio de Sosa  Polígono 16 Parcela 161,Terreno,False,Parroquia de Fontibre,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno  al sitio de Escaleruco  Polígono 17 Parcela 70,Terreno,False,Parroquia de Fontibre,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno  al sitio de Sosa  Polígono 16 Parcela 150,Terreno,False,Parroquia de Fontibre,False
Cantabria,Cantabria,Hermandad,Fontibre,Iglesia de San Félix de Fontibre,Iglesia,True,Parroquia de Fontibre,False
Cantabria,Cantabria,Hermandad,Fontibre,Iglesia de San Pedro en Villacantid,Iglesia,True,Parroquia de Villacantid,False
Cantabria,Cantabria,Hermandad,Fontibre,Iglesia de Santa María La Mayor en Villacantid,Iglesia,True,Parroquia de Villacantid,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en La Población de Suso al sitio de Rosalon  Polígono 55 Parcela 99,Terreno,False,Parroquia de Población Campoo Suso,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en La Población de Suso al sitio de Poza  Polígono 55 Parcela 153,Terreno,False,Parroquia de Población Campoo Suso,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en La Población de Suso al sitio de Llamías  Polígono 55 Parcela 191,Terreno,False,Parroquia de Población Campoo Suso,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en La Población de Suso al sitio de Casa Arriba  Polígono 55 Parcela 222,Terreno,False,Parroquia de Población Campoo Suso,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en La Población de Suso al sitio de Casa Arriba Polígono 55 Parcela 257,Terreno,False,Parroquia de Población Campoo Suso,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en La Población de Suso al sitio de Mansegar Polígono 55 Parcela 312,Terreno,False,Parroquia de Población Campoo Suso,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en La Población de Suso al sitio de Mansegar   Polígono 55 Parcela 330,Terreno,False,Parroquia de Población Campoo Suso,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en La Población de Suso al sitio de Mansegar  Polígono 55 Parcela 332,Terreno,False,Parroquia de Población Campoo Suso,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en La Población de Suso al sitio de Conchas  Polígono 55 Parcela 379,Terreno,False,Parroquia de Población Campoo Suso,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en La Población de Suso al sitio de Trascastrillo  Polígono 55 Parcela 447,Terreno,False,Parroquia de Población Campoo Suso,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en La Población de Suso al sitio de Arcellano  Polígono 55 Parcela 62,Terreno,False,Parroquia de Población Campoo Suso,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en La Población de Suso al sitio de Cuadrado  Polígono 55 Parcela 47,Terreno,False,Parroquia de Población Campoo Suso,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en La Población de Suso al sitio de Prazadón  Polígono 55 Parcela 197,Terreno,False,Parroquia de Población Campoo Suso,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en La Población de Suso al sitio de Llamías Polígono 55 Parcela 193,Terreno,False,Parroquia de Población Campoo Suso,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en La Población de Suso al sitio de Costana  Polígono 55 Parcela 483,Terreno,False,Parroquia de Población Campoo Suso,False
Cantabria,Cantabria,Hermandad,Fontibre,Iglesia de San Estebán en la Población,Iglesia,True,Parroquia de Población Campoo Suso,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en Fontecha al sitio del Pozo   Polígono 21 Parcela 107,Terreno,False,Parroquia de Fontecha,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en Mazandreo al sitio de El Otero  Polígono 65 Parcela 208,Terreno,False,Parroquia de Mazandrero,False
Cantabria,Cantabria,Hermandad,Fontibre,Iglesia de San Lorenzo de Mazandrero,Iglesia,True,Parroquia de Mazandrero,False
Cantabria,Cantabria,Hermandad,Fontibre,Cementerio de Mazandrero,Cementerio,True,Parroquia de Mazandrero,False
Cantabria,Cantabria,Hermandad,Fontibre,Iglesia de Santo Tomás de La Lomba,Iglesia,True,Parroquia de La Lomba,False
Cantabria,Cantabria,Hermandad,Fontibre,Cementerio de La Lomba,Cementerio,True,Parroquia de La Lomba,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en Hoz de Abiada al sitio de Mirabueno  Polígono 58 Parcela 296,Terreno,False,Parroquia de la Hoz de Abiada,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en Hoz de Abiada al sitio de Errén  Polígono 60 Parcela 23,Terreno,False,Parroquia de la Hoz de Abiada,False
Cantabria,Cantabria,Hermandad,Fontibre,Iglesia de Santa Maria de la Hoz de Abiada,Iglesia,True,Parroquia de la Hoz de Abiada,False
Cantabria,Cantabria,Hermandad,Fontibre,Cementerio de la Hoz de Abiada,Cementerio,True,Parroquia de la Hoz de Abiada,False
Cantabria,Cantabria,Hermandad,Fontibre,Iglesia de San Martín y Cementerio de Soto,Iglesia y cementerio,True,Parroquia de Soto,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en Soto al sitio de Los Acebos,Terreno,False,Parroquia de Soto,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en Soto al sitio de   Los Acebos,Terreno,False,Parroquia de Soto,False
Cantabria,Cantabria,Hermandad,Fontibre,Iglesia de San Justo y Pastor de  Villar,Iglesia,True,Parroquia de Villar,False
Cantabria,Cantabria,Hermandad,Fontibre,Ermita de Las Nieves o de la Virgen del Abra y la Casa del Ermitaño de Villar,"Ermita, casa y terreno",True,Parroquia de Villar,False
Cantabria,Cantabria,Hermandad,Fontibre,Cementerio de Villar al sitio del Val,Cementerio,True,Parroquia de Villar,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en Villar al sitio de la Ermita,Terreno,False,Parroquia de Villar,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en Villar al sitio de el Picón,Terreno,False,Parroquia de Villar,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en Villar al sitio de El Errino,Terreno,False,Parroquia de Villar,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en Villar al sitio de Santa Lucia,Terreno,False,Parroquia de Villar,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en Villar al sitio de la Cuesta,Terreno,False,Parroquia de Villar,False
Cantabria,Cantabria,Hermandad,Fontibre,Terreno en Soto y Ormas al sitio de Sosa,Terreno,False,Parroquia de Ormas y Soto,False
Cantabria,Cantabria,Pesquera,Pesquera,Terreno  al sitio de El Hoyo Polígono 1 Parcela 213,Terreno,False,Parroquia de Pie Concha Cobejo,False
Cantabria,Cantabria,Pesquera,Pesquera,Terreno  al sitio de Noceos Polígono 173,Terreno,False,Parroquia de Pie Concha Cobejo,False
Cantabria,Cantabria,Pesquera,Pesquera,Terreno  al sitio de Prao LLano Polígono 2 Parcela 157,Terreno,False,Parroquia de Pie Concha Cobejo,False
Cantabria,Cantabria,Pesquera,Pesquera,Terreno  al sitio de Las Brenas Polígono 2 Parcela 254,Terreno,False,Parroquia de Pesquera,False
Cantabria,Cantabria,Pesquera,Pesquera,Terreno  al sitio de Brenas Polígono 2 Parcela 255,Terreno,False,Parroquia de Pesquera,False
Cantabria,Cantabria,Pesquera,Pesquera,Terreno  al sitio de Brenas Polígono 2 Parcela 256,Terreno,False,Parroquia de Pesquera,False
Cantabria,Cantabria,Pesquera,Pesquera,Terreno  al sitio de Lamas Polígono 2 Parcela 102,Terreno,False,Parroquia de Pesquera,False
Cantabria,Cantabria,Pesquera,Pesquera,Terreno  al sitio de Lamas Polígono 2 Parcela 75,Terreno,False,Parroquia de Pesquera,False
Cantabria,Cantabria,Pesquera,Pesquera,Terreno  al sitio de Lamas Polígono 2 Parcela 67,Terreno,False,Parroquia de Pesquera,False
Cantabria,Cantabria,Pesquera,Pesquera,Terreno  al sitio de Lamas Polígono 2 Parcela 100,Terreno,False,Parroquia de Pesquera,False
Cantabria,Cantabria,Pesquera,Pesquera,Terreno  al sitio de Haya Polígono 2 Parcela 441,Terreno,False,Parroquia de Pesquera,False
Cantabria,Cantabria,Pesquera,Pesquera,Terreno  al sitio de Gándaras Polígono 2 Parcela 252,Terreno,False,Parroquia de Pesquera,False
Cantabria,Cantabria,Pesquera,Pesquera,Terreno  al sitio de Lamas Polígono 2 Parcela 34,Terreno,False,Parroquia de Pesquera,False
Cantabria,Cantabria,Pesquera,Pesquera,Iglesia de San Miguel en Pesquera,Iglesia,True,Parroquia de Pesquera,False
Cantabria,Cantabria,Pesquera,Pesquera,Ermita de Nuestra Señora de Somaconcha de Pesquera,Ermita,True,Parroquia de Pesquera,False
Cantabria,Cantabria,Pesquera,Pesquera,Cementerio de Pesquera,Cementerio,True,Parroquia de Pesquera,False
Cantabria,Cantabria,Pesquera,Pesquera,Parroquia de San Sebastián de Reinosa,Iglesia,True,Parroquia de Reinosa,False
Cantabria,Cantabria,Pesquera,Pesquera,Casa parroquial en Las Rozas,Casa parroquial,True,Obispado de Santander,False
Cantabria,Cantabria,Pesquera,Pesquera,"Casa rectoral con Terreno en Llano, 7",Casa rectoral,True,Obispado de Santander,False
Cantabria,Cantabria,Pesquera,Pesquera,Iglesia de Santa Juliana de Llano,Iglesia,True,Parroquia del Llano,False
Cantabria,Cantabria,Pesquera,Valdearroyo,Iglesia de San Martín de Renedo,Iglesia,True,Parroquia de Renedo de Valdearroyo,False
Cantabria,Cantabria,Pesquera,Valdearroyo,Cementerio de Villanueva de las Rozas 1,Cementerio,True,Parroquia de Villanueva de las Rozas,False
Cantabria,Cantabria,Pesquera,Valdearroyo,Cementerio de Villanueva de las Rozas 7,Cementerio,True,Parroquia de Villanueva de las Rozas,False
Cantabria,Cantabria,Pesquera,Valdearroyo,Cementerio de Villanueva de las Rozas Polígono 12 Parcela 13,Cementerio,True,Parroquia de Villanueva de las Rozas,False
Cantabria,Cantabria,Pesquera,Valdearroyo,Terreno en Las Rozas de Valdearroyo al sitio del Cementerio Polígono 12 Parcela 12,Terreno,False,Parroquia de las Rozas de Valderroyo,False
Cantabria,Cantabria,Pesquera,Valdearroyo,Iglesia de San Pedro en Las Rozas,Iglesia,True,Parroquia de las Rozas de Valderroyo,False
Cantabria,Cantabria,San Miguel de Aguayo,San Miguel de Aguayo,Terreno  al sitio de Solerana Polígono 3 Parcela 140,Terreno,False,Parroquia de Santa María Aguayo,False
Cantabria,Cantabria,San Miguel de Aguayo,Santa Maria de Aguayo,Terreno  al sitio de Yugón Polígono 3 Parcela 121,Terreno,False,Parroquia de Santa María Aguayo,False
Cantabria,Cantabria,San Miguel de Aguayo,Santa Maria de Aguayo,Terreno  al sitio de Yugón Polígono 3 Parcela 116,Terreno,False,Parroquia de Santa María Aguayo,False
Cantabria,Cantabria,San Miguel de Aguayo,Santa Maria de Aguayo,Terreno  al sitio de Berezos Polígono 3 Parcela 170,Terreno,False,Parroquia de Santa María Aguayo,False
Cantabria,Cantabria,San Miguel de Aguayo,Santa Maria de Aguayo,Terreno  al sitio de Entrecarrera Polígono 3 Parcela 396,Terreno,False,Parroquia de Santa María Aguayo,False
Cantabria,Cantabria,San Miguel de Aguayo,Santa Maria de Aguayo,Terreno  al sitio de Llanos Polígono 3 Parcela 268,Terreno,False,Parroquia de Santa María Aguayo,False
Cantabria,Cantabria,San Miguel de Aguayo,Santa Maria de Aguayo,Terreno  al sitio de Llanos Polígono3 Parcela 268,Terreno,False,Parroquia de Santa María Aguayo,False
Cantabria,Cantabria,San Miguel de Aguayo,Santa Maria de Aguayo,Terreno  al sitio de Solerana Polígono 3 Parcela 150,Terreno,False,Parroquia de Santa María Aguayo,False
Cantabria,Cantabria,San Miguel de Aguayo,Santa Maria de Aguayo,Terreno  al sitio de Mies Polígono 1 Parcela 144,Terreno,False,Parroquia de Santa María Aguayo,False
Cantabria,Cantabria,San Miguel de Aguayo,Santa Maria de Aguayo,Iglesia de Santa María de Santa Maria de Aguayo,Iglesia,True,Parroquia de Santa María Aguayo,False
Cantabria,Cantabria,San Miguel de Aguayo,San Miguel de Aguayo,Terreno  al sitio de Cuestamanil  Polígono 5 Parcela 291,Terreno,False,Parroquia de San Miguel Aguayo,False
Cantabria,Cantabria,San Miguel de Aguayo,San Miguel de Aguayo,Terreno  al sitio de Corvas Polígono 5 Parcela 254,Terreno,False,Parroquia de San Miguel Aguayo,False
Cantabria,Cantabria,San Miguel de Aguayo,San Miguel de Aguayo,Terreno  al sitio de Valtazones Polígono 3 Parcela 789,Terreno,False,Parroquia de San Miguel Aguayo,False
Cantabria,Cantabria,San Miguel de Aguayo,San Miguel de Aguayo,Terreno  al sitio de Turquía Polígono 3 Parcela 378,Terreno,False,Parroquia de San Miguel Aguayo,False
Cantabria,Cantabria,San Miguel de Aguayo,San Miguel de Aguayo,Terreno  al sitio de Turquía Polígono 3 Parcela 735,Terreno,False,Parroquia de San Miguel Aguayo,False
Cantabria,Cantabria,San Miguel de Aguayo,San Miguel de Aguayo,Terreno  al sitio de La Mies Polígono 1  Parcela 121,Terreno,False,Parroquia de San Miguel Aguayo,False
