Comunidad Autónoma,Provincia,REGISTRO,Municipio,Título,Tipo,Templo y dependencias complementarias,Titular,Título distinto de certificación eclesiástica
Canarias-Tenerife,Canarias-Tenerife,Santa Cruz de la Palma,Santa Cruz de La Palma,Iglesia de la Luz y San Telmo,Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Santa Cruz de la Palma,Santa Cruz de La Palma,Iglesia de San Sebastián,Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Santa Cruz de la Palma,Santa Cruz de La Palma,Iglesia de Santo Domingo,Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Santa Cruz de la Palma,Santa Cruz de La Palma,Iglesia de Calcinas,Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Santa Cruz de la Palma,Tazacorte,Iglesia de San Miguel de Tazacorte,Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Santa Cruz de la Palma,Tazacorte,Casa parroquial,Terreno + Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Villa de Mazo,Villa de Mazo,Terreno en Montaña del Azufre,Terreno,False,Parroquia Matriz de El Salvador,False
Canarias-Tenerife,Canarias-Tenerife,Villa de Mazo,Villa de Mazo,Huerto rectoral,Solar,False,Parroquia de San Blas de la Villa,True
Canarias-Tenerife,Canarias-Tenerife,Villa de Mazo,Villa de Mazo,Terreno y la iglesia de San Blas,Terreno + Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Villa de Mazo,Villa de Mazo,Terreno y la iglesia de Santo Domingo de Guzman,Terreno + Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Villa de Mazo,Villa de Mazo,Terreno y la iglesia de Nuestra Señora de Los Dolores,Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Villa de Mazo,Villa de Mazo,Ermita de Santa Rosalia,Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Villa de Mazo,Villa de Mazo,Terreno,Terreno,False,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Villa de Mazo,Villa de Mazo,Terreno y la ermita de San Juan Bautista,Terreno + Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Villa de Mazo,Villa de Mazo,Terreno,Terreno,False,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Santa Cruz de Tenerife Nº 1,Santa Cruz de Tenerife,Iglesia San Juan Bautista,Local,False,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Santa Cruz de Tenerife Nº 1,Santa Cruz de Tenerife,Iglesia de San Pedro,Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Santa Cruz de Tenerife Nº 1,Santa Cruz de Tenerife,Iglesia San Andrés,Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Santa Cruz de Tenerife Nº 1,Santa Cruz de Tenerife,Iglesia Virgen de las Nieves,Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Santa Cruz de Tenerife Nº 1,Santa Cruz de Tenerife,Iglesia Nuestra Señora de Fátima,Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Santa Cruz de Tenerife Nº 1,Santa Cruz de Tenerife,Iglesia Nuestra Señora del Pilar,Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Santa Cruz de Tenerife Nº 1,Santa Cruz de Tenerife,"Iglesia San Francisco, Capilla de la Orden Tercera y Residencia de la Orden Franciscana",Iglesia,True,Franciscanos Frailes Menores Provincia Bética Franciscana,False
Canarias-Tenerife,Canarias-Tenerife,Santa Cruz de Tenerife Nº 03,Santa cruz de tenerife,Iglesia de Santo Domingo de Guzmán y complejo parroquial,Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Santa Cruz de Tenerife Nº 04,Candelaria,Basílica de Nuestra Señora de Candelaria,Basílica,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Santa Cruz de Tenerife Nº 04,Candelaria,Iglesia de Santa Ana,Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Santa Cruz de Tenerife Nº 04,Santa Cruz de Tenerife,Iglesia Nuestra Señora de la Concepción,Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Tacoronte,El Sauzal,Terreno rústico,Terreno rústico,False,Diócesis Nivariense,True
Canarias-Tenerife,Canarias-Tenerife,Tacoronte,Tacoronte,Vivienda unifamiliar,Vivienda unifamiliar,False,Parroquia San Juan Bautista,True
Canarias-Tenerife,Canarias-Tenerife,Tacoronte,Tacoronte,Iglesia de San Juan Bautista,Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Tacoronte,Tacoronte,Iglesia del Santísimo Cristo de los Dolores,Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Tacoronte,Tacoronte,Iglesia de Nuestra Señora del Carmen,Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Tacoronte,Tacoronte,Casa rectoral del Santuario del Stmo. Cristo,Casa rectoral,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Tacoronte,La Victoria,Solar,Solar,False,Parroquia San Juan Bautista La Victoria,True
Canarias-Tenerife,Canarias-Tenerife,Valverde y Registro Mercantil de Valverde,Valverde,Ermita de Santiago Apostol,Ermita,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Valverde y Registro Mercantil de Valverde,Frontera,Iglesia de Nuestra Señora de la Consolación,Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Valverde y Registro Mercantil de Valverde,Valverde,Ermita de la Sagrada Familia,Ermita,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Valverde y Registro Mercantil de Valverde,Valverde,Iglesia de San José,Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Valverde y Registro Mercantil de Valverde,Frontera,Ermita en Crrtra. General Las Puntas,Ermita,True,Parroquia de Nuestra Señora de la Candelaria,True
Canarias-Tenerife,Canarias-Tenerife,Valverde y Registro Mercantil de Valverde,Frontera,Solar en los Llanillos,Solar,False,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Valverde y Registro Mercantil de Valverde,Frontera,Iglesia de Nuestra Señora de la Candelaria,Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Valverde y Registro Mercantil de Valverde,Valverde,Iglesia de San Andrés,Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Valverde y Registro Mercantil de Valverde,Valverde,Casa parroquial,Casa parroquial,True,Parroquia de Nuestra Señora de la Concepción de Valverde,False
Canarias-Tenerife,Canarias-Tenerife,Valverde y Registro Mercantil de Valverde,Valverde,Trozo de terreno con vivienda en su interior en Carretera General de El Mocanal,Trozo de terreno con vivienda en su interior,False,"Parroquia de San Pedro Apóstol, El Mocanal",True
Canarias-Tenerife,Canarias-Tenerife,Valverde y Registro Mercantil de Valverde,Valverde,Emirta en Pozo las Calcosas,Ermita,True,"Parroquia de San Pedro Apóstol, El Mocanal",False
Canarias-Tenerife,Canarias-Tenerife,Valverde y Registro Mercantil de Valverde,Valverde,Ermita de San Telmo,Ermita,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Valverde y Registro Mercantil de Valverde,El Pinar,Casa parroquial de San Antonio,Casa parroquial,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Valverde y Registro Mercantil de Valverde,Valverde,Iglesia de San Pedro,Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Valverde y Registro Mercantil de Valverde,El Pinar,Ermita del Santisimo Cristo,Ermita,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Valverde y Registro Mercantil de Valverde,El Pinar,Iglesia de San Juan Bautista,Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Valverde y Registro Mercantil de Valverde,El Pinar,Iglesia de San Antonio Abad,Iglesia,True,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Valverde y Registro Mercantil de Valverde,Valverde,Solar en C/ Los Barriales 16G,Solar,False,Obispado de Tenerife,False
Canarias-Tenerife,Canarias-Tenerife,Valverde y Registro Mercantil de Valverde,Valverde,Ermita de Nuestra Señora de Candelaria en ECHEDO,Solar con edificación,True,Obispado de Tenerife,False
