comunidad_autonoma_codigo,codigo_ine,codigo_ine_completo,nombre_oficial,nombre_alternativo,nombre_cooficial,provincia_codigo,activo
02,22160,2216004,Naval,Naval,Naval,22,True
02,22162,2216206,Novales,Novales,Novales,22,True
02,22163,2216302,Nueno,Nueno,Nueno,22,True
02,22164,2216407,Olvena,Olvena,Olvena,22,True
02,22165,2216500,Ontiñena,Ontiñena,Ontiñena,22,True
02,22167,2216709,Osso de Cinca,Osso de Cinca,Osso de Cinca,22,True
02,22168,2216805,Palo,Palo,Palo,22,True
02,22170,2217002,Panticosa,Panticosa,Panticosa,22,True
02,22172,2217204,Peñalba,Peñalba,Peñalba,22,True
02,22173,2217300,"Peñas de Riglos, Las","Peñas de Riglos, Las","Peñas de Riglos, Las",22,True
02,22174,2217405,Peralta de Alcofea,Peralta de Alcofea,Peralta de Alcofea,22,True
02,22175,2217508,Peralta de Calasanz,Peralta de Calasanz,Peralta de Calasanz,22,True
02,22176,2217601,Peraltilla,Peraltilla,Peraltilla,22,True
02,22177,2217707,Perarrúa,Perarrúa,Perarrúa,22,True
02,22178,2217803,Pertusa,Pertusa,Pertusa,22,True
02,22181,2218107,Piracés,Piracés,Piracés,22,True
02,22182,2218202,Plan,Plan,Plan,22,True
02,22184,2218403,Poleñino,Poleñino,Poleñino,22,True
02,22186,2218609,Pozán de Vero,Pozán de Vero,Pozán de Vero,22,True
02,22187,2218705,"Puebla de Castro, La","Puebla de Castro, La","Puebla de Castro, La",22,True
02,22188,2218801,Puente de Montañana,Puente de Montañana,Puente de Montañana,22,True
02,22902,2290201,Puente la Reina de Jaca,Puente la Reina de Jaca,Puente la Reina de Jaca,22,True
02,22189,2218904,Puértolas,Puértolas,Puértolas,22,True
02,22190,2219008,"Pueyo de Araguás, El","Pueyo de Araguás, El","Pueyo de Araguás, El",22,True
02,22193,2219306,Pueyo de Santa Cruz,Pueyo de Santa Cruz,Pueyo de Santa Cruz,22,True
02,22195,2219504,Quicena,Quicena,Quicena,22,True
02,22197,2219703,Robres,Robres,Robres,22,True
02,22199,2219902,Sabiñánigo,Sabiñánigo,Sabiñánigo,22,True
02,22200,2220006,Sahún,Sahún,Sahún,22,True
02,22201,2220103,Salas Altas,Salas Altas,Salas Altas,22,True
02,22202,2220208,Salas Bajas,Salas Bajas,Salas Bajas,22,True
02,22203,2220304,Salillas,Salillas,Salillas,22,True
02,22204,2220409,Sallent de Gállego,Sallent de Gállego,Sallent de Gállego,22,True
02,22205,2220502,San Esteban de Litera,San Esteban de Litera,San Esteban de Litera,22,True
02,22207,2220701,San Juan de Plan,San Juan de Plan,San Juan de Plan,22,True
02,22903,2290307,San Miguel del Cinca,San Miguel del Cinca,San Miguel del Cinca,22,True
02,22206,2220605,Sangarrén,Sangarrén,Sangarrén,22,True
02,22208,2220807,Santa Cilia,Santa Cilia,Santa Cilia,22,True
02,22209,2220900,Santa Cruz de la Serós,Santa Cruz de la Serós,Santa Cruz de la Serós,22,True
02,22906,2290608,Santa María de Dulcis,Santa María de Dulcis,Santa María de Dulcis,22,True
02,22212,2221206,Santaliestra y San Quílez,Santaliestra y San Quílez,Santaliestra y San Quílez,22,True
02,22213,2221302,Sariñena,Sariñena,Sariñena,22,True
02,22214,2221407,Secastilla,Secastilla,Secastilla,22,True
02,22215,2221500,Seira,Seira,Seira,22,True
02,22217,2221709,Sena,Sena,Sena,22,True
02,22218,2221805,Senés de Alcubierre,Senés de Alcubierre,Senés de Alcubierre,22,True
02,22220,2222002,Sesa,Sesa,Sesa,22,True
02,22221,2222109,Sesué,Sesué,Sesué,22,True
02,22222,2222204,Siétamo,Siétamo,Siétamo,22,True
02,22223,2222300,Sopeira,Sopeira,Sopeira,22,True
02,22904,2290402,"Sotonera, La","Sotonera, La","Sotonera, La",22,True
02,22225,2222508,Tamarite de Litera,Tamarite de Litera,Tamarite de Litera,22,True
02,22226,2222601,Tardienta,Tardienta,Tardienta,22,True
02,22227,2222707,Tella-Sin,Tella,Sin,22,True
02,22228,2222803,Tierz,Tierz,Tierz,22,True
02,22229,2222906,Tolva,Tolva,Tolva,22,True
02,22230,2223000,Torla-Ordesa,Torla,Ordesa,22,True
02,22232,2223202,Torralba de Aragón,Torralba de Aragón,Torralba de Aragón,22,True
02,22233,2223308,Torre la Ribera,Torre la Ribera,Torre la Ribera,22,True
02,22234,2223403,Torrente de Cinca,Torrente de Cinca,Torrente de Cinca,22,True
02,22235,2223506,Torres de Alcanadre,Torres de Alcanadre,Torres de Alcanadre,22,True
02,22236,2223609,Torres de Barbués,Torres de Barbués,Torres de Barbués,22,True
02,22239,2223904,Tramaced,Tramaced,Tramaced,22,True
02,22242,2224200,Valfarta,Valfarta,Valfarta,22,True
02,22243,2224306,Valle de Bardají,Valle de Bardají,Valle de Bardají,22,True
02,22901,2290106,Valle de Hecho,Valle de Hecho,Valle de Hecho,22,True
02,22244,2224401,Valle de Lierp,Valle de Lierp,Valle de Lierp,22,True
02,22245,2224504,Velilla de Cinca,Velilla de Cinca,Velilla de Cinca,22,True
02,22909,2290903,Vencillón,Vencillón,Vencillón,22,True
02,22247,2224703,Viacamp y Litera,Viacamp y Litera,Viacamp y Litera,22,True
02,22248,2224809,Vicién,Vicién,Vicién,22,True
02,22249,2224902,Villanova,Villanova,Villanova,22,True
02,22250,2225005,Villanúa,Villanúa,Villanúa,22,True
02,22251,2225102,Villanueva de Sigena,Villanueva de Sigena,Villanueva de Sigena,22,True
02,22252,2225207,Yebra de Basa,Yebra de Basa,Yebra de Basa,22,True
02,22253,2225303,Yésero,Yésero,Yésero,22,True
02,22254,2225408,Zaidín,Zaidín,Zaidín,22,True
01,23001,2300101,Albanchez de Mágina,Albanchez de Mágina,Albanchez de Mágina,23,True
01,23002,2300206,Alcalá la Real,Alcalá la Real,Alcalá la Real,23,True
01,23003,2300302,Alcaudete,Alcaudete,Alcaudete,23,True
01,23004,2300407,Aldeaquemada,Aldeaquemada,Aldeaquemada,23,True
01,23005,2300500,Andújar,Andújar,Andújar,23,True
01,23006,2300603,Arjona,Arjona,Arjona,23,True
01,23007,2300709,Arjonilla,Arjonilla,Arjonilla,23,True
01,23008,2300805,Arquillos,Arquillos,Arquillos,23,True
01,23905,2390501,Arroyo del Ojanco,Arroyo del Ojanco,Arroyo del Ojanco,23,True
01,23009,2300908,Baeza,Baeza,Baeza,23,True
01,23010,2301002,Bailén,Bailén,Bailén,23,True
01,23011,2301109,Baños de la Encina,Baños de la Encina,Baños de la Encina,23,True
01,23012,2301204,Beas de Segura,Beas de Segura,Beas de Segura,23,True
01,23902,2390207,Bedmar y Garcíez,Bedmar y Garcíez,Bedmar y Garcíez,23,True
01,23014,2301405,Begíjar,Begíjar,Begíjar,23,True
01,23015,2301508,Bélmez de la Moraleda,Bélmez de la Moraleda,Bélmez de la Moraleda,23,True
01,23016,2301601,Benatae,Benatae,Benatae,23,True
01,23017,2301707,Cabra del Santo Cristo,Cabra del Santo Cristo,Cabra del Santo Cristo,23,True
01,23018,2301803,Cambil,Cambil,Cambil,23,True
01,23019,2301906,Campillo de Arenas,Campillo de Arenas,Campillo de Arenas,23,True
01,23020,2302000,Canena,Canena,Canena,23,True
01,23021,2302107,Carboneros,Carboneros,Carboneros,23,True
01,23901,2390102,Cárcheles,Cárcheles,Cárcheles,23,True
01,23024,2302403,"Carolina, La","Carolina, La","Carolina, La",23,True
01,23025,2302506,Castellar,Castellar,Castellar,23,True
01,23026,2302609,Castillo de Locubín,Castillo de Locubín,Castillo de Locubín,23,True
01,23027,2302705,Cazalilla,Cazalilla,Cazalilla,23,True
01,23028,2302801,Cazorla,Cazorla,Cazorla,23,True
01,23029,2302904,Chiclana de Segura,Chiclana de Segura,Chiclana de Segura,23,True
01,23030,2303008,Chilluévar,Chilluévar,Chilluévar,23,True
01,23031,2303105,Escañuela,Escañuela,Escañuela,23,True
01,23032,2303200,Espeluy,Espeluy,Espeluy,23,True
01,23033,2303306,Frailes,Frailes,Frailes,23,True
01,23034,2303401,Fuensanta de Martos,Fuensanta de Martos,Fuensanta de Martos,23,True
01,23035,2303504,Fuerte del Rey,Fuerte del Rey,Fuerte del Rey,23,True
01,23037,2303703,Génave,Génave,Génave,23,True
01,23038,2303809,"Guardia de Jaén, La","Guardia de Jaén, La","Guardia de Jaén, La",23,True
01,23039,2303902,Guarromán,Guarromán,Guarromán,23,True
01,23041,2304103,Higuera de Calatrava,Higuera de Calatrava,Higuera de Calatrava,23,True
01,23042,2304208,Hinojares,Hinojares,Hinojares,23,True
01,23043,2304304,Hornos,Hornos,Hornos,23,True
01,23044,2304409,Huelma,Huelma,Huelma,23,True
01,23045,2304502,Huesa,Huesa,Huesa,23,True
01,23046,2304605,Ibros,Ibros,Ibros,23,True
01,23047,2304701,"Iruela, La","Iruela, La","Iruela, La",23,True
01,23048,2304807,Iznatoraf,Iznatoraf,Iznatoraf,23,True
01,23049,2304900,Jabalquinto,Jabalquinto,Jabalquinto,23,True
01,23050,2305003,Jaén,Jaén,Jaén,23,True
01,23051,2305100,Jamilena,Jamilena,Jamilena,23,True
01,23052,2305205,Jimena,Jimena,Jimena,23,True
01,23053,2305301,Jódar,Jódar,Jódar,23,True
01,23040,2304006,Lahiguera,Lahiguera,Lahiguera,23,True
01,23054,2305406,Larva,Larva,Larva,23,True
01,23055,2305509,Linares,Linares,Linares,23,True
01,23056,2305602,Lopera,Lopera,Lopera,23,True
01,23057,2305708,Lupión,Lupión,Lupión,23,True
01,23058,2305804,Mancha Real,Mancha Real,Mancha Real,23,True
01,23059,2305907,Marmolejo,Marmolejo,Marmolejo,23,True
01,23060,2306001,Martos,Martos,Martos,23,True
01,23061,2306108,Mengíbar,Mengíbar,Mengíbar,23,True
01,23062,2306203,Montizón,Montizón,Montizón,23,True
01,23063,2306309,Navas de San Juan,Navas de San Juan,Navas de San Juan,23,True
01,23064,2306404,Noalejo,Noalejo,Noalejo,23,True
01,23065,2306507,Orcera,Orcera,Orcera,23,True
01,23066,2306600,Peal de Becerro,Peal de Becerro,Peal de Becerro,23,True
01,23067,2306706,Pegalajar,Pegalajar,Pegalajar,23,True
01,23069,2306905,Porcuna,Porcuna,Porcuna,23,True
01,23070,2307009,Pozo Alcón,Pozo Alcón,Pozo Alcón,23,True
01,23071,2307106,Puente de Génave,Puente de Génave,Puente de Génave,23,True
01,23072,2307201,"Puerta de Segura, La","Puerta de Segura, La","Puerta de Segura, La",23,True
01,23073,2307307,Quesada,Quesada,Quesada,23,True
01,23074,2307402,Rus,Rus,Rus,23,True
01,23075,2307505,Sabiote,Sabiote,Sabiote,23,True
01,23076,2307608,Santa Elena,Santa Elena,Santa Elena,23,True
01,23077,2307704,Santiago de Calatrava,Santiago de Calatrava,Santiago de Calatrava,23,True
01,23904,2390408,Santiago-Pontones,Santiago,Pontones,23,True
01,23079,2307903,Santisteban del Puerto,Santisteban del Puerto,Santisteban del Puerto,23,True
01,23080,2308007,Santo Tomé,Santo Tomé,Santo Tomé,23,True
01,23081,2308104,Segura de la Sierra,Segura de la Sierra,Segura de la Sierra,23,True
01,23082,2308209,Siles,Siles,Siles,23,True
01,23084,2308400,Sorihuela del Guadalimar,Sorihuela del Guadalimar,Sorihuela del Guadalimar,23,True
01,23085,2308503,Torreblascopedro,Torreblascopedro,Torreblascopedro,23,True
01,23086,2308606,Torredelcampo,Torredelcampo,Torredelcampo,23,True
01,23087,2308702,Torredonjimeno,Torredonjimeno,Torredonjimeno,23,True
01,23088,2308808,Torreperogil,Torreperogil,Torreperogil,23,True
01,23090,2309005,Torres,Torres,Torres,23,True
01,23091,2309102,Torres de Albánchez,Torres de Albánchez,Torres de Albánchez,23,True
01,23092,2309207,Úbeda,Úbeda,Úbeda,23,True
01,23093,2309303,Valdepeñas de Jaén,Valdepeñas de Jaén,Valdepeñas de Jaén,23,True
01,23094,2309408,Vilches,Vilches,Vilches,23,True
01,23095,2309501,Villacarrillo,Villacarrillo,Villacarrillo,23,True
01,23096,2309604,Villanueva de la Reina,Villanueva de la Reina,Villanueva de la Reina,23,True
01,23097,2309700,Villanueva del Arzobispo,Villanueva del Arzobispo,Villanueva del Arzobispo,23,True
01,23098,2309806,Villardompardo,Villardompardo,Villardompardo,23,True
01,23099,2309909,"Villares, Los","Villares, Los","Villares, Los",23,True
01,23101,2310100,Villarrodrigo,Villarrodrigo,Villarrodrigo,23,True
01,23903,2390303,Villatorres,Villatorres,Villatorres,23,True
07,24001,2400106,Acebedo,Acebedo,Acebedo,24,True
07,24002,2400201,Algadefe,Algadefe,Algadefe,24,True
07,24003,2400307,Alija del Infantado,Alija del Infantado,Alija del Infantado,24,True
07,24004,2400402,Almanza,Almanza,Almanza,24,True
07,24005,2400505,"Antigua, La","Antigua, La","Antigua, La",24,True
07,24006,2400608,Ardón,Ardón,Ardón,24,True
07,24007,2400704,Arganza,Arganza,Arganza,24,True
07,24008,2400800,Astorga,Astorga,Astorga,24,True
07,24009,2400903,Balboa,Balboa,Balboa,24,True
07,24010,2401007,"Bañeza, La","Bañeza, La","Bañeza, La",24,True
07,24011,2401104,Barjas,Barjas,Barjas,24,True
07,24012,2401209,"Barrios de Luna, Los","Barrios de Luna, Los","Barrios de Luna, Los",24,True
07,24014,2401400,Bembibre,Bembibre,Bembibre,24,True
07,24015,2401503,Benavides,Benavides,Benavides,24,True
07,24016,2401606,Benuza,Benuza,Benuza,24,True
07,24017,2401702,Bercianos del Páramo,Bercianos del Páramo,Bercianos del Páramo,24,True
07,24018,2401808,Bercianos del Real Camino,Bercianos del Real Camino,Bercianos del Real Camino,24,True
07,24019,2401901,Berlanga del Bierzo,Berlanga del Bierzo,Berlanga del Bierzo,24,True
07,24020,2402005,Boca de Huérgano,Boca de Huérgano,Boca de Huérgano,24,True
07,24021,2402102,Boñar,Boñar,Boñar,24,True
07,24022,2402207,Borrenes,Borrenes,Borrenes,24,True
07,24023,2402303,Brazuelo,Brazuelo,Brazuelo,24,True
07,24024,2402408,"Burgo Ranero, El","Burgo Ranero, El","Burgo Ranero, El",24,True
07,24025,2402501,Burón,Burón,Burón,24,True
07,24026,2402604,Bustillo del Páramo,Bustillo del Páramo,Bustillo del Páramo,24,True
07,24027,2402700,Cabañas Raras,Cabañas Raras,Cabañas Raras,24,True
07,24028,2402806,Cabreros del Río,Cabreros del Río,Cabreros del Río,24,True
07,24029,2402909,Cabrillanes,Cabrillanes,Cabrillanes,24,True
07,24030,2403003,Cacabelos,Cacabelos,Cacabelos,24,True
07,24031,2403100,Calzada del Coto,Calzada del Coto,Calzada del Coto,24,True
07,24032,2403205,Campazas,Campazas,Campazas,24,True
07,24033,2403301,Campo de Villavidel,Campo de Villavidel,Campo de Villavidel,24,True
07,24034,2403406,Camponaraya,Camponaraya,Camponaraya,24,True
07,24037,2403708,Cármenes,Cármenes,Cármenes,24,True
07,24038,2403804,Carracedelo,Carracedelo,Carracedelo,24,True
07,24039,2403907,Carrizo,Carrizo,Carrizo,24,True
07,24040,2404001,Carrocera,Carrocera,Carrocera,24,True
07,24041,2404108,Carucedo,Carucedo,Carucedo,24,True
07,24042,2404203,Castilfalé,Castilfalé,Castilfalé,24,True
07,24043,2404309,Castrillo de Cabrera,Castrillo de Cabrera,Castrillo de Cabrera,24,True
07,24044,2404404,Castrillo de la Valduerna,Castrillo de la Valduerna,Castrillo de la Valduerna,24,True
07,24046,2404600,Castrocalbón,Castrocalbón,Castrocalbón,24,True
07,24047,2404706,Castrocontrigo,Castrocontrigo,Castrocontrigo,24,True
07,24049,2404905,Castropodame,Castropodame,Castropodame,24,True
07,24050,2405008,Castrotierra de Valmadrigal,Castrotierra de Valmadrigal,Castrotierra de Valmadrigal,24,True
07,24051,2405105,Cea,Cea,Cea,24,True
07,24052,2405200,Cebanico,Cebanico,Cebanico,24,True
07,24053,2405306,Cebrones del Río,Cebrones del Río,Cebrones del Río,24,True
07,24065,2406502,Chozas de Abajo,Chozas de Abajo,Chozas de Abajo,24,True
07,24054,2405401,Cimanes de la Vega,Cimanes de la Vega,Cimanes de la Vega,24,True
07,24055,2405504,Cimanes del Tejar,Cimanes del Tejar,Cimanes del Tejar,24,True
07,24056,2405607,Cistierna,Cistierna,Cistierna,24,True
07,24057,2405703,Congosto,Congosto,Congosto,24,True
07,24058,2405809,Corbillos de los Oteros,Corbillos de los Oteros,Corbillos de los Oteros,24,True
07,24059,2405902,Corullón,Corullón,Corullón,24,True
07,24060,2406006,Crémenes,Crémenes,Crémenes,24,True
07,24061,2406103,Cuadros,Cuadros,Cuadros,24,True
07,24062,2406208,Cubillas de los Oteros,Cubillas de los Oteros,Cubillas de los Oteros,24,True
07,24063,2406304,Cubillas de Rueda,Cubillas de Rueda,Cubillas de Rueda,24,True
07,24064,2406409,Cubillos del Sil,Cubillos del Sil,Cubillos del Sil,24,True
07,24066,2406605,Destriana,Destriana,Destriana,24,True
07,24067,2406701,Encinedo,Encinedo,Encinedo,24,True
07,24068,2406807,"Ercina, La","Ercina, La","Ercina, La",24,True
07,24069,2406900,Escobar de Campos,Escobar de Campos,Escobar de Campos,24,True
07,24070,2407004,Fabero,Fabero,Fabero,24,True
07,24071,2407101,Folgoso de la Ribera,Folgoso de la Ribera,Folgoso de la Ribera,24,True
07,24073,2407302,Fresno de la Vega,Fresno de la Vega,Fresno de la Vega,24,True
07,24074,2407407,Fuentes de Carbajal,Fuentes de Carbajal,Fuentes de Carbajal,24,True
07,24076,2407603,Garrafe de Torío,Garrafe de Torío,Garrafe de Torío,24,True
07,24077,2407709,Gordaliza del Pino,Gordaliza del Pino,Gordaliza del Pino,24,True
07,24078,2407805,Gordoncillo,Gordoncillo,Gordoncillo,24,True
07,24079,2407908,Gradefes,Gradefes,Gradefes,24,True
07,24080,2408002,Grajal de Campos,Grajal de Campos,Grajal de Campos,24,True
07,24081,2408109,Gusendos de los Oteros,Gusendos de los Oteros,Gusendos de los Oteros,24,True
07,24082,2408204,Hospital de Órbigo,Hospital de Órbigo,Hospital de Órbigo,24,True
07,24083,2408300,Igüeña,Igüeña,Igüeña,24,True
07,24084,2408405,Izagre,Izagre,Izagre,24,True
07,24086,2408601,Joarilla de las Matas,Joarilla de las Matas,Joarilla de las Matas,24,True
07,24087,2408707,Laguna Dalga,Laguna Dalga,Laguna Dalga,24,True
07,24088,2408803,Laguna de Negrillos,Laguna de Negrillos,Laguna de Negrillos,24,True
07,24089,2408906,León,León,León,24,True
07,24092,2409202,Llamas de la Ribera,Llamas de la Ribera,Llamas de la Ribera,24,True
07,24090,2409000,Lucillo,Lucillo,Lucillo,24,True
07,24091,2409107,Luyego,Luyego,Luyego,24,True
07,24093,2409308,Magaz de Cepeda,Magaz de Cepeda,Magaz de Cepeda,24,True
07,24094,2409403,Mansilla de las Mulas,Mansilla de las Mulas,Mansilla de las Mulas,24,True
07,24095,2409506,Mansilla Mayor,Mansilla Mayor,Mansilla Mayor,24,True
07,24096,2409609,Maraña,Maraña,Maraña,24,True
07,24097,2409705,Matadeón de los Oteros,Matadeón de los Oteros,Matadeón de los Oteros,24,True
07,24098,2409801,Matallana de Torío,Matallana de Torío,Matallana de Torío,24,True
07,24099,2409904,Matanza,Matanza,Matanza,24,True
07,24100,2410008,Molinaseca,Molinaseca,Molinaseca,24,True
07,24101,2410105,Murias de Paredes,Murias de Paredes,Murias de Paredes,24,True
07,24102,2410200,Noceda del Bierzo,Noceda del Bierzo,Noceda del Bierzo,24,True
07,24103,2410306,Oencia,Oencia,Oencia,24,True
07,24104,2410401,"Omañas, Las","Omañas, Las","Omañas, Las",24,True
07,24105,2410504,Onzonilla,Onzonilla,Onzonilla,24,True
07,24106,2410607,Oseja de Sajambre,Oseja de Sajambre,Oseja de Sajambre,24,True
07,24107,2410703,Pajares de los Oteros,Pajares de los Oteros,Pajares de los Oteros,24,True
07,24108,2410809,Palacios de la Valduerna,Palacios de la Valduerna,Palacios de la Valduerna,24,True
07,24109,2410902,Palacios del Sil,Palacios del Sil,Palacios del Sil,24,True
07,24110,2411006,Páramo del Sil,Páramo del Sil,Páramo del Sil,24,True
07,24112,2411208,Peranzanes,Peranzanes,Peranzanes,24,True
07,24113,2411304,Pobladura de Pelayo García,Pobladura de Pelayo García,Pobladura de Pelayo García,24,True
07,24114,2411409,"Pola de Gordón, La","Pola de Gordón, La","Pola de Gordón, La",24,True
07,24115,2411502,Ponferrada,Ponferrada,Ponferrada,24,True
07,24116,2411605,Posada de Valdeón,Posada de Valdeón,Posada de Valdeón,24,True
07,24117,2411701,Pozuelo del Páramo,Pozuelo del Páramo,Pozuelo del Páramo,24,True
07,24118,2411807,Prado de la Guzpeña,Prado de la Guzpeña,Prado de la Guzpeña,24,True
07,24119,2411900,Priaranza del Bierzo,Priaranza del Bierzo,Priaranza del Bierzo,24,True
07,24120,2412004,Prioro,Prioro,Prioro,24,True
07,24121,2412101,Puebla de Lillo,Puebla de Lillo,Puebla de Lillo,24,True
07,24122,2412206,Puente de Domingo Flórez,Puente de Domingo Flórez,Puente de Domingo Flórez,24,True
07,24123,2412302,Quintana del Castillo,Quintana del Castillo,Quintana del Castillo,24,True
07,24124,2412407,Quintana del Marco,Quintana del Marco,Quintana del Marco,24,True
07,24125,2412500,Quintana y Congosto,Quintana y Congosto,Quintana y Congosto,24,True
07,24127,2412709,Regueras de Arriba,Regueras de Arriba,Regueras de Arriba,24,True
07,24129,2412908,Reyero,Reyero,Reyero,24,True
07,24130,2413002,Riaño,Riaño,Riaño,24,True
07,24131,2413109,Riego de la Vega,Riego de la Vega,Riego de la Vega,24,True
07,24132,2413204,Riello,Riello,Riello,24,True
07,24133,2413300,Rioseco de Tapia,Rioseco de Tapia,Rioseco de Tapia,24,True
07,24134,2413405,"Robla, La","Robla, La","Robla, La",24,True
07,24136,2413601,Roperuelos del Páramo,Roperuelos del Páramo,Roperuelos del Páramo,24,True
07,24137,2413707,Sabero,Sabero,Sabero,24,True
07,24139,2413906,Sahagún,Sahagún,Sahagún,24,True
07,24141,2414107,San Adrián del Valle,San Adrián del Valle,San Adrián del Valle,24,True
07,24142,2414202,San Andrés del Rabanedo,San Andrés del Rabanedo,San Andrés del Rabanedo,24,True
07,24144,2414403,San Cristóbal de la Polantera,San Cristóbal de la Polantera,San Cristóbal de la Polantera,24,True
07,24145,2414506,San Emiliano,San Emiliano,San Emiliano,24,True
07,24146,2414609,San Esteban de Nogales,San Esteban de Nogales,San Esteban de Nogales,24,True
07,24148,2414801,San Justo de la Vega,San Justo de la Vega,San Justo de la Vega,24,True
07,24149,2414904,San Millán de los Caballeros,San Millán de los Caballeros,San Millán de los Caballeros,24,True
07,24150,2415007,San Pedro Bercianos,San Pedro Bercianos,San Pedro Bercianos,24,True
07,24143,2414308,Sancedo,Sancedo,Sancedo,24,True
07,24151,2415104,Santa Colomba de Curueño,Santa Colomba de Curueño,Santa Colomba de Curueño,24,True
07,24152,2415209,Santa Colomba de Somoza,Santa Colomba de Somoza,Santa Colomba de Somoza,24,True
07,24153,2415305,Santa Cristina de Valmadrigal,Santa Cristina de Valmadrigal,Santa Cristina de Valmadrigal,24,True
07,24154,2415400,Santa Elena de Jamuz,Santa Elena de Jamuz,Santa Elena de Jamuz,24,True
07,24155,2415503,Santa María de la Isla,Santa María de la Isla,Santa María de la Isla,24,True
07,24158,2415808,Santa María de Ordás,Santa María de Ordás,Santa María de Ordás,24,True
07,24156,2415606,Santa María del Monte de Cea,Santa María del Monte de Cea,Santa María del Monte de Cea,24,True
07,24157,2415702,Santa María del Páramo,Santa María del Páramo,Santa María del Páramo,24,True
07,24159,2415901,Santa Marina del Rey,Santa Marina del Rey,Santa Marina del Rey,24,True
07,24160,2416005,Santas Martas,Santas Martas,Santas Martas,24,True
07,24161,2416102,Santiago Millas,Santiago Millas,Santiago Millas,24,True
07,24162,2416207,Santovenia de la Valdoncina,Santovenia de la Valdoncina,Santovenia de la Valdoncina,24,True
07,24163,2416303,Sariegos,Sariegos,Sariegos,24,True
07,24164,2416408,Sena de Luna,Sena de Luna,Sena de Luna,24,True
07,24165,2416501,Sobrado,Sobrado,Sobrado,24,True
07,24166,2416604,Soto de la Vega,Soto de la Vega,Soto de la Vega,24,True
07,24167,2416700,Soto y Amío,Soto y Amío,Soto y Amío,24,True
07,24168,2416806,Toral de los Guzmanes,Toral de los Guzmanes,Toral de los Guzmanes,24,True
07,24206,2420606,Toral de los Vados,Toral de los Vados,Toral de los Vados,24,True
07,24169,2416909,Toreno,Toreno,Toreno,24,True
07,24170,2417003,Torre del Bierzo,Torre del Bierzo,Torre del Bierzo,24,True
07,24171,2417100,Trabadelo,Trabadelo,Trabadelo,24,True
07,24172,2417205,Truchas,Truchas,Truchas,24,True
07,24173,2417301,Turcia,Turcia,Turcia,24,True
07,24174,2417406,Urdiales del Páramo,Urdiales del Páramo,Urdiales del Páramo,24,True
07,24185,2418507,Val de San Lorenzo,Val de San Lorenzo,Val de San Lorenzo,24,True
07,24175,2417509,Valdefresno,Valdefresno,Valdefresno,24,True
07,24176,2417602,Valdefuentes del Páramo,Valdefuentes del Páramo,Valdefuentes del Páramo,24,True
07,24177,2417708,Valdelugueros,Valdelugueros,Valdelugueros,24,True
07,24178,2417804,Valdemora,Valdemora,Valdemora,24,True
07,24179,2417907,Valdepiélago,Valdepiélago,Valdepiélago,24,True
07,24180,2418001,Valdepolo,Valdepolo,Valdepolo,24,True
07,24181,2418108,Valderas,Valderas,Valderas,24,True
07,24182,2418203,Valderrey,Valderrey,Valderrey,24,True
07,24183,2418309,Valderrueda,Valderrueda,Valderrueda,24,True
07,24184,2418404,Valdesamario,Valdesamario,Valdesamario,24,True
07,24187,2418706,Valdevimbre,Valdevimbre,Valdevimbre,24,True
07,24188,2418802,Valencia de Don Juan,Valencia de Don Juan,Valencia de Don Juan,24,True
07,24036,2403602,Valle de Ancares,Valle de Ancares,Valle de Ancares,24,True
07,24191,2419106,Vallecillo,Vallecillo,Vallecillo,24,True
07,24189,2418905,Valverde de la Virgen,Valverde de la Virgen,Valverde de la Virgen,24,True
07,24190,2419009,Valverde-Enrique,Valverde,Enrique,24,True
07,24193,2419307,"Vecilla, La","Vecilla, La","Vecilla, La",24,True
07,24196,2419608,Vega de Espinareda,Vega de Espinareda,Vega de Espinareda,24,True
07,24197,2419704,Vega de Infanzones,Vega de Infanzones,Vega de Infanzones,24,True
07,24198,2419800,Vega de Valcarce,Vega de Valcarce,Vega de Valcarce,24,True
07,24194,2419402,Vegacervera,Vegacervera,Vegacervera,24,True
07,24199,2419903,Vegaquemada,Vegaquemada,Vegaquemada,24,True
07,24201,2420104,Vegas del Condado,Vegas del Condado,Vegas del Condado,24,True
07,24202,2420209,Villablino,Villablino,Villablino,24,True
07,24203,2420305,Villabraz,Villabraz,Villabraz,24,True
07,24205,2420503,Villadangos del Páramo,Villadangos del Páramo,Villadangos del Páramo,24,True
07,24207,2420702,Villademor de la Vega,Villademor de la Vega,Villademor de la Vega,24,True
07,24209,2420901,Villafranca del Bierzo,Villafranca del Bierzo,Villafranca del Bierzo,24,True
07,24210,2421005,Villagatón,Villagatón,Villagatón,24,True
07,24211,2421102,Villamandos,Villamandos,Villamandos,24,True
07,24901,2490107,Villamanín,Villamanín,Villamanín,24,True
07,24212,2421207,Villamañán,Villamañán,Villamañán,24,True
07,24213,2421303,Villamartín de Don Sancho,Villamartín de Don Sancho,Villamartín de Don Sancho,24,True
07,24214,2421408,Villamejil,Villamejil,Villamejil,24,True
07,24215,2421501,Villamol,Villamol,Villamol,24,True
07,24216,2421604,Villamontán de la Valduerna,Villamontán de la Valduerna,Villamontán de la Valduerna,24,True
07,24217,2421700,Villamoratiel de las Matas,Villamoratiel de las Matas,Villamoratiel de las Matas,24,True
07,24218,2421806,Villanueva de las Manzanas,Villanueva de las Manzanas,Villanueva de las Manzanas,24,True
